################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -8.0797620840105999E-01 a        58     0     4     1    13
  3.1642773285923442E+00 a        59     0     4     1    14
 -6.9407038890946851E+00 a        60     0     4     1    15
  1.9836795673592784E+00 a        61     0     5     1     1
 -2.1481410875625220E+00 a        62     0     5     1     2
  2.4193388553853885E+00 a        63     0     5     1     3
 -1.2159466887953718E+00 a        64     0     5     1     4
 -5.7365881372607141E+00 a        65     0     5     1     5
 -4.6487955630112907E+00 a        66     0     5     1     6
 -2.5013403687956020E+00 a        67     0     5     1     7
 -9.5522821147977088E-01 a        68     0     5     1     8
  2.1984111807358819E+00 a        69     0     5     1     9
 -1.8787108157735004E+00 a        70     0     5     1    10
  4.6807556832679342E+00 a        71     0     5     1    11
 -2.7523249153761991E+00 a        72     0     5     1    12
 -4.5635071571842598E+00 a        73     0     5     1    13
  2.4877769162743029E+00 a        74     0     5     1    14
 -1.1575335933822057E+00 a        75     0     5     1    15
  2.7320572924923234E+00 a        76     0     6     1     1
 -9.3528895978711823E-01 a        77     0     6     1     2
  2.4169380535599383E+00 a        78     0     6     1     3
 -4.2515301203155511E+00 a        79     0     6     1     4
 -4.3033532378076949E+00 a        80     0     6     1     5
 -4.7796589706178443E+00 a        81     0     6     1     6
 -1.9938046039939350E+00 a        82     0     6     1     7
 -9.3993964900488147E-01 a        83     0     6     1     8
 -4.5611624324078167E-03 a        84     0     6     1     9
 -3.0157246183503443E+00 a        85     0     6     1    10
  4.6258952382187619E+00 a        86     0     6     1    11
 -3.7672521271624451E+00 a        87     0     6     1    12
 -4.0666955509171565E+00 a        88     0     6     1    13
  1.7959725894605505E+00 a        89     0     6     1    14
 -1.4598652175789704E+00 a        90     0     6     1    15
  7.4739075201954437E+00 a        91     0     7     1     1
  1.8992929508556855E+01 a        92     0     7     1     2
  4.0183448686410319E+00 a        93     0     7     1     3
  9.6486309355585287E-01 a        94     0     7     1     4
  4.5437198579660150E+00 a        95     0     7     1     5
 -8.3984798005388992E+00 a        96     0     7     1     6
 -6.6218153333745695E+00 a        97     0     7     1     7
 -1.2580995975245088E+01 a        98     0     7     1     8
  1.3501494549526129E+01 a        99     0     7     1     9
  1.0467567813406808E+01 a       100     0     7     1    10
 -8.8123762201404499E-01 a       101     0     7     1    11
 -4.3616873181885740E-03 a       102     0     7     1    12
 -3.1923878872384982E+01 a       103     0     7     1    13
  2.2976497525116463E-01 a       104     0     7     1    14
 -1.1392848003204314E+01 a       105     0     7     1    15
  6.5274458632578423E+00 a       106     0     8     1     1
  1.0368131619085879E+01 a       107     0     8     1     2
 -2.6109264434418127E+00 a       108     0     8     1     3
  9.4370898269155834E+00 a       109     0     8     1     4
 -1.8981875554995855E+00 a       110     0     8     1     5
  4.8291606143377470E-02 a       111     0     8     1     6
 -1.3633508521925211E+01 a       112     0     8     1     7
 -3.3737252871067294E+00 a       113     0     8     1     8
 -6.7947902616460816E+00 a       114     0     8     1     9
  7.2997165323463920E+00 a       115     0     8     1    10
 -5.2475805106891515E+00 a       116     0     8     1    11
  1.3950977153402649E+01 a       117     0     8     1    12
 -1.5407972199564467E+01 a       118     0     8     1    13
  2.5192715301118660E+01 a       119     0     8     1    14
 -1.1310175304229345E+01 a       120     0     8     1    15
 -1.9539425746119872E+00 a       121     0     9     1     1
  1.4042967548628338E+01 a       122     0     9     1     2
 -1.7345362703151388E+00 a       123     0     9     1     3
  1.3167279729608216E+01 a       124     0     9     1     4
  4.5216171398868732E-01 a       125     0     9     1     5
 -6.4070388615744394E+00 a       126     0     9     1     6
 -7.1019533055952033E+00 a       127     0     9     1     7
 -1.2556122120623816E+00 a       128     0     9     1     8
 -2.8018576820027015E+00 a       129     0     9     1     9
 -3.5209119583737629E+00 a       130     0     9     1    10
 -1.9854221419326719E+00 a       131     0     9     1    11
  1.4298700691714116E+01 a       132     0     9     1    12
 -1.1024123874167415E+01 a       133     0     9     1    13
  2.6496540956822518E+01 a       134     0     9     1    14
 -8.4935515899896963E+00 a       135     0     9     1    15
  1.1155179173388293E+01 a       136     0    10     1     1
  2.1660447598325383E+01 a       137     0    10     1     2
 -1.3067940302071632E+01 a       138     0    10     1     3
  4.7677763717941080E+00 a       139     0    10     1     4
  9.6675394268213690E+00 a       140     0    10     1     5
 -1.9755624899880948E+00 a       141     0    10     1     6
 -9.8437465593975855E+00 a       142     0    10     1     7
 -1.7170039986589618E+01 a       143     0    10     1     8
  1.5247322792120313E+01 a       144     0    10     1     9
  2.4447921364865984E+01 a       145     0    10     1    10
 -3.3762358009214477E+00 a       146     0    10     1    11
  9.7245360645420345E+00 a       147     0    10     1    12
 -3.9992769349592031E+01 a       148     0    10     1    13
 -2.3795777275417724E+00 a       149     0    10     1    14
  2.4933731674475870E+00 a       150     0    10     1    15
  3.7177723605136879E+00 a       151     0    11     1     1
  1.6438748551058229E+01 a       152     0    11     1     2
 -7.8424390705665035E+00 a       153     0    11     1     3
  1.4021048773763429E+01 a       154     0    11     1     4
  3.5498330155761022E+00 a       155     0    11     1     5
  5.5167184371784677E+00 a       156     0    11     1     6
 -1.0567093684603488E+01 a       157     0    11     1     7
 -3.1761261485192036E+00 a       158     0    11     1     8
 -1.2089486327670423E+01 a       159     0    11     1     9
  1.3977463974725637E+01 a       160     0    11     1    10
 -1.5011457430229386E+01 a       161     0    11     1    11
  2.4360928807985214E+01 a       162     0    11     1    12
 -1.1221798234591272E+01 a       163     0    11     1    13
  2.8680288297662194E+01 a       164     0    11     1    14
 -9.3361600218080465E+00 a       165     0    11     1    15
 -7.6654228978147971E+00 a       166     0    12     1     1
  1.8807000095211315E+01 a       167     0    12     1     2
 -6.9174578707911500E+00 a       168     0    12     1     3
  2.3815813527683051E+01 a       169     0    12     1     4
  6.3768515774867947E+00 a       170     0    12     1     5
 -2.0859061322638142E+00 a       171     0    12     1     6
 -3.9307852708693272E+00 a       172     0    12     1     7
  2.2869305520611785E-01 a       173     0    12     1     8
 -4.0070037766472284E+00 a       174     0    12     1     9
  2.9691235598283314E+00 a       175     0    12     1    10
 -1.0761400041532472E+01 a       176     0    12     1    11
  2.6033530708186682E+01 a       177     0    12     1    12
 -6.6125587568339572E+00 a       178     0    12     1    13
  3.1573774029011016E+01 a       179     0    12     1    14
 -5.0816822828548096E+00 a       180     0    12     1    15
  6.6197154836934349E+00 a       181     0    13     1     1
 -1.2806959345359097E+00 a       182     0    13     1     2
 -2.4117080277289439E+01 a       183     0    13     1     3
  6.7486044378106982E+00 a       184     0    13     1     4
  7.1803097486744747E+00 a       185     0    13     1     5
  1.3162020741752766E+01 a       186     0    13     1     6
 -2.5665022101495794E+00 a       187     0    13     1     7
 -3.5338157992654855E+00 a       188     0    13     1     8
 -4.1389672926917074E+00 a       189     0    13     1     9
  1.6038436859321518E+01 a       190     0    13     1    10
 -5.0533023147340854E+00 a       191     0    13     1    11
  1.4056885638294210E+01 a       192     0    13     1    12
  1.9454665804069138E+00 a       193     0    13     1    13
 -3.2751954082569865E+00 a       194     0    13     1    14
  2.0681859046143945E+01 a       195     0    13     1    15
 -5.2502974497465171E+00 a       196     0    14     1     1
  8.0005281673790289E+00 a       197     0    14     1     2
 -8.4366867616055199E+00 a       198     0    14     1     3
  3.6003164052166818E+00 a       199     0    14     1     4
  9.9283234464913708E+00 a       200     0    14     1     5
  1.0334967058813913E+01 a       201     0    14     1     6
  1.0152790430863977E+01 a       202     0    14     1     7
  1.6695977087653422E+00 a       203     0    14     1     8
 -8.2024624225099139E+00 a       204     0    14     1     9
  7.3936551495045144E+00 a       205     0    14     1    10
 -1.5109510088359293E+01 a       206     0    14     1    11
  1.1086340753981581E+01 a       207     0    14     1    12
  1.4115082732443627E+01 a       208     0    14     1    13
 -1.7343276204722509E+00 a       209     0    14     1    14
  5.3306581009669687E+00 a       210     0    14     1    15
 -5.8683702260623782E+00 a       211     0    15     1     1
  4.6579246845158702E+00 a       212     0    15     1     2
 -5.6402619361247899E+00 a       213     0    15     1     3
  1.5399967851655395E+01 a       214     0    15     1     4
  1.1669283446165847E+01 a       215     0    15     1     5
  1.0009446840698496E+01 a       216     0    15     1     6
  5.4577389362937305E+00 a       217     0    15     1     7
  3.0565525600250139E+00 a       218     0    15     1     8
 -2.5218226683741136E+00 a       219     0    15     1     9
  8.4667191855897705E+00 a       220     0    15     1    10
 -1.2521190121200377E+01 a       221     0    15     1    11
  1.2942851654283574E+01 a       222     0    15     1    12
  1.1335594238524759E+01 a       223     0    15     1    13
  7.3497246359364954E-01 a       224     0    15     1    14
  3.3499083052825589E+00 a       225     0    15     1    15
  6.1231986578741004E-01 a       226     0    16     1     1
 -3.2295459755689713E+01 a       227     0    16     1     2
  3.1613847316796189E+01 a       228     0    16     1     3
  1.9652134626872697E+00 a       229     0    16     1     4
 -5.7392365263273053E+00 a       230     0    16     1     5
  1.3152959258781079E+01 a       231     0    16     1     6
  2.4746311950372807E+01 a       232     0    16     1     7
  2.1671538997192901E+01 a       233     0    16     1     8
 -3.9103851173059510E+01 a       234     0    16     1     9
 -4.8604891750021423E+01 a       235     0    16     1    10
 -1.0817748336810061E+01 a       236     0    16     1    11
 -2.4433886089389510E+01 a       237     0    16     1    12
  8.3373699417564225E+01 a       238     0    16     1    13
 -1.2784987427734302E+00 a       239     0    16     1    14
 -2.5513086131896937E+01 a       240     0    16     1    15
  1.9578141210167967E+00 a       241     0    17     1     1
 -1.5232594173871316E+01 a       242     0    17     1     2
  9.0823420634101097E+00 a       243     0    17     1     3
 -2.2225763163256506E+01 a       244     0    17     1     4
  1.1776905622582735E+01 a       245     0    17     1     5
  8.0061348458237944E+00 a       246     0    17     1     6
  1.3468143226115481E+01 a       247     0    17     1     7
  8.3877245225222730E+00 a       248     0    17     1     8
  8.8063159493510810E+00 a       249     0    17     1     9
 -2.9788787587818042E+01 a       250     0    17     1    10
  1.7002146956097082E+01 a       251     0    17     1    11
 -4.4716591386905883E+01 a       252     0    17     1    12
  2.8701993421995589E+01 a       253     0    17     1    13
 -4.5025174981975120E+01 a       254     0    17     1    14
 -2.2190568991168282E+00 a       255     0    17     1    15
  1.5241542244611635E+01 a       256     0    18     1     1
 -1.9648052593595121E+01 a       257     0    18     1     2
  6.1314755095630975E+00 a       258     0    18     1     3
 -2.1656473226749128E+01 a       259     0    18     1     4
  7.4501949027150927E+00 a       260     0    18     1     5
  1.8833808754904759E+01 a       261     0    18     1     6
  5.6602440485341061E+00 a       262     0    18     1     7
  1.2289140228159154E+00 a       263     0    18     1     8
  1.3706057395502440E+00 a       264     0    18     1     9
 -1.1520590395691867E+01 a       265     0    18     1    10
  9.0734048639888183E+00 a       266     0    18     1    11
 -4.3386368626146862E+01 a       267     0    18     1    12
  2.1001925512352464E+01 a       268     0    18     1    13
 -5.0693367990559736E+01 a       269     0    18     1    14
 -6.7579188788937889E+00 a       270     0    18     1    15
 -1.2049295620741930E+01 a       271     0    19     1     1
  1.5127036370626600E+01 a       272     0    19     1     2
 -1.0669907069595499E+01 a       273     0    19     1     3
 -9.0092899830633151E+00 a       274     0    19     1     4
 -6.6861561897652022E+00 a       275     0    19     1     5
 -1.7376726779861222E+01 a       276     0    19     1     6
 -1.7890600444226074E+01 a       277     0    19     1     7
 -1.5425708060978156E+01 a       278     0    19     1     8
  4.4815840942095988E+01 a       279     0    19     1     9
  2.8026466144270419E+01 a       280     0    19     1    10
  2.5265183622863873E+01 a       281     0    19     1    11
  9.7395970622280856E+00 a       282     0    19     1    12
 -7.2301895339954456E+01 a       283     0    19     1    13
 -1.5886141817314957E+01 a       284     0    19     1    14
  1.3880626883104727E+01 a       285     0    19     1    15
 -4.3843120168045466E+00 a       286     0    20     1     1
 -5.9455835980294873E+00 a       287     0    20     1     2
  1.0560431919555764E+00 a       288     0    20     1     3
  8.6026742356002561E+00 a       289     0    20     1     4
 -1.1915051114022145E+01 a       290     0    20     1     5
 -1.6953292673506386E+01 a       291     0    20     1     6
 -1.2932772734176648E+01 a       292     0    20     1     7
 -9.0428307327670030E+00 a       293     0    20     1     8
  1.3490394645428324E+01 a       294     0    20     1     9
  2.1896770466807766E+01 a       295     0    20     1    10
  8.3872683980118836E+00 a       296     0    20     1    11
  1.8190657797417423E+01 a       297     0    20     1    12
 -3.5295745217976624E+01 a       298     0    20     1    13
  1.2688941081769743E+01 a       299     0    20     1    14
  2.0753531352938568E+00 a       300     0    20     1    15
 -6.7913766308056696E+00 a       301     0    21     1     1
 -2.4772252026324781E+00 a       302     0    21     1     2
  7.2022450843609642E-01 a       303     0    21     1     3
 -2.1765065636240351E+01 a       304     0    21     1     4
 -3.2209859462168616E+01 a       305     0    21     1     5
 -2.4238462428849559E+01 a       306     0    21     1     6
 -5.2663270655768439E+00 a       307     0    21     1     7
 -1.0287372470795368E+01 a       308     0    21     1     8
  1.0144448109185536E+01 a       309     0    21     1     9
  8.7514016993363466E+00 a       310     0    21     1    10
  1.0833706601676502E+01 a       311     0    21     1    11
  1.4938398632509044E+01 a       312     0    21     1    12
 -2.6148082828222748E+01 a       313     0    21     1    13
  1.7102471152660883E+01 a       314     0    21     1    14
  6.7530380803387819E+00 a       315     0    21     1    15
  1.6009339615323288E+01 a       316     0    22     1     1
 -2.4427803355224796E+01 a       317     0    22     1     2
  7.5769911141752386E+00 a       318     0    22     1     3
 -8.1347754253309681E+00 a       319     0    22     1     4
 -5.2988949018767633E+00 a       320     0    22     1     5
  1.0070223675778163E+01 a       321     0    22     1     6
  4.7240571948131631E+00 a       322     0    22     1     7
  7.5025196205584459E+00 a       323     0    22     1     8
 -3.7900053551146357E+01 a       324     0    22     1     9
 -1.7944368535528088E+01 a       325     0    22     1    10
 -1.5619346107926576E+01 a       326     0    22     1    11
 -8.5593389964016575E-01 a       327     0    22     1    12
  4.6413089666882541E+01 a       328     0    22     1    13
  2.2454327944939571E+01 a       329     0    22     1    14
  2.4991561705164527E+00 a       330     0    22     1    15
  5.6134562244475834E+00 a       331     0    23     1     1
 -3.7355556519359190E-01 a       332     0    23     1     2
  2.9403699988018567E-01 a       333     0    23     1     3
 -6.1499479594204880E+00 a       334     0    23     1     4
 -7.1836335270381459E+00 a       335     0    23     1     5
  1.1339685220934653E+01 a       336     0    23     1     6
  1.5715385018987409E+00 a       337     0    23     1     7
  9.5047734151017782E-01 a       338     0    23     1     8
 -1.7013661701885834E+01 a       339     0    23     1     9
 -1.8808244801108454E+01 a       340     0    23     1    10
 -4.0917564898654630E+00 a       341     0    23     1    11
  1.0698314916389420E+00 a       342     0    23     1    12
  2.0250254885934734E+01 a       343     0    23     1    13
 -1.5058258936054107E+00 a       344     0    23     1    14
  8.3232041884116530E+00 a       345     0    23     1    15
  3.0034188249908969E+00 a       346     0    24     1     1
  1.6263170409062793E+00 a       347     0    24     1     2
  1.7376544519742940E+00 a       348     0    24     1     3
  1.6682561950688886E+01 a       349     0    24     1     4
  1.9276941155964707E+01 a       350     0    24     1     5
  1.7073323937941346E+01 a       351     0    24     1     6
  2.3789563449303103E-01 a       352     0    24     1     7
  1.0315838237293404E+01 a       353     0    24     1     8
 -8.5580806694101472E+00 a       354     0    24     1     9
 -1.4138770186255678E+01 a       355     0    24     1    10
 -6.0320501138069949E+00 a       356     0    24     1    11
  3.7302384320600108E+00 a       357     0    24     1    12
  1.2544517657444697E+01 a       358     0    24     1    13
 -1.1965459785690644E+00 a       359     0    24     1    14
  4.7794993606501990E+00 a       360     0    24     1    15
  1.4361657115296145E+01 a       361     0    25     1     1
  4.0917435548035684E+01 a       362     0    25     1     2
 -2.2066037137908545E+01 a       363     0    25     1     3
 -1.7321272495720766E+01 a       364     0    25     1     4
  1.1587278127006613E+01 a       365     0    25     1     5
 -6.8709423331170862E+00 a       366     0    25     1     6
 -1.5363156289674279E+01 a       367     0    25     1     7
  1.9473224907691968E+01 a       368     0    25     1     8
  2.8514115155214313E+01 a       369     0    25     1     9
 -4.4884893761116992E+01 a       370     0    25     1    10
  5.0555569276207130E+01 a       371     0    25     1    11
  7.6882982558514614E+00 a       372     0    25     1    12
 -1.6300436481966942E+00 a       373     0    25     1    13
 -1.5242623792608654E+01 a       374     0    25     1    14
  3.3410946123567101E+01 a       375     0    25     1    15
  6.0918541503304615E+00 a       376     0    26     1     1
 -3.6470149485501381E+01 a       377     0    26     1     2
  9.8634494976404508E+00 a       378     0    26     1     3
 -1.9285622827689373E+01 a       379     0    26     1     4
 -2.4938226033846820E+00 a       380     0    26     1     5
 -1.1968715841668084E+01 a       381     0    26     1     6
 -4.3648004205108670E+01 a       382     0    26     1     7
 -1.8788382625041820E+01 a       383     0    26     1     8
 -1.2045958936998073E+01 a       384     0    26     1     9
 -2.0888956721234912E+01 a       385     0    26     1    10
 -6.0893382358336812E+00 a       386     0    26     1    11
 -1.1419661251625200E+01 a       387     0    26     1    12
  2.8489106667505993E+01 a       388     0    26     1    13
  1.6068563996986306E+01 a       389     0    26     1    14
  2.0928910443521538E+01 a       390     0    26     1    15
  5.2900686830837831E+00 a       391     0    27     1     1
 -7.2684092217124379E+00 a       392     0    27     1     2
  1.5965322023686461E+00 a       393     0    27     1     3
  2.0188989324541775E+00 a       394     0    27     1     4
 -1.9967134817485994E+00 a       395     0    27     1     5
  8.8678176331709260E+00 a       396     0    27     1     6
 -1.8617982013469895E+01 a       397     0    27     1     7
 -8.9999865357672668E+00 a       398     0    27     1     8
  4.6272416078967477E-01 a       399     0    27     1     9
  1.6372703207880971E+01 a       400     0    27     1    10
  1.5445824750662286E+01 a       401     0    27     1    11
  1.3176165220779335E+01 a       402     0    27     1    12
  1.3214231633375116E+01 a       403     0    27     1    13
 -7.1957252908811293E+00 a       404     0    27     1    14
  1.5772156229417469E+01 a       405     0    27     1    15
 -4.1842161217689755E+00 a       406     0    28     1     1
 -1.9924225019342398E+01 a       407     0    28     1     2
  1.4982684974823886E+01 a       408     0    28     1     3
  2.4571524986447120E+01 a       409     0    28     1     4
 -1.8142463603702934E+00 a       410     0    28     1     5
 -8.0421778599519627E+00 a       411     0    28     1     6
 -2.9338651813784629E+01 a       412     0    28     1     7
  7.9987544328765674E+00 a       413     0    28     1     8
 -4.4440805253097885E+01 a       414     0    28     1     9
 -5.5591970433237485E+01 a       415     0    28     1    10
 -2.8793415343771859E+01 a       416     0    28     1    11
 -1.2790964208999101E+01 a       417     0    28     1    12
  3.0955479687083727E+01 a       418     0    28     1    13
 -4.5240571144261381E+01 a       419     0    28     1    14
 -8.6361706758387469E-01 a       420     0    28     1    15
 -4.9291954267801872E+00 a       421     0    29     1     1
 -2.2930490338072268E+01 a       422     0    29     1     2
  5.9616253261149330E+00 a       423     0    29     1     3
  1.3031356537377468E+01 a       424     0    29     1     4
 -3.6892447314316135E+00 a       425     0    29     1     5
  3.4581543985216193E+01 a       426     0    29     1     6
  3.1083519687196914E+00 a       427     0    29     1     7
  2.6460030423919207E+01 a       428     0    29     1     8
 -2.7656792352752142E+01 a       429     0    29     1     9
 -2.5551566513307844E+01 a       430     0    29     1    10
 -1.2659820057832988E+01 a       431     0    29     1    11
 -2.3518869728005987E-01 a       432     0    29     1    12
  3.3800640789648341E+01 a       433     0    29     1    13
 -3.1413098480007914E+01 a       434     0    29     1    14
 -1.2137190744542256E+01 a       435     0    29     1    15
  2.0553705911110640E+01 a       436     0    30     1     1
 -7.1585846003488731E+00 a       437     0    30     1     2
 -1.2266606546917849E+01 a       438     0    30     1     3
 -4.9746334232387559E+00 a       439     0    30     1     4
  1.1256903135705405E+01 a       440     0    30     1     5
  1.6381970219518180E+01 a       441     0    30     1     6
  3.7263758626031958E+01 a       442     0    30     1     7
 -1.7067611714184366E+01 a       443     0    30     1     8
 -2.1853095723797079E+01 a       444     0    30     1     9
 -2.1931957273238542E+01 a       445     0    30     1    10
 -3.3318261911854798E+01 a       446     0    30     1    11
 -1.0809385323715798E+01 a       447     0    30     1    12
 -1.9304475626957003E+00 a       448     0    30     1    13
 -1.1124185070491326E+00 a       449     0    30     1    14
 -1.3374156627204294E+00 a       450     0    30     1    15
  1.8186864887383344E+01 a       451     0    31     1     1
  1.5768002403023363E+01 a       452     0    31     1     2
 -3.8847066862352243E+01 a       453     0    31     1     3
 -6.9838821730581753E+00 a       454     0    31     1     4
  1.7277521142467838E+00 a       455     0    31     1     5
  2.1625370176273173E+00 a       456     0    31     1     6
 -1.3077736676874611E+01 a       457     0    31     1     7
 -6.1220986165308480E+00 a       458     0    31     1     8
  7.2566508590991727E+00 a       459     0    31     1     9
  1.0054541106240789E+01 a       460     0    31     1    10
 -1.6320473617206844E+01 a       461     0    31     1    11
 -2.3308119603304895E+01 a       462     0    31     1    12
 -6.9773471071519451E+00 a       463     0    31     1    13
  1.1683790701178813E+01 a       464     0    31     1    14
  3.5526791821311638E+00 a       465     0    31     1    15
 -2.5444981718688280E+00 a       466     0    32     1     1
  1.9637274694416355E+01 a       467     0    32     1     2
 -5.2913306241506262E+01 a       468     0    32     1     3
 -1.8109122365799379E+00 a       469     0    32     1     4
 -2.7205993046926258E+00 a       470     0    32     1     5
 -2.9066024865952294E+00 a       471     0    32     1     6
 -1.4397886197639567E+01 a       472     0    32     1     7
 -7.6246926387955325E+00 a       473     0    32     1     8
  6.9973637664633195E+00 a       474     0    32     1     9
  7.8273031135481048E+00 a       475     0    32     1    10
 -3.0701613971201088E+01 a       476     0    32     1    11
 -1.1150671684885552E+01 a       477     0    32     1    12
 -2.5394575137942667E+01 a       478     0    32     1    13
  2.9841690384562369E+01 a       479     0    32     1    14
 -2.4079739192268988E+01 a       480     0    32     1    15
 -1.5540358551607293E+01 a       481     0    33     1     1
  3.4686911610319562E+01 a       482     0    33     1     2
 -3.6497379544641191E+01 a       483     0    33     1     3
  1.2532601631093391E+01 a       484     0    33     1     4
  8.7867156008544320E+00 a       485     0    33     1     5
 -2.2174776562709440E+01 a       486     0    33     1     6
  9.4879772406272949E+00 a       487     0    33     1     7
 -1.5200072825015809E+00 a       488     0    33     1     8
  5.2142882328984248E+00 a       489     0    33     1     9
 -1.3798136053420569E+01 a       490     0    33     1    10
 -1.1827932993328607E+01 a       491     0    33     1    11
 -3.2523487631702210E+01 a       492     0    33     1    12
 -3.2732574182540930E+01 a       493     0    33     1    13
  2.0485612323111404E+01 a       494     0    33     1    14
 -5.3086816240970371E+00 a       495     0    33     1    15
 -3.2748126423016203E+01 a       496     0    34     1     1
 -2.7215292032232909E+01 a       497     0    34     1     2
 -4.6227026322208950E+01 a       498     0    34     1     3
 -6.8359921708541389E+00 a       499     0    34     1     4
 -3.9299661315430754E+01 a       500     0    34     1     5
 -1.0303987960965181E+01 a       501     0    34     1     6
 -5.5976616864878990E+00 a       502     0    34     1     7
  4.7581849395566969E+01 a       503     0    34     1     8
  5.7974314334823189E+00 a       504     0    34     1     9
  1.8555688352973963E+01 a       505     0    34     1    10
 -6.4901941464690776E+00 a       506     0    34     1    11
  9.3418970194326487E+00 a       507     0    34     1    12
 -1.4669849366919454E+01 a       508     0    34     1    13
  2.8942913799205455E-01 a       509     0    34     1    14
 -3.5449449782403256E+01 a       510     0    34     1    15
 -1.1343652554217943E+01 a       511     0    35     1     1
 -5.3561096322429629E+00 a       512     0    35     1     2
 -6.2111534578457182E+00 a       513     0    35     1     3
  2.0994097412995679E+01 a       514     0    35     1     4
 -1.6924072397527450E+01 a       515     0    35     1     5
  3.5636938772795568E+00 a       516     0    35     1     6
 -5.4328012361799134E+00 a       517     0    35     1     7
  6.3254832263246232E+00 a       518     0    35     1     8
 -2.1211401608823611E+01 a       519     0    35     1     9
  1.5082466238226774E+01 a       520     0    35     1    10
 -7.2504768891043998E+00 a       521     0    35     1    11
  3.5611824157222109E+01 a       522     0    35     1    12
 -2.9160482141292473E+01 a       523     0    35     1    13
  8.3127906688009237E+00 a       524     0    35     1    14
 -7.4832295340510591E+00 a       525     0    35     1    15
  1.4291663371877178E+01 a       526     0    36     1     1
 -7.7271928674857024E+00 a       527     0    36     1     2
 -8.8823102560603950E-01 a       528     0    36     1     3
 -2.1162291646745778E+01 a       529     0    36     1     4
