################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.9913052408952985E+00 a       475     0    32     1    10
  1.8223660347536470E+01 a       476     0    32     1    11
  1.1969352875710090E+01 a       477     0    32     1    12
 -7.0329942913093886E+00 a       478     0    32     1    13
  1.4834853504575680E+00 a       479     0    32     1    14
 -8.8460603274836682E+00 a       480     0    32     1    15
 -5.9030312417330162E+00 a       481     0    33     1     1
 -2.2733349618555221E+00 a       482     0    33     1     2
  4.3454316918546585E+00 a       483     0    33     1     3
  1.1535748371880933E+01 a       484     0    33     1     4
 -1.4416755407405279E+01 a       485     0    33     1     5
  2.5134995402011113E+00 a       486     0    33     1     6
  2.7126873203517956E+00 a       487     0    33     1     7
 -2.1404369321489078E+01 a       488     0    33     1     8
 -2.2482830764517199E+00 a       489     0    33     1     9
 -9.8658315807904806E-01 a       490     0    33     1    10
 -5.1670500984167980E+00 a       491     0    33     1    11
  1.9097585292718549E+01 a       492     0    33     1    12
  5.1423499626581179E+00 a       493     0    33     1    13
  2.9680852999827074E+00 a       494     0    33     1    14
 -1.5866636919947517E+01 a       495     0    33     1    15
 -3.2632852054800260E+01 a       496     0    34     1     1
  1.1488791838206380E+01 a       497     0    34     1     2
  1.1279350407977400E+01 a       498     0    34     1     3
 -1.7588871915034272E+01 a       499     0    34     1     4
  1.4909093219282886E+01 a       500     0    34     1     5
  2.2043142524296375E+01 a       501     0    34     1     6
  6.1288429361203560E+00 a       502     0    34     1     7
 -1.7322068183412693E+01 a       503     0    34     1     8
 -1.1473935942152860E+00 a       504     0    34     1     9
  2.5663825651365917E+00 a       505     0    34     1    10
  1.8955569901834089E+01 a       506     0    34     1    11
  9.6339676724382013E+00 a       507     0    34     1    12
  5.2814906882680779E+00 a       508     0    34     1    13
 -1.5687034514688708E+01 a       509     0    34     1    14
 -1.3317399816565242E+01 a       510     0    34     1    15
  5.9547242815018961E+00 a       511     0    35     1     1
 -2.3306022533082706E+00 a       512     0    35     1     2
  3.5646199049891109E+01 a       513     0    35     1     3
 -1.6418710252969184E+01 a       514     0    35     1     4
  1.8942880050544918E+01 a       515     0    35     1     5
  4.7376604605362527E+00 a       516     0    35     1     6
 -6.3856192088546910E+00 a       517     0    35     1     7
  4.0938756018197724E+00 a       518     0    35     1     8
 -7.5223479116571446E-01 a       519     0    35     1     9
  1.6107929917083907E-01 a       520     0    35     1    10
  1.1426979160827571E+01 a       521     0    35     1    11
  2.1679262832232336E+01 a       522     0    35     1    12
  9.7869262295540551E+00 a       523     0    35     1    13
  4.0220495263644942E+00 a       524     0    35     1    14
 -3.3799275010330412E+00 a       525     0    35     1    15
  9.2540469310335265E+00 a       526     0    36     1     1
 -7.6910827839267188E+00 a       527     0    36     1     2
  9.5151751778216180E+00 a       528     0    36     1     3
 -4.8674503463987850E+00 a       529     0    36     1     4
  1.6951646349358256E+00 a       530     0    36     1     5
 -2.3724469135691059E+01 a       531     0    36     1     6
  2.1845886739191378E+01 a       532     0    36     1     7
  1.3670468749977818E+00 a       533     0    36     1     8
 -1.4846284572452422E+01 a       534     0    36     1     9
  2.0373983607294561E+00 a       535     0    36     1    10
 -1.4747142271845159E+00 a       536     0    36     1    11
  1.2226567081569209E+01 a       537     0    36     1    12
  1.2190086978136726E+01 a       538     0    36     1    13
  1.0923710935178438E+01 a       539     0    36     1    14
 -1.6139883398597767E+01 a       540     0    36     1    15
  1.7815786694380265E+01 a       541     0    37     1     1
 -1.6684131045769238E+01 a       542     0    37     1     2
  1.2875746472737859E+01 a       543     0    37     1     3
 -1.1102688361208473E+01 a       544     0    37     1     4
  1.2571778826466881E+01 a       545     0    37     1     5
 -3.1848672659211665E+01 a       546     0    37     1     6
 -3.8367495408957901E+00 a       547     0    37     1     7
 -6.5550592482720091E+00 a       548     0    37     1     8
 -1.6163959701340602E-02 a       549     0    37     1     9
 -4.5556287368499824E+00 a       550     0    37     1    10
  2.3710999729808172E+01 a       551     0    37     1    11
  1.5515755986773303E+01 a       552     0    37     1    12
  4.2680465064755850E+00 a       553     0    37     1    13
  1.9657879130755774E+01 a       554     0    37     1    14
 -7.3722460151824052E+00 a       555     0    37     1    15
 -2.6901629320896601E+00 a       556     0    38     1     1
 -4.0468223077233771E+00 a       557     0    38     1     2
  4.9205630417189790E+00 a       558     0    38     1     3
  2.5524928053418727E+00 a       559     0    38     1     4
  6.6645131505309401E+00 a       560     0    38     1     5
  2.0188705167900498E+01 a       561     0    38     1     6
 -5.2506442506320141E+00 a       562     0    38     1     7
  9.4839203059672883E+00 a       563     0    38     1     8
 -1.8197962137459121E+00 a       564     0    38     1     9
  2.6167835412884838E+01 a       565     0    38     1    10
  5.6031167318361010E+00 a       566     0    38     1    11
  1.1963060516179494E+01 a       567     0    38     1    12
 -4.3194259845352265E+00 a       568     0    38     1    13
  4.1176647172959031E+00 a       569     0    38     1    14
  2.0784193420678104E+01 a       570     0    38     1    15
 -3.2871011266083210E+00 a       571     0    39     1     1
 -1.6573355183291831E+01 a       572     0    39     1     2
  1.1355395038128549E+01 a       573     0    39     1     3
 -5.9933550699423810E-01 a       574     0    39     1     4
 -3.5780032664801409E+00 a       575     0    39     1     5
  1.0524366602510916E+01 a       576     0    39     1     6
  1.4133054503423860E+01 a       577     0    39     1     7
  8.6826226717758654E+00 a       578     0    39     1     8
 -9.3513217836711302E+00 a       579     0    39     1     9
  1.5158681884298369E+01 a       580     0    39     1    10
  8.9518226631956610E-01 a       581     0    39     1    11
  1.5026764366308710E+01 a       582     0    39     1    12
 -1.6461134941257194E+00 a       583     0    39     1    13
 -3.9379314899746403E+00 a       584     0    39     1    14
  4.6672045303265124E+00 a       585     0    39     1    15
  7.5513248327205518E-01 a       586     0    40     1     1
 -5.8707770396619203E+00 a       587     0    40     1     2
  4.0149540415808938E+00 a       588     0    40     1     3
 -3.7314143144042542E+00 a       589     0    40     1     4
  1.3992315503173959E+01 a       590     0    40     1     5
 -4.5479721260187613E+00 a       591     0    40     1     6
  5.5148896643373950E+00 a       592     0    40     1     7
 -2.3526746543467056E+01 a       593     0    40     1     8
 -1.9844424175943605E+01 a       594     0    40     1     9
  1.2195713466660742E+01 a       595     0    40     1    10
 -4.8061328127471254E+00 a       596     0    40     1    11
 -7.6887175825795229E+00 a       597     0    40     1    12
 -4.5030314292808074E+00 a       598     0    40     1    13
 -5.3396591547962891E-01 a       599     0    40     1    14
  8.4329962779100622E+00 a       600     0    40     1    15
 -9.7641207786301329E+00 a       601     0    41     1     1
  4.4582436870922448E+00 a       602     0    41     1     2
  7.4273406142054075E+00 a       603     0    41     1     3
  1.3676359931162153E+01 a       604     0    41     1     4
 -2.3889297037484258E+00 a       605     0    41     1     5
  2.6276672112304239E-01 a       606     0    41     1     6
 -2.2909729852929805E+00 a       607     0    41     1     7
  5.3635827503368469E+00 a       608     0    41     1     8
 -2.1008684904164380E+01 a       609     0    41     1     9
  7.1600007138685404E+00 a       610     0    41     1    10
 -1.5500456672100292E+01 a       611     0    41     1    11
  5.6249867620623037E+00 a       612     0    41     1    12
  1.2027867652018697E+01 a       613     0    41     1    13
 -2.6185099698157357E+00 a       614     0    41     1    14
  2.1231021908312670E+01 a       615     0    41     1    15
 -7.2742857359627600E+00 a       616     0    42     1     1
 -9.6521716146321226E-02 a       617     0    42     1     2
  5.8594932731971170E+00 a       618     0    42     1     3
 -8.6188483549255519E+00 a       619     0    42     1     4
 -1.9827456279656623E+01 a       620     0    42     1     5
 -1.2030661495747295E+00 a       621     0    42     1     6
  2.1405052436667305E+00 a       622     0    42     1     7
  3.6286994224730509E+00 a       623     0    42     1     8
  1.2631220961880755E+01 a       624     0    42     1     9
 -1.1009259409653898E+01 a       625     0    42     1    10
 -1.1643595721872089E+01 a       626     0    42     1    11
  2.0302234088337066E+01 a       627     0    42     1    12
  1.4187145471820495E+01 a       628     0    42     1    13
  1.1886274179803538E+01 a       629     0    42     1    14
  1.9314111343202011E+01 a       630     0    42     1    15
 -1.3541799352705328E+00 a       631     0    43     1     1
 -4.9236851638984245E+00 a       632     0    43     1     2
  1.1204250825929241E+01 a       633     0    43     1     3
 -3.2347856868218745E+00 a       634     0    43     1     4
 -1.7658233318265431E+01 a       635     0    43     1     5
 -6.5926890365684221E+00 a       636     0    43     1     6
  2.5102465470635624E+00 a       637     0    43     1     7
  2.8296974748013928E+00 a       638     0    43     1     8
 -6.6098488751515037E+00 a       639     0    43     1     9
  5.9966058763044447E+00 a       640     0    43     1    10
  5.0010069204313945E+00 a       641     0    43     1    11
  6.8709664274176712E+00 a       642     0    43     1    12
  1.3699565246825085E+01 a       643     0    43     1    13
  4.0506861584696789E+00 a       644     0    43     1    14
  1.7098569987886702E+01 a       645     0    43     1    15
 -6.4061895947068486E+00 a       646     0    44     1     1
  9.4566778440236980E+00 a       647     0    44     1     2
  4.4471513055516390E+00 a       648     0    44     1     3
 -2.2817112616334856E+00 a       649     0    44     1     4
 -4.3500772764250421E+01 a       650     0    44     1     5
 -7.8559438830801231E-01 a       651     0    44     1     6
 -3.6742077968462508E+00 a       652     0    44     1     7
  8.3347577119878586E+00 a       653     0    44     1     8
  2.3735321133727769E+01 a       654     0    44     1     9
 -3.9309915749690245E+00 a       655     0    44     1    10
  1.1121782296651801E+01 a       656     0    44     1    11
  2.8871747259614320E+01 a       657     0    44     1    12
  2.3478198936029731E+01 a       658     0    44     1    13
  8.3101591293829724E+00 a       659     0    44     1    14
  1.1024192045279428E+01 a       660     0    44     1    15
 -3.5386180597487127E+00 a       661     0    45     1     1
  4.3410307738588833E-01 a       662     0    45     1     2
  3.3864675754541853E+00 a       663     0    45     1     3
  8.0896648933491342E+00 a       664     0    45     1     4
 -3.6095255765114146E+01 a       665     0    45     1     5
 -3.8105369847060069E+00 a       666     0    45     1     6
 -2.4988331576923539E-01 a       667     0    45     1     7
 -8.0780431474329113E+00 a       668     0    45     1     8
  1.0839703210167693E+01 a       669     0    45     1     9
  4.5672457231531487E+00 a       670     0    45     1    10
 -1.0062955993921772E+01 a       671     0    45     1    11
  1.6415868676266250E+01 a       672     0    45     1    12
  3.1118188376806444E+01 a       673     0    45     1    13
  5.8174504589356140E+00 a       674     0    45     1    14
  8.5288160969053735E+00 a       675     0    45     1    15
  1.8662606531710026E+01 a       676     0    46     1     1
  1.0147884892793458E+01 a       677     0    46     1     2
  4.5673666468106422E+00 a       678     0    46     1     3
 -2.0323174031228067E+01 a       679     0    46     1     4
 -3.1578397816095080E+01 a       680     0    46     1     5
  4.2239660528655627E+01 a       681     0    46     1     6
  9.4491322030803815E+00 a       682     0    46     1     7
 -3.4575500812065265E+01 a       683     0    46     1     8
  2.3756074015881792E+00 a       684     0    46     1     9
 -5.7516303732003626E+00 a       685     0    46     1    10
  1.0962047320990118E+01 a       686     0    46     1    11
 -1.8135068751073102E+00 a       687     0    46     1    12
  9.4014935318374953E+00 a       688     0    46     1    13
 -3.9809715221430868E+00 a       689     0    46     1    14
  2.6433557670601200E+00 a       690     0    46     1    15
 -1.1458336121976304E+01 a       691     0    47     1     1
 -1.4534767803654228E+01 a       692     0    47     1     2
 -1.0892622420798030E+00 a       693     0    47     1     3
 -6.7598313889999719E+00 a       694     0    47     1     4
 -4.9643723789648027E+00 a       695     0    47     1     5
 -1.7422259920463283E+01 a       696     0    47     1     6
 -8.1999919156359926E+00 a       697     0    47     1     7
 -3.0918073895981141E+01 a       698     0    47     1     8
 -7.6996488798154124E+00 a       699     0    47     1     9
  3.8310921114382324E+00 a       700     0    47     1    10
 -2.2262806155588142E+00 a       701     0    47     1    11
 -2.0647710358139566E+01 a       702     0    47     1    12
  3.3383294393881670E+01 a       703     0    47     1    13
 -9.9107277858360057E+00 a       704     0    47     1    14
 -5.3564990975087499E+00 a       705     0    47     1    15
 -1.5641400464066816E+01 a       706     0    48     1     1
  8.3646520909352393E+00 a       707     0    48     1     2
  8.4491952147120948E+00 a       708     0    48     1     3
 -2.5796732648729208E+01 a       709     0    48     1     4
  4.2138953432174207E+00 a       710     0    48     1     5
 -5.9149155843876953E+00 a       711     0    48     1     6
 -5.4598757365918322E+00 a       712     0    48     1     7
 -2.2786117181052536E+01 a       713     0    48     1     8
 -2.2552502593107948E+00 a       714     0    48     1     9
  5.1518331159284401E+00 a       715     0    48     1    10
  5.5847994534456626E+00 a       716     0    48     1    11
 -1.5566827897661893E+01 a       717     0    48     1    12
  1.4536870073886389E+01 a       718     0    48     1    13
 -3.3298062834850288E+00 a       719     0    48     1    14
 -9.5703971582848393E+00 a       720     0    48     1    15
  1.7278764613619699E+00 a       721     0    49     1     1
  1.2630374300179524E+01 a       722     0    49     1     2
 -2.7578377104030399E-01 a       723     0    49     1     3
 -1.7852337261392631E+01 a       724     0    49     1     4
 -6.4926993396229609E+00 a       725     0    49     1     5
  3.9200856349226045E+00 a       726     0    49     1     6
 -2.5962631890434785E+01 a       727     0    49     1     7
 -1.7184760518570691E+01 a       728     0    49     1     8
  2.1967058255891942E+01 a       729     0    49     1     9
 -6.5734926828196256E+00 a       730     0    49     1    10
  8.3578763601182671E-01 a       731     0    49     1    11
 -2.5350831786984806E+01 a       732     0    49     1    12
 -6.3724447725407156E+00 a       733     0    49     1    13
 -2.0966314839973093E+00 a       734     0    49     1    14
  1.0661603809990529E+01 a       735     0    49     1    15
  1.0493378342912771E+00 a       736     0    50     1     1
 -6.3753350690147736E-01 a       737     0    50     1     2
 -6.5840421583077644E+00 a       738     0    50     1     3
 -1.3184937008947943E+01 a       739     0    50     1     4
 -8.0629470196842270E+00 a       740     0    50     1     5
  1.9228914465752815E+01 a       741     0    50     1     6
  7.9481442560277706E+00 a       742     0    50     1     7
 -3.3959404521391484E+01 a       743     0    50     1     8
 -6.8782067958589543E+00 a       744     0    50     1     9
 -4.6728106454004710E+00 a       745     0    50     1    10
  1.3512730940550014E+01 a       746     0    50     1    11
 -2.0226654629466985E+01 a       747     0    50     1    12
  1.7711617015374649E+01 a       748     0    50     1    13
  1.0768396302153236E+00 a       749     0    50     1    14
 -4.9484151895968935E+00 a       750     0    50     1    15
  8.0064664095269666E+00 a       751     0    51     1     1
  2.0854761775075666E+01 a       752     0    51     1     2
 -8.8295268570766332E+00 a       753     0    51     1     3
 -2.2169487893378772E+01 a       754     0    51     1     4
 -1.1193279839406642E+00 a       755     0    51     1     5
  5.8203221743230245E+00 a       756     0    51     1     6
 -1.3310751775712356E+01 a       757     0    51     1     7
 -4.6779362183716799E+01 a       758     0    51     1     8
 -4.1550654142468870E+00 a       759     0    51     1     9
  6.1854164709550634E+00 a       760     0    51     1    10
  7.3562870078480831E+00 a       761     0    51     1    11
 -1.3907596672248827E+01 a       762     0    51     1    12
  2.7103999274740623E+01 a       763     0    51     1    13
  7.4256830779045764E+00 a       764     0    51     1    14
 -1.2177045286940988E+01 a       765     0    51     1    15
 -1.2230762461916457E+01 a       766     0    52     1     1
 -3.4512516873859949E+00 a       767     0    52     1     2
 -1.1922484783816246E+01 a       768     0    52     1     3
  1.0945299492006880E+01 a       769     0    52     1     4
 -1.9507715905131150E+01 a       770     0    52     1     5
  8.1285693470765743E+00 a       771     0    52     1     6
 -4.2983441141377927E+00 a       772     0    52     1     7
  2.8978887490353804E+00 a       773     0    52     1     8
  1.0674246337138760E+01 a       774     0    52     1     9
 -5.4988382760869869E-01 a       775     0    52     1    10
  4.0159191329899613E+01 a       776     0    52     1    11
  2.0355148093573440E+01 a       777     0    52     1    12
  3.2528699018420205E+01 a       778     0    52     1    13
 -2.1007808401469941E+00 a       779     0    52     1    14
 -2.4403268283471524E+00 a       780     0    52     1    15
 -7.9629620167473636E+00 a       781     0    53     1     1
 -3.9263849568211198E+00 a       782     0    53     1     2
 -1.2669126048943822E+01 a       783     0    53     1     3
 -1.1804612592860880E-01 a       784     0    53     1     4
 -2.3633723520907377E+01 a       785     0    53     1     5
  9.1739578528545707E+00 a       786     0    53     1     6
  7.0082689666860720E-01 a       787     0    53     1     7
 -1.4233170267505661E+00 a       788     0    53     1     8
  2.0305249508582310E+01 a       789     0    53     1     9
 -2.2526638232637508E-01 a       790     0    53     1    10
  3.2025351876562667E+01 a       791     0    53     1    11
  3.4387114428494749E+00 a       792     0    53     1    12
  1.6860093627786402E+01 a       793     0    53     1    13
  4.3768718265624829E-01 a       794     0    53     1    14
 -2.3486815000095362E-01 a       795     0    53     1    15
 -9.2088510785400448E+00 a       796     0    54     1     1
  7.9485113190575483E+00 a       797     0    54     1     2
 -1.2904155728922209E+01 a       798     0    54     1     3
 -1.0561298838110176E+01 a       799     0    54     1     4
 -1.8226705520201243E+01 a       800     0    54     1     5
 -5.3943685578990888E+00 a       801     0    54     1     6
  3.1708253916264804E+00 a       802     0    54     1     7
 -6.8173207275797543E-01 a       803     0    54     1     8
  1.0324743626647573E+01 a       804     0    54     1     9
 -2.2269931360817612E+00 a       805     0    54     1    10
  2.5831734319741265E+01 a       806     0    54     1    11
  5.8304917355526431E+00 a       807     0    54     1    12
  1.8789687900091167E+01 a       808     0    54     1    13
  3.3180633668660127E+00 a       809     0    54     1    14
  1.2704367558614738E+01 a       810     0    54     1    15
 -1.1768652084426014E+01 a       811     0    55     1     1
 -2.2749435929817325E+00 a       812     0    55     1     2
 -1.5130187421359562E+01 a       813     0    55     1     3
  2.6824743096235637E+00 a       814     0    55     1     4
  3.3641015682810158E+00 a       815     0    55     1     5
  4.5581627648980874E+00 a       816     0    55     1     6
  6.8820566494647588E+00 a       817     0    55     1     7
  1.1469284110376190E+01 a       818     0    55     1     8
  3.8051705918453775E+00 a       819     0    55     1     9
  1.5678224124876867E+00 a       820     0    55     1    10
  1.6580449291963657E+01 a       821     0    55     1    11
  8.0196682062957230E+00 a       822     0    55     1    12
  4.5975614105096740E+00 a       823     0    55     1    13
 -4.3638285039307316E+00 a       824     0    55     1    14
 -5.9199474919985864E+00 a       825     0    55     1    15
  3.8289405190603039E+00 a       826     0    56     1     1
  7.7386058515830420E+00 a       827     0    56     1     2
 -8.1778281892585767E+00 a       828     0    56     1     3
  2.1482275931088597E+00 a       829     0    56     1     4
 -8.6874174941184474E+00 a       830     0    56     1     5
  3.5179208607485322E+00 a       831     0    56     1     6
 -1.0835567312085722E+01 a       832     0    56     1     7
 -2.1455407668284558E+01 a       833     0    56     1     8
  1.1150189848327082E+01 a       834     0    56     1     9
 -3.7332930636183712E+00 a       835     0    56     1    10
  1.4673140383915651E+01 a       836     0    56     1    11
  1.9062607075475341E+01 a       837     0    56     1    12
  7.1916038403979474E+00 a       838     0    56     1    13
  7.1089533773998301E+00 a       839     0    56     1    14
 -1.8852142804801694E+01 a       840     0    56     1    15
 -8.2139365951130439E-01 a       841     0    57     1     1
  3.7781377448128222E+00 a       842     0    57     1     2
 -1.9923530293743749E+01 a       843     0    57     1     3
  2.8985980143094885E+00 a       844     0    57     1     4
  1.3040883948529984E+01 a       845     0    57     1     5
  2.5107077265569697E+00 a       846     0    57     1     6
 -4.0387528650141133E+00 a       847     0    57     1     7
 -8.9820203413155220E+00 a       848     0    57     1     8
  6.4077770032243786E-01 a       849     0    57     1     9
 -4.5595436245448182E+00 a       850     0    57     1    10
 -5.0979591246954303E-01 a       851     0    57     1    11
  8.0061674118190371E+00 a       852     0    57     1    12
 -6.1874864252412323E+00 a       853     0    57     1    13
  7.6019273953186506E+00 a       854     0    57     1    14
 -1.4811104382107947E+01 a       855     0    57     1    15
 -1.6756427078733068E+01 a       856     0    58     1     1
  4.7783636890841441E+00 a       857     0    58     1     2
  2.4882065986035048E+01 a       858     0    58     1     3
  1.6548602339820860E+01 a       859     0    58     1     4
  1.2221139644879390E+01 a       860     0    58     1     5
  1.0706389871033695E+01 a       861     0    58     1     6
  1.1666971796487349E+01 a       862     0    58     1     7
  3.5476222905355761E+00 a       863     0    58     1     8
 -2.6175462096516842E+01 a       864     0    58     1     9
  8.6986867684075797E+00 a       865     0    58     1    10
 -4.4950182277243734E+01 a       866     0    58     1    11
 -1.6634646090334644E+00 a       867     0    58     1    12
  1.2373314939019009E+01 a       868     0    58     1    13
 -5.4951432581778512E+00 a       869     0    58     1    14
  2.0588787848306627E+01 a       870     0    58     1    15
  5.7500667357822239E+00 a       871     0    59     1     1
 -1.7136844260293751E+00 a       872     0    59     1     2
  1.7125145830496489E+01 a       873     0    59     1     3
 -5.5941936956791762E+00 a       874     0    59     1     4
  5.0510513678489346E+00 a       875     0    59     1     5
 -2.7082112321276872E+00 a       876     0    59     1     6
 -2.0333418173596405E+00 a       877     0    59     1     7
 -1.7373647812835629E+00 a       878     0    59     1     8
  5.3474726761930969E+00 a       879     0    59     1     9
  3.2748746819393850E+00 a       880     0    59     1    10
 -7.4135590736690462E+00 a       881     0    59     1    11
 -1.0890667773815592E+00 a       882     0    59     1    12
 -3.1802201307005080E+00 a       883     0    59     1    13
  3.8343452432782734E+00 a       884     0    59     1    14
  1.8155098597847740E+01 a       885     0    59     1    15
 -5.1715042472878778E+00 a       886     0    60     1     1
 -1.0324870069789764E+01 a       887     0    60     1     2
  8.0092949227382313E+00 a       888     0    60     1     3
 -1.1975462546611396E+01 a       889     0    60     1     4
 -7.6239699491085178E+00 a       890     0    60     1     5
 -5.8159516344818485E+00 a       891     0    60     1     6
  1.3286394305107745E+01 a       892     0    60     1     7
  1.9865812792775839E-01 a       893     0    60     1     8
  3.4344442388496044E-01 a       894     0    60     1     9
  6.7699391918166771E+00 a       895     0    60     1    10
  8.7887818644721563E+00 a       896     0    60     1    11
  7.9111802072197490E-01 a       897     0    60     1    12
 -1.6331473064599855E+01 a       898     0    60     1    13
 -4.2444781400851337E+00 a       899     0    60     1    14
  2.4759648879706020E+01 a       900     0    60     1    15
  2.1522410842979012E+00 a       901     0    61     1     1
 -9.6427832566883396E+00 a       902     0    61     1     2
  1.3703100196528476E+01 a       903     0    61     1     3
  2.3950821757789060E+00 a       904     0    61     1     4
 -2.4619990805926019E+01 a       905     0    61     1     5
 -2.6413211868245938E+01 a       906     0    61     1     6
 -1.0366148873558368E+01 a       907     0    61     1     7
  1.5996910176363372E+01 a       908     0    61     1     8
  8.6628492569466395E+00 a       909     0    61     1     9
  1.4317541685745105E+00 a       910     0    61     1    10
 -2.6825893874392976E+00 a       911     0    61     1    11
  2.2041155334319091E+00 a       912     0    61     1    12
  1.4876413426318065E+01 a       913     0    61     1    13
  1.4788565341286683E+01 a       914     0    61     1    14
  2.6389506535003861E+01 a       915     0    61     1    15
  2.3469985242602956E+01 a       916     0    62     1     1
 -2.8135614290158020E+00 a       917     0    62     1     2
  1.2121200400740220E+01 a       918     0    62     1     3
 -1.0510603693166685E+01 a       919     0    62     1     4
 -8.7682165106060932E+00 a       920     0    62     1     5
 -5.2608728565028011E+00 a       921     0    62     1     6
 -1.4376669528359658E+00 a       922     0    62     1     7
 -2.9636341733156604E+00 a       923     0    62     1     8
  1.1945806820024524E+01 a       924     0    62     1     9
  5.6891461185804619E+00 a       925     0    62     1    10
 -1.8676016098848674E+01 a       926     0    62     1    11
  9.4951308752479004E+00 a       927     0    62     1    12
  2.1218193951992044E+00 a       928     0    62     1    13
  1.6695530934641450E+01 a       929     0    62     1    14
 -2.4322037310568685E+01 a       930     0    62     1    15
 -5.9475750968630807E+00 a       931     0    63     1     1
 -1.0604927227244930E+01 a       932     0    63     1     2
 -7.1689813879869027E+00 a       933     0    63     1     3
  1.8443759256902530E+00 a       934     0    63     1     4
 -4.8734743517318690E-01 a       935     0    63     1     5
  9.6198736723910958E+00 a       936     0    63     1     6
  2.2641393309532125E+00 a       937     0    63     1     7
  2.1113911857087658E+01 a       938     0    63     1     8
  7.1858988298891262E+00 a       939     0    63     1     9
  2.2927628561853171E+00 a       940     0    63     1    10
 -5.7412020498488952E+00 a       941     0    63     1    11
  7.3506202112993231E+00 a       942     0    63     1    12
 -9.6517189295727448E+00 a       943     0    63     1    13
  8.2493589740775928E+00 a       944     0    63     1    14
  1.9564009543394707E+00 a       945     0    63     1    15
  1.9658598460870030E-01 a       946     0    64     1     1
 -3.2906911500462224E+00 a       947     0    64     1     2
 -2.3197335213712897E+01 a       948     0    64     1     3
 -7.4353058742050768E+00 a       949     0    64     1     4
  4.2473823696886512E+01 a       950     0    64     1     5
 -2.3409141698358704E+00 a       951     0    64     1     6
  3.2007070403711095E+00 a       952     0    64     1     7
 -1.9714747076449694E+01 a       953     0    64     1     8
 -8.2516722630514980E+00 a       954     0    64     1     9
  4.8070993350551863E+00 a       955     0    64     1    10
  1.5899730055957484E+01 a       956     0    64     1    11
 -2.5198629519049569E+00 a       957     0    64     1    12
 -2.4889312963711072E+00 a       958     0    64     1    13
  5.1997436742499670E-01 a       959     0    64     1    14
 -2.5231685964396964E+00 a       960     0    64     1    15
 -3.3352744072147003E+00 a       961     0    65     1     1
  1.5056786914681424E+00 a       962     0    65     1     2
 -2.9143107200395985E+01 a       963     0    65     1     3
 -1.9292961857992714E+00 a       964     0    65     1     4
  4.6972082690003177E+01 a       965     0    65     1     5
 -7.1385301805851764E-01 a       966     0    65     1     6
 -6.7490350177237945E-01 a       967     0    65     1     7
 -5.1446099695333389E+00 a       968     0    65     1     8
 -1.1752368055768921E+01 a       969     0    65     1     9
  3.1863334319234333E+00 a       970     0    65     1    10
  1.5515409955043664E+01 a       971     0    65     1    11
  1.3813207402781731E+00 a       972     0    65     1    12
  2.7152163696910172E+00 a       973     0    65     1    13
 -9.3583770771056063E-01 a       974     0    65     1    14
 -2.4742623608120664E+00 a       975     0    65     1    15
 -7.7034363697872763E+00 a       976     0    66     1     1
  4.0341588155895350E-02 a       977     0    66     1     2
 -2.8053874036357289E+01 a       978     0    66     1     3
 -1.5475762925519133E+01 a       979     0    66     1     4
  3.2832938616424073E+01 a       980     0    66     1     5
 -3.9948601281613905E-01 a       981     0    66     1     6
  1.2330394123811739E+00 a       982     0    66     1     7
 -3.4270726851717987E+00 a       983     0    66     1     8
  9.1391265244262989E+00 a       984     0    66     1     9
 -5.9433854777580306E+00 a       985     0    66     1    10
  2.2220781687904893E+01 a       986     0    66     1    11
  1.4063764211335011E+01 a       987     0    66     1    12
  9.6550404752087147E+00 a       988     0    66     1    13
  6.9656746093332877E+00 a       989     0    66     1    14
 -1.0359987125061319E-01 a       990     0    66     1    15
 -3.0135076120349180E+00 a       991     0    67     1     1
 -2.6000226242295907E+00 a       992     0    67     1     2
 -1.7150775809963026E+01 a       993     0    67     1     3
 -7.5063780350866445E+00 a       994     0    67     1     4
  2.2968917271449534E+01 a       995     0    67     1     5
 -3.1178127523085233E+00 a       996     0    67     1     6
  1.3550350528870720E+00 a       997     0    67     1     7
  9.9444234220072703E-01 a       998     0    67     1     8
 -1.7727709367657998E+00 a       999     0    67     1     9
  3.5285506300010292E+00 a      1000     0    67     1    10
  2.0900250189664337E+01 a      1001     0    67     1    11
  5.2696985918388837E+00 a      1002     0    67     1    12
  5.5552965492998050E+00 a      1003     0    67     1    13
  1.6991347912132202E+00 a      1004     0    67     1    14
 -3.1558961897455338E+00 a      1005     0    67     1    15
 -8.8155327747631418E+00 a      1006     0    68     1     1
  6.3206853891692791E+00 a      1007     0    68     1     2
 -2.4734599153001341E+01 a      1008     0    68     1     3
 -8.3909688122355561E+00 a      1009     0    68     1     4
  8.0369768343249710E+00 a      1010     0    68     1     5
 -9.7571376311887514E-01 a      1011     0    68     1     6
 -3.3688660906325456E+00 a      1012     0    68     1     7
  2.4803495881846058E+00 a      1013     0    68     1     8
