################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -6.4465433894727315E+00 a        42     0     3     1    12
 -7.5129381141677340E+00 a        43     0     3     1    13
  1.8997036473673696E+00 a        44     0     3     1    14
  4.7686871204060077E+00 a        45     0     3     1    15
 -4.0631822854653310E-01 a        46     0     4     1     1
  3.4218846163736725E+00 a        47     0     4     1     2
  1.7560737330891911E+00 a        48     0     4     1     3
 -3.3341566636531730E+00 a        49     0     4     1     4
  4.5688034238483093E+00 a        50     0     4     1     5
  1.4618177593901216E+00 a        51     0     4     1     6
  4.8027766102593128E-01 a        52     0     4     1     7
  3.4534823674952739E+00 a        53     0     4     1     8
 -4.1792299669581405E+00 a        54     0     4     1     9
  1.4147979802964394E+00 a        55     0     4     1    10
 -2.2503918318753033E+00 a        56     0     4     1    11
 -4.0213567882921675E+00 a        57     0     4     1    12
 -1.1010326820134266E+00 a        58     0     4     1    13
 -2.8549667213942020E-01 a        59     0     4     1    14
 -2.3905706129828516E-01 a        60     0     4     1    15
  1.7527573394744811E+00 a        61     0     5     1     1
  7.2755730351517629E+00 a        62     0     5     1     2
  2.9332213581244591E+00 a        63     0     5     1     3
  2.0222545532782612E+00 a        64     0     5     1     4
  2.1761981352939901E+00 a        65     0     5     1     5
  4.7322419727002352E+00 a        66     0     5     1     6
 -3.9414800570866043E-01 a        67     0     5     1     7
  3.2222978094101711E+00 a        68     0     5     1     8
 -4.9437736164362994E-01 a        69     0     5     1     9
  6.8874679633572651E+00 a        70     0     5     1    10
 -3.4482499932494317E+00 a        71     0     5     1    11
 -1.3048274217128715E+00 a        72     0     5     1    12
  2.7504672431622548E+00 a        73     0     5     1    13
 -9.0492686775251130E-02 a        74     0     5     1    14
  3.3494428224607682E+00 a        75     0     5     1    15
 -4.6991061396741966E-02 a        76     0     6     1     1
  6.2126513628735296E+00 a        77     0     6     1     2
  3.6176084904596615E+00 a        78     0     6     1     3
 -2.2399628158853413E+00 a        79     0     6     1     4
  8.6225591373944777E-01 a        80     0     6     1     5
  3.7558339199209358E+00 a        81     0     6     1     6
  1.4991704357245357E+00 a        82     0     6     1     7
 -1.8335599559688698E+00 a        83     0     6     1     8
 -4.2042347136129848E-01 a        84     0     6     1     9
  2.0345070678847708E+00 a        85     0     6     1    10
 -7.5122036563423056E-01 a        86     0     6     1    11
 -3.1295102296987118E+00 a        87     0     6     1    12
  1.6584386667651734E+00 a        88     0     6     1    13
 -1.0708994000576795E+00 a        89     0     6     1    14
  7.6242922936203683E-01 a        90     0     6     1    15
 -6.5737187343004484E+00 a        91     0     7     1     1
  8.1853773836238606E+00 a        92     0     7     1     2
 -4.5789567830874631E+00 a        93     0     7     1     3
  6.3545509276291483E+00 a        94     0     7     1     4
 -4.8813942682897595E+00 a        95     0     7     1     5
 -2.8562029541156866E+00 a        96     0     7     1     6
  7.0823668785887950E+00 a        97     0     7     1     7
 -3.4167872453949597E+00 a        98     0     7     1     8
  6.7685940907189135E+00 a        99     0     7     1     9
 -3.7190880998737237E+00 a       100     0     7     1    10
  3.2462636670570770E+00 a       101     0     7     1    11
 -5.7258083715855115E+00 a       102     0     7     1    12
 -7.3889504884017096E+00 a       103     0     7     1    13
  9.6315340925509432E+00 a       104     0     7     1    14
  7.0993718487869106E+00 a       105     0     7     1    15
  4.3490311658570446E+00 a       106     0     8     1     1
  1.4416813639193292E+01 a       107     0     8     1     2
 -1.4809160100123298E+01 a       108     0     8     1     3
  6.3974181076366747E+00 a       109     0     8     1     4
 -8.4859472705372063E+00 a       110     0     8     1     5
  1.8007345528061773E+00 a       111     0     8     1     6
 -7.8276540733569879E+00 a       112     0     8     1     7
 -3.2114888010132043E+00 a       113     0     8     1     8
  4.3030466311475752E+00 a       114     0     8     1     9
 -2.3907034276017467E+00 a       115     0     8     1    10
 -9.1089881767034822E+00 a       116     0     8     1    11
 -5.3913792803629657E-01 a       117     0     8     1    12
  7.9974557147619239E+00 a       118     0     8     1    13
  8.4585259329053777E+00 a       119     0     8     1    14
 -1.1217103865499222E+01 a       120     0     8     1    15
 -1.3209237745244901E-01 a       121     0     9     1     1
  1.0833899446909328E+01 a       122     0     9     1     2
 -1.1063045980837570E+01 a       123     0     9     1     3
  3.8119580661945438E+00 a       124     0     9     1     4
 -1.5771162368962347E+01 a       125     0     9     1     5
  1.6396567631043681E+00 a       126     0     9     1     6
 -6.8319446186027681E+00 a       127     0     9     1     7
 -8.2033343582143836E-01 a       128     0     9     1     8
  5.5812351431774303E+00 a       129     0     9     1     9
 -1.1474325707908642E+01 a       130     0     9     1    10
 -6.9663971543808003E+00 a       131     0     9     1    11
  6.2291095876337954E-01 a       132     0     9     1    12
  7.2462990101746962E+00 a       133     0     9     1    13
 -1.6628392001427663E+00 a       134     0     9     1    14
 -3.0128191970079157E+00 a       135     0     9     1    15
 -8.3996982716807356E+00 a       136     0    10     1     1
  4.3634377142885743E+00 a       137     0    10     1     2
 -7.0721705046501144E+00 a       138     0    10     1     3
  1.1939500725167205E+01 a       139     0    10     1     4
 -1.2070495266161917E+01 a       140     0    10     1     5
 -6.7270967577661658E+00 a       141     0    10     1     6
  7.9408971985246843E+00 a       142     0    10     1     7
 -8.9187274046146978E+00 a       143     0    10     1     8
  1.3279817151319874E+01 a       144     0    10     1     9
 -9.2177771553208458E+00 a       145     0    10     1    10
  8.6316347175597912E+00 a       146     0    10     1    11
 -3.5999436228476940E+00 a       147     0    10     1    12
 -8.3743057413983948E+00 a       148     0    10     1    13
  1.3285261560155735E+01 a       149     0    10     1    14
  8.4842696402746878E+00 a       150     0    10     1    15
  3.6730793791192422E+00 a       151     0    11     1     1
  3.9724121381147826E+00 a       152     0    11     1     2
 -1.9179314605856717E+01 a       153     0    11     1     3
  8.0740259639112626E+00 a       154     0    11     1     4
 -1.4301418551547552E+01 a       155     0    11     1     5
 -3.8584090888922646E+00 a       156     0    11     1     6
 -8.5322696465927574E+00 a       157     0    11     1     7
 -8.9438459647864814E+00 a       158     0    11     1     8
  5.0424927247652898E+00 a       159     0    11     1     9
 -1.6867201413642285E+01 a       160     0    11     1    10
 -4.6308103991533507E+00 a       161     0    11     1    11
  1.4605753714010510E+00 a       162     0    11     1    12
  4.4887001870173373E+00 a       163     0    11     1    13
  1.1913163320959935E+01 a       164     0    11     1    14
 -1.9008845138233067E+01 a       165     0    11     1    15
 -1.6743495683575416E-01 a       166     0    12     1     1
  1.4252481235747767E+00 a       167     0    12     1     2
 -1.7034958593638191E+01 a       168     0    12     1     3
  7.9947556843822341E+00 a       169     0    12     1     4
 -2.0915398609434437E+01 a       170     0    12     1     5
 -3.0173701664686576E+00 a       171     0    12     1     6
 -1.1078039950596022E+01 a       172     0    12     1     7
  6.5254766749715609E-01 a       173     0    12     1     8
  6.8804110170650929E+00 a       174     0    12     1     9
 -2.0197258787087105E+01 a       175     0    12     1    10
 -5.3219498365811466E+00 a       176     0    12     1    11
  4.2468904075624447E+00 a       177     0    12     1    12
  5.7773984898329758E+00 a       178     0    12     1    13
  3.4581484501082538E-01 a       179     0    12     1    14
 -4.9816171281410080E+00 a       180     0    12     1    15
 -1.2291325529201709E+00 a       181     0    13     1     1
 -1.0107135154292928E+01 a       182     0    13     1     2
 -3.1237849219402425E+00 a       183     0    13     1     3
  6.4232748048442865E+00 a       184     0    13     1     4
 -9.8256602733474327E+00 a       185     0    13     1     5
 -6.9779208100693388E+00 a       186     0    13     1     6
 -1.8368704317136089E+00 a       187     0    13     1     7
 -8.3543604114509140E+00 a       188     0    13     1     8
  1.0837330727607950E+01 a       189     0    13     1     9
 -7.6618482427162986E+00 a       190     0    13     1    10
  8.9805276327762620E+00 a       191     0    13     1    11
  5.3102302862112074E+00 a       192     0    13     1    12
  2.1701990403180798E+00 a       193     0    13     1    13
  1.9488094722952491E+00 a       194     0    13     1    14
 -5.9153348603848666E-01 a       195     0    13     1    15
 -5.9084375002594944E+00 a       196     0    14     1     1
 -1.6618351964291460E+01 a       197     0    14     1     2
 -6.1773017049333223E+00 a       198     0    14     1     3
 -3.9650740808968898E-01 a       199     0    14     1     4
 -7.6129337416268337E+00 a       200     0    14     1     5
 -9.6768110882717995E+00 a       201     0    14     1     6
  3.2190954393698625E+00 a       202     0    14     1     7
 -8.5142243663501969E+00 a       203     0    14     1     8
  3.3258470068498069E+00 a       204     0    14     1     9
 -1.8409078336637062E+01 a       205     0    14     1    10
  7.4196579163794905E+00 a       206     0    14     1    11
  5.1131199590234928E+00 a       207     0    14     1    12
 -5.9999456720911910E+00 a       208     0    14     1    13
 -8.8514118895654603E-01 a       209     0    14     1    14
 -7.4700633988174836E+00 a       210     0    14     1    15
 -1.5092549849519312E+00 a       211     0    15     1     1
 -1.6847043350487816E+01 a       212     0    15     1     2
 -8.9206787951050988E+00 a       213     0    15     1     3
  6.3981904460662644E+00 a       214     0    15     1     4
 -3.7549536657866844E+00 a       215     0    15     1     5
 -8.8146214295955101E+00 a       216     0    15     1     6
 -2.9872387310415633E+00 a       217     0    15     1     7
  2.1736346758758476E+00 a       218     0    15     1     8
  1.7743617666968690E+00 a       219     0    15     1     9
 -6.7153332378698902E+00 a       220     0    15     1    10
  2.4124841555465584E+00 a       221     0    15     1    11
  6.6154706351480685E+00 a       222     0    15     1    12
 -4.3783291232777248E+00 a       223     0    15     1    13
  1.7611583870001246E+00 a       224     0    15     1    14
 -1.2287269581459674E+00 a       225     0    15     1    15
  1.2682189270954444E+01 a       226     0    16     1     1
 -1.0689368326080892E+01 a       227     0    16     1     2
 -1.8155372639544176E+00 a       228     0    16     1     3
 -1.2928581890376826E+01 a       229     0    16     1     4
  6.3405785499066907E+00 a       230     0    16     1     5
  3.4257067505115679E+00 a       231     0    16     1     6
 -1.3637754219866116E+01 a       232     0    16     1     7
  3.0561479660469626E+00 a       233     0    16     1     8
  2.3028067329080253E+00 a       234     0    16     1     9
  2.2769743319178282E+01 a       235     0    16     1    10
 -1.1682075760622322E+01 a       236     0    16     1    11
  1.7241113656000575E+01 a       237     0    16     1    12
  2.4951314345729244E+01 a       238     0    16     1    13
 -2.6398534120024472E+01 a       239     0    16     1    14
 -1.3897359472715365E+01 a       240     0    16     1    15
 -1.9012721797011825E+01 a       241     0    17     1     1
 -9.1293892812814761E+00 a       242     0    17     1     2
  9.7883594627471737E+00 a       243     0    17     1     3
 -2.5502486620798265E+01 a       244     0    17     1     4
  2.0032359393194817E+01 a       245     0    17     1     5
 -1.1795396253704036E+00 a       246     0    17     1     6
  1.7203977020556685E+01 a       247     0    17     1     7
  7.7341510239111653E+00 a       248     0    17     1     8
  4.4673690653929778E+00 a       249     0    17     1     9
  2.8097074765764688E+01 a       250     0    17     1    10
  1.0645920222991508E+01 a       251     0    17     1    11
  7.6607808286760930E+00 a       252     0    17     1    12
 -2.8414858157804215E+00 a       253     0    17     1    13
 -2.7900349505958498E+01 a       254     0    17     1    14
  2.9286386331482447E+01 a       255     0    17     1    15
 -5.8915260238540146E+00 a       256     0    18     1     1
 -5.5794599193534227E+00 a       257     0    18     1     2
  6.5854827785745522E+00 a       258     0    18     1     3
 -5.2822231005311879E+00 a       259     0    18     1     4
  2.9843186097666386E+01 a       260     0    18     1     5
 -7.1766860415275238E+00 a       261     0    18     1     6
  1.9356076495846210E+01 a       262     0    18     1     7
  3.1463838448679273E+00 a       263     0    18     1     8
 -2.8049155823805578E+00 a       264     0    18     1     9
  4.2475782782487890E+01 a       265     0    18     1    10
  3.4208506289369339E-01 a       266     0    18     1    11
  5.0377203949526859E+00 a       267     0    18     1    12
 -9.3359661405090719E+00 a       268     0    18     1    13
 -7.0178844472100135E+00 a       269     0    18     1    14
  1.0206643724417086E+01 a       270     0    18     1    15
 -6.2248379286381388E+00 a       271     0    19     1     1
  7.8379850570895906E+00 a       272     0    19     1     2
  6.6730172520241959E+00 a       273     0    19     1     3
  4.1460168246699558E+00 a       274     0    19     1     4
  1.7459400568083989E+00 a       275     0    19     1     5
  1.6080180351593683E+01 a       276     0    19     1     6
  1.9795435394773921E+01 a       277     0    19     1     7
  5.6033819046775930E+00 a       278     0    19     1     8
 -1.5556537009595186E+01 a       279     0    19     1     9
 -7.0908861888588417E+00 a       280     0    19     1    10
 -3.7492395352549757E+00 a       281     0    19     1    11
 -1.0667296470908415E+01 a       282     0    19     1    12
 -2.3669543046060856E+01 a       283     0    19     1    13
  2.4098715908860413E+01 a       284     0    19     1    14
  1.0421921392150320E+01 a       285     0    19     1    15
  2.1055463483121510E+01 a       286     0    20     1     1
  1.6648936685309948E+01 a       287     0    20     1     2
 -6.7903834829788279E-01 a       288     0    20     1     3
  1.1803559594067867E+01 a       289     0    20     1     4
 -5.9728616685528930E+00 a       290     0    20     1     5
  7.7617101589974853E+00 a       291     0    20     1     6
 -9.9271564139565349E+00 a       292     0    20     1     7
  2.0148432951992498E-01 a       293     0    20     1     8
 -1.0294900253385556E+01 a       294     0    20     1     9
 -2.0841119287833720E+00 a       295     0    20     1    10
 -9.8150929426644833E+00 a       296     0    20     1    11
 -1.5804667273541634E+01 a       297     0    20     1    12
 -5.8230860117528233E-02 a       298     0    20     1    13
  3.1947480629318434E+01 a       299     0    20     1    14
 -2.0955768009829008E+01 a       300     0    20     1    15
  7.7202843861647086E+00 a       301     0    21     1     1
  1.7504082665767505E+01 a       302     0    21     1     2
  8.1355017934943881E+00 a       303     0    21     1     3
 -7.6800817028768638E+00 a       304     0    21     1     4
 -1.5546537571349251E+01 a       305     0    21     1     5
  1.3965069238331296E+01 a       306     0    21     1     6
 -8.4529122369786869E+00 a       307     0    21     1     7
 -2.8634191802009368E+00 a       308     0    21     1     8
  2.5054653492591989E+00 a       309     0    21     1     9
 -2.4920194053753697E+01 a       310     0    21     1    10
  9.1735439086809478E+00 a       311     0    21     1    11
 -5.8410420086743207E+00 a       312     0    21     1    12
  1.4364905218672032E+01 a       313     0    21     1    13
  1.4327375429436708E+01 a       314     0    21     1    14
 -1.1601904731307290E+01 a       315     0    21     1    15
  1.3701710893961454E+01 a       316     0    22     1     1
 -1.0934770654801433E+00 a       317     0    22     1     2
 -3.0118937314852521E+00 a       318     0    22     1     3
 -8.1928171515702246E+00 a       319     0    22     1     4
  8.8103784356827770E+00 a       320     0    22     1     5
 -7.3999035564973434E+00 a       321     0    22     1     6
 -1.6818821875656013E+01 a       322     0    22     1     7
  1.1994398949763752E-01 a       323     0    22     1     8
  6.1727640076281602E+00 a       324     0    22     1     9
 -4.7827365219721774E+00 a       325     0    22     1    10
  4.9700642172128706E+00 a       326     0    22     1    11
 -1.2574080794588338E+00 a       327     0    22     1    12
  7.3788815807807282E+00 a       328     0    22     1    13
 -3.0818460425459268E+01 a       329     0    22     1    14
 -1.4330355147827902E+01 a       330     0    22     1    15
  4.8453136892162787E+00 a       331     0    23     1     1
 -8.0604861435597996E+00 a       332     0    23     1     2
  1.1121215952301393E+01 a       333     0    23     1     3
 -3.0631418178286953E+00 a       334     0    23     1     4
  8.9075788230689792E+00 a       335     0    23     1     5
 -5.1959202340724788E+00 a       336     0    23     1     6
 -8.9650227766925212E+00 a       337     0    23     1     7
  1.6300498166373865E+00 a       338     0    23     1     8
  5.3276191608306043E+00 a       339     0    23     1     9
 -1.0199968543596869E+01 a       340     0    23     1    10
 -2.2749211411041350E+00 a       341     0    23     1    11
  1.1991196684288470E+01 a       342     0    23     1    12
  8.6832451602891929E+00 a       343     0    23     1    13
 -3.1047669530344212E+01 a       344     0    23     1    14
  2.4701382441532665E+01 a       345     0    23     1    15
  5.0097478849343648E+00 a       346     0    24     1     1
 -9.7597971164415238E+00 a       347     0    24     1     2
  4.9087724662503329E-01 a       348     0    24     1     3
  6.5358132489153462E+00 a       349     0    24     1     4
  1.3386791358725452E+01 a       350     0    24     1     5
 -5.8947847007827630E+00 a       351     0    24     1     6
 -3.7595499914193402E+00 a       352     0    24     1     7
  4.9216989324203055E+00 a       353     0    24     1     8
 -4.7577633537248403E+00 a       354     0    24     1     9
  3.7983566089703045E+00 a       355     0    24     1    10
 -1.3562007555244021E+01 a       356     0    24     1    11
 -1.5261111699828007E+00 a       357     0    24     1    12
 -1.1351725228781513E+01 a       358     0    24     1    13
 -1.9350936958780377E+01 a       359     0    24     1    14
  1.4143795106286600E+01 a       360     0    24     1    15
  1.0526842371996898E+01 a       361     0    25     1     1
  1.3627910719328675E+01 a       362     0    25     1     2
  4.7708046641520623E+00 a       363     0    25     1     3
 -1.2884022048166869E+01 a       364     0    25     1     4
  1.1522419903125103E+01 a       365     0    25     1     5
 -2.1287360593345963E+00 a       366     0    25     1     6
  4.3837124673653760E-01 a       367     0    25     1     7
  2.8914745276153578E+01 a       368     0    25     1     8
 -1.6132657884313286E+01 a       369     0    25     1     9
 -2.6911657811310786E+01 a       370     0    25     1    10
  2.4215551934795293E+01 a       371     0    25     1    11
 -9.6225339576031192E+00 a       372     0    25     1    12
 -7.5317114832248464E+00 a       373     0    25     1    13
 -5.5918070658888567E+01 a       374     0    25     1    14
  2.5224681126389012E+00 a       375     0    25     1    15
  2.3640477718281289E+01 a       376     0    26     1     1
  1.1575296532295843E+01 a       377     0    26     1     2
  1.7278223960602808E+00 a       378     0    26     1     3
  3.7571213812024653E+00 a       379     0    26     1     4
  6.6493892199127824E+00 a       380     0    26     1     5
  1.2414958018933081E+01 a       381     0    26     1     6
 -5.8658014657596818E+00 a       382     0    26     1     7
 -7.3760118898955964E+00 a       383     0    26     1     8
  1.3588562735849893E+01 a       384     0    26     1     9
 -3.5491665223208116E+01 a       385     0    26     1    10
  2.4411467189422151E+01 a       386     0    26     1    11
 -5.4368778472393409E+00 a       387     0    26     1    12
  1.4058451893439695E+01 a       388     0    26     1    13
 -9.7612737127925300E+00 a       389     0    26     1    14
 -9.8713934385068178E+00 a       390     0    26     1    15
  8.5004753283564192E+00 a       391     0    27     1     1
  7.0304533287564857E+00 a       392     0    27     1     2
  2.0617729589639544E+00 a       393     0    27     1     3
  4.3551473759824395E+00 a       394     0    27     1     4
 -1.3198523089129901E+01 a       395     0    27     1     5
 -2.4651454613299890E+00 a       396     0    27     1     6
 -5.6438394546393267E-01 a       397     0    27     1     7
 -3.3695497206695681E+00 a       398     0    27     1     8
 -4.3159525300179959E+00 a       399     0    27     1     9
 -3.1001417183089192E+01 a       400     0    27     1    10
  3.2153158451810460E+00 a       401     0    27     1    11
  4.4399869503206446E-01 a       402     0    27     1    12
 -2.4672020227415667E+00 a       403     0    27     1    13
  6.2066494838249824E+00 a       404     0    27     1    14
 -7.2811368125116989E+00 a       405     0    27     1    15
  6.8311335064767604E+00 a       406     0    28     1     1
 -4.1339398752375864E+01 a       407     0    28     1     2
 -3.8134070401950897E+00 a       408     0    28     1     3
  1.5207404642831639E+01 a       409     0    28     1     4
  4.4956911205046090E+01 a       410     0    28     1     5
  1.3087335042369395E+01 a       411     0    28     1     6
 -2.0915035895834858E+01 a       412     0    28     1     7
  7.1047437256552781E-01 a       413     0    28     1     8
  2.0388643675091625E+01 a       414     0    28     1     9
  2.0213337879767742E+01 a       415     0    28     1    10
  2.7944349565695575E+01 a       416     0    28     1    11
  1.1367885236665261E+00 a       417     0    28     1    12
 -4.4182639380663709E+00 a       418     0    28     1    13
 -2.6556732679874752E+01 a       419     0    28     1    14
  4.9956279893331565E+00 a       420     0    28     1    15
 -5.9553646856847999E+00 a       421     0    29     1     1
 -3.2932563778483555E+01 a       422     0    29     1     2
 -9.3319593752235015E+00 a       423     0    29     1     3
  7.0296084530375325E-01 a       424     0    29     1     4
  4.4119286731723186E+01 a       425     0    29     1     5
  2.0541184823670026E+01 a       426     0    29     1     6
  1.0983815057902520E+01 a       427     0    29     1     7
  2.5664495283228144E+00 a       428     0    29     1     8
  3.0833298370402895E+00 a       429     0    29     1     9
  3.1281620422409013E+01 a       430     0    29     1    10
 -1.4056543648725857E+00 a       431     0    29     1    11
  2.2863457854758014E+01 a       432     0    29     1    12
  2.3231169496240284E+01 a       433     0    29     1    13
  8.4131695829947244E+00 a       434     0    29     1    14
  3.7131432907930446E+01 a       435     0    29     1    15
  2.5261729323060678E+00 a       436     0    30     1     1
 -1.6911576069533796E+00 a       437     0    30     1     2
 -6.6645884052382431E+00 a       438     0    30     1     3
  1.9917138206070630E+00 a       439     0    30     1     4
  1.5939151502418891E+01 a       440     0    30     1     5
  1.0725492158100277E+01 a       441     0    30     1     6
 -1.3861686723696222E+01 a       442     0    30     1     7
 -1.6257697627007361E+00 a       443     0    30     1     8
  3.5682523388295846E+00 a       444     0    30     1     9
 -4.1505150370826263E+00 a       445     0    30     1    10
  2.1642241717296169E+01 a       446     0    30     1    11
 -1.8531698833212984E+00 a       447     0    30     1    12
  2.5472745786489831E+01 a       448     0    30     1    13
  9.6996215669815076E+00 a       449     0    30     1    14
  3.0432117021674646E+01 a       450     0    30     1    15
 -4.1160015212283776E+00 a       451     0    31     1     1
 -1.3227467697611848E+01 a       452     0    31     1     2
  7.2387287171095824E+00 a       453     0    31     1     3
 -1.0003227635800274E+01 a       454     0    31     1     4
  1.4121966921508914E+01 a       455     0    31     1     5
  1.6774850069829228E+01 a       456     0    31     1     6
 -9.3051896283358690E+00 a       457     0    31     1     7
  9.5573040032562560E+00 a       458     0    31     1     8
 -1.0700971540966547E+01 a       459     0    31     1     9
  2.8020487440315460E+01 a       460     0    31     1    10
  1.5834339708269502E+01 a       461     0    31     1    11
  1.1251608512607246E+01 a       462     0    31     1    12
  8.4520166144697662E+00 a       463     0    31     1    13
  3.1846942384816408E+01 a       464     0    31     1    14
  2.6106748697582759E+01 a       465     0    31     1    15
 -2.5963602922559737E+01 a       466     0    32     1     1
 -1.8048685202202599E+01 a       467     0    32     1     2
  9.1462563117675089E+00 a       468     0    32     1     3
  3.6705549975536766E+00 a       469     0    32     1     4
  3.7170259613061623E+00 a       470     0    32     1     5
  1.6105718181810149E+00 a       471     0    32     1     6
 -1.6067971437889653E+01 a       472     0    32     1     7
 -3.4583556014368524E+00 a       473     0    32     1     8
  1.0142863579269763E+01 a       474     0    32     1     9
 -2.2131888197102141E+00 a       475     0    32     1    10
 -5.5710228600726506E+00 a       476     0    32     1    11
 -1.0950546055777664E+01 a       477     0    32     1    12
  2.1666719517735906E+00 a       478     0    32     1    13
  1.1017394464201882E+01 a       479     0    32     1    14
  2.2681351182455309E+01 a       480     0    32     1    15
 -1.5903150175860757E+01 a       481     0    33     1     1
 -1.6573018571355483E+01 a       482     0    33     1     2
  4.0832506845759236E+00 a       483     0    33     1     3
  4.5541484137478792E+00 a       484     0    33     1     4
  4.1925133314058325E+00 a       485     0    33     1     5
  1.0892480383934917E+00 a       486     0    33     1     6
 -4.4046917712830309E+00 a       487     0    33     1     7
 -1.3098277877008488E+01 a       488     0    33     1     8
  7.1076741402282657E+00 a       489     0    33     1     9
  1.6938758644074305E+01 a       490     0    33     1    10
 -6.0375688146965061E+00 a       491     0    33     1    11
 -1.5962805339034236E-01 a       492     0    33     1    12
 -4.0302516331120577E+00 a       493     0    33     1    13
  6.0508884901193243E+00 a       494     0    33     1    14
 -3.3762066016646837E+00 a       495     0    33     1    15
 -9.4974042153637832E+00 a       496     0    34     1     1
  2.5435635517995614E+01 a       497     0    34     1     2
 -1.6595892684695077E+00 a       498     0    34     1     3
  2.5289942237956510E+01 a       499     0    34     1     4
 -1.6243208932653019E+01 a       500     0    34     1     5
 -5.9032867134002549E+00 a       501     0    34     1     6
  1.6318532943981978E+01 a       502     0    34     1     7
 -1.9468452000620694E+01 a       503     0    34     1     8
 -3.0534709791479617E+00 a       504     0    34     1     9
 -1.4184317092551519E+01 a       505     0    34     1    10
  2.1638687228815336E+00 a       506     0    34     1    11
  9.7437954406265046E+00 a       507     0    34     1    12
  1.3869532159652618E+01 a       508     0    34     1    13
 -2.0066369121448818E-01 a       509     0    34     1    14
  2.3449492546708669E+01 a       510     0    34     1    15
 -1.6695145349577793E+01 a       511     0    35     1     1
  1.7365722458050723E+01 a       512     0    35     1     2
  1.4391424654407974E-02 a       513     0    35     1     3
 -8.2122113901293314E+00 a       514     0    35     1     4
 -5.1961598852869564E+00 a       515     0    35     1     5
  3.6548320620631873E+00 a       516     0    35     1     6
  1.2316759805601700E+01 a       517     0    35     1     7
 -1.4865165071711184E+01 a       518     0    35     1     8
  1.6743206911839135E+01 a       519     0    35     1     9
 -2.4102626961745358E+01 a       520     0    35     1    10
  3.1980460737253997E+00 a       521     0    35     1    11
 -2.0846494340220556E+01 a       522     0    35     1    12
 -1.3882808133333807E+01 a       523     0    35     1    13
  3.2867080860588560E+00 a       524     0    35     1    14
 -6.1504438879959560E+00 a       525     0    35     1    15
 -1.6854949129309670E+01 a       526     0    36     1     1
  1.6223687851724929E+01 a       527     0    36     1     2
 -1.2919717551059955E+01 a       528     0    36     1     3
 -1.1716027273264919E+01 a       529     0    36     1     4
 -8.7686713517373249E+00 a       530     0    36     1     5
