################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.8610814621071889E+00 a       531     0    36     1     6
 -8.7488531048171883E+00 a       532     0    36     1     7
 -1.9922579563606771E+01 a       533     0    36     1     8
  8.8874435710646900E+00 a       534     0    36     1     9
 -3.0639067234476148E+01 a       535     0    36     1    10
 -1.0917694412494794E+00 a       536     0    36     1    11
 -2.5688308035596055E+01 a       537     0    36     1    12
 -1.1504326764427859E+00 a       538     0    36     1    13
 -5.7489561150069637E+00 a       539     0    36     1    14
  6.3580278439856288E+00 a       540     0    36     1    15
  2.0407466419895393E+00 a       541     0    37     1     1
  2.5152366426272319E+01 a       542     0    37     1     2
 -3.2080406385369034E+00 a       543     0    37     1     3
 -4.6792673263472278E+00 a       544     0    37     1     4
  2.5773981147282452E+01 a       545     0    37     1     5
 -8.6522340665191209E+00 a       546     0    37     1     6
 -1.3543488034536205E+01 a       547     0    37     1     7
  6.0222383278095859E-01 a       548     0    37     1     8
  2.5290406476462440E+01 a       549     0    37     1     9
 -1.6305352411227830E+01 a       550     0    37     1    10
 -1.4110243254441381E+00 a       551     0    37     1    11
 -2.9310237321904008E+01 a       552     0    37     1    12
  1.6708659101638755E+01 a       553     0    37     1    13
 -1.1180621157794375E+00 a       554     0    37     1    14
 -1.6687667526450419E+01 a       555     0    37     1    15
  7.0111001772235761E+00 a       556     0    38     1     1
  7.0636339934652046E+00 a       557     0    38     1     2
 -8.2976487779574217E+00 a       558     0    38     1     3
 -3.9155002366956517E+00 a       559     0    38     1     4
  1.6105166594556053E+01 a       560     0    38     1     5
 -9.2580355451008653E+00 a       561     0    38     1     6
  3.1799094015975466E+00 a       562     0    38     1     7
  3.1250192621101882E+00 a       563     0    38     1     8
  1.1778506420283705E+01 a       564     0    38     1     9
 -2.0892637960516243E+01 a       565     0    38     1    10
 -1.0681108363085709E+01 a       566     0    38     1    11
 -5.1199817714787361E+00 a       567     0    38     1    12
  2.3530357396985099E+01 a       568     0    38     1    13
 -4.2322046778297162E+00 a       569     0    38     1    14
 -8.2506855281712674E+00 a       570     0    38     1    15
  8.6095075284947598E+00 a       571     0    39     1     1
  6.3914034867152960E+00 a       572     0    39     1     2
 -7.6038763726413556E+00 a       573     0    39     1     3
  1.0396160833102057E+01 a       574     0    39     1     4
 -5.7722454823437264E-01 a       575     0    39     1     5
  6.5928282077807134E+00 a       576     0    39     1     6
 -4.8705191356600713E-01 a       577     0    39     1     7
  4.3915025298951740E+00 a       578     0    39     1     8
  2.1730474055144495E+00 a       579     0    39     1     9
 -1.4897430489835394E+01 a       580     0    39     1    10
  2.5488777132987259E+00 a       581     0    39     1    11
  8.5968760280170287E+00 a       582     0    39     1    12
  6.7890299203328475E+00 a       583     0    39     1    13
  8.8098082216039275E-01 a       584     0    39     1    14
 -2.1443427327162912E+01 a       585     0    39     1    15
  3.0223503898439352E-01 a       586     0    40     1     1
 -1.0811229007442252E+01 a       587     0    40     1     2
 -7.1811862675944322E+00 a       588     0    40     1     3
  5.4469084793109470E+00 a       589     0    40     1     4
 -1.7126606417766300E+01 a       590     0    40     1     5
  1.5633123506589066E+00 a       591     0    40     1     6
 -1.0406443870466557E+00 a       592     0    40     1     7
 -5.6089515221692130E+00 a       593     0    40     1     8
  1.9248095437061956E+01 a       594     0    40     1     9
 -1.9755557588053822E+01 a       595     0    40     1    10
  6.6642658570878828E+00 a       596     0    40     1    11
 -8.0571407283768099E+00 a       597     0    40     1    12
 -3.4492375322971047E+00 a       598     0    40     1    13
  1.7936597805611740E+00 a       599     0    40     1    14
  1.5809950526907808E+00 a       600     0    40     1    15
 -1.2691380768963207E+01 a       601     0    41     1     1
 -3.0358133580127053E+01 a       602     0    41     1     2
  2.3949080679944612E+00 a       603     0    41     1     3
  1.2340658121804150E+01 a       604     0    41     1     4
 -1.7135779917148827E+01 a       605     0    41     1     5
 -2.6157505276318860E-01 a       606     0    41     1     6
 -8.5535154011792454E+00 a       607     0    41     1     7
 -3.0309250833336119E+00 a       608     0    41     1     8
  1.9131566181003731E+01 a       609     0    41     1     9
 -1.5615276061648387E+01 a       610     0    41     1    10
  1.7114119507195344E+01 a       611     0    41     1    11
  6.0278624661713538E+00 a       612     0    41     1    12
 -1.3636611687271829E+01 a       613     0    41     1    13
 -2.8244486172947347E+01 a       614     0    41     1    14
 -2.3391799113251203E+01 a       615     0    41     1    15
  1.9580057815564146E+01 a       616     0    42     1     1
 -7.3156971113710041E+00 a       617     0    42     1     2
 -1.2173828170195902E+01 a       618     0    42     1     3
  1.9790244010371134E+00 a       619     0    42     1     4
  1.7011208473313648E+01 a       620     0    42     1     5
  3.2158502960752373E+00 a       621     0    42     1     6
  3.7248051901137140E+00 a       622     0    42     1     7
 -9.7997925018549897E-02 a       623     0    42     1     8
  9.0871709105632501E+00 a       624     0    42     1     9
 -2.2016788264592265E+01 a       625     0    42     1    10
  9.1039553829286426E+00 a       626     0    42     1    11
  1.1143712543941398E+01 a       627     0    42     1    12
 -2.2254549397272502E+01 a       628     0    42     1    13
  3.0594115274669327E+00 a       629     0    42     1    14
  8.9446514168584590E-01 a       630     0    42     1    15
  1.1336533715527324E+01 a       631     0    43     1     1
  1.3739658499098519E+01 a       632     0    43     1     2
 -1.0545985201800923E+01 a       633     0    43     1     3
 -5.3552367970905399E+00 a       634     0    43     1     4
  3.2953293895112052E+00 a       635     0    43     1     5
  1.9114474858651288E+01 a       636     0    43     1     6
 -8.1688652931938588E+00 a       637     0    43     1     7
  1.4800336412578224E-01 a       638     0    43     1     8
  6.3966066883939963E+00 a       639     0    43     1     9
 -1.7945073708514819E+01 a       640     0    43     1    10
  8.7350919334273069E-01 a       641     0    43     1    11
 -1.8473348051963914E+01 a       642     0    43     1    12
  2.0337595250467601E+01 a       643     0    43     1    13
  1.7818971443454494E+01 a       644     0    43     1    14
 -2.3358486472534423E+00 a       645     0    43     1    15
  6.1471120330912479E+00 a       646     0    44     1     1
 -8.2490114992349035E+00 a       647     0    44     1     2
  3.3246563178682380E+00 a       648     0    44     1     3
 -4.2088408079392092E+00 a       649     0    44     1     4
  2.6353999299947347E+01 a       650     0    44     1     5
  1.1017453808805421E+01 a       651     0    44     1     6
 -1.9030654128701649E+01 a       652     0    44     1     7
  1.5934815103499302E+00 a       653     0    44     1     8
  1.9038368825159944E+00 a       654     0    44     1     9
 -7.2149600906085665E+00 a       655     0    44     1    10
  1.5434022382330609E+01 a       656     0    44     1    11
  9.7366573693217280E+00 a       657     0    44     1    12
  1.2641680927412462E+01 a       658     0    44     1    13
 -3.9946097409121077E+00 a       659     0    44     1    14
  4.1663934894942256E-01 a       660     0    44     1    15
  3.2581807155126365E+00 a       661     0    45     1     1
 -2.6771478363624254E+01 a       662     0    45     1     2
  5.1894615485042275E+00 a       663     0    45     1     3
  1.7124483123231276E+00 a       664     0    45     1     4
  1.2495617520070962E+01 a       665     0    45     1     5
  4.1336221669908761E+00 a       666     0    45     1     6
 -7.6912648923635833E+00 a       667     0    45     1     7
 -9.4787704515374138E-01 a       668     0    45     1     8
  7.2436022262182886E+00 a       669     0    45     1     9
  6.1147692305531076E-01 a       670     0    45     1    10
  1.4745234045466617E+01 a       671     0    45     1    11
 -6.6818589715517778E+00 a       672     0    45     1    12
 -2.9285440739885868E+00 a       673     0    45     1    13
  4.6156064321992236E+00 a       674     0    45     1    14
  1.3195944548145297E+01 a       675     0    45     1    15
 -2.5895151408223267E+01 a       676     0    46     1     1
 -4.2077108826235815E+01 a       677     0    46     1     2
  5.1800388288943493E+00 a       678     0    46     1     3
 -3.1926205516485919E+00 a       679     0    46     1     4
 -1.6365814683656314E+01 a       680     0    46     1     5
 -2.0354881617309850E+01 a       681     0    46     1     6
 -2.9050529698669727E+01 a       682     0    46     1     7
  4.5351945154436786E+00 a       683     0    46     1     8
  1.9991674417162815E+00 a       684     0    46     1     9
 -2.1158001448209955E+01 a       685     0    46     1    10
  1.9727270867115239E+00 a       686     0    46     1    11
  4.1939911092190144E+01 a       687     0    46     1    12
 -1.5201234298544570E+00 a       688     0    46     1    13
 -1.9414864873394500E+01 a       689     0    46     1    14
 -2.5190709402672191E+01 a       690     0    46     1    15
 -2.0032782914162475E+01 a       691     0    47     1     1
 -6.0551270856373596E-01 a       692     0    47     1     2
  6.6994155754059594E+00 a       693     0    47     1     3
 -7.0475486577206876E+00 a       694     0    47     1     4
 -1.5817390551438523E+01 a       695     0    47     1     5
  4.9162008516774662E+00 a       696     0    47     1     6
  3.1964588134074645E-01 a       697     0    47     1     7
  2.8786475920535970E-01 a       698     0    47     1     8
  7.1397584589551522E-01 a       699     0    47     1     9
 -9.6474697194747847E+00 a       700     0    47     1    10
  3.2580824684425835E+01 a       701     0    47     1    11
 -1.7499163287591035E+01 a       702     0    47     1    12
 -7.1153720125776374E+00 a       703     0    47     1    13
 -2.8355213301397157E+01 a       704     0    47     1    14
 -2.6170854996290490E+01 a       705     0    47     1    15
  1.2282592929837528E+00 a       706     0    48     1     1
 -1.1011982726048533E+01 a       707     0    48     1     2
 -1.2665101419453254E+01 a       708     0    48     1     3
 -1.7896845717033347E+01 a       709     0    48     1     4
 -8.0664432093091509E+00 a       710     0    48     1     5
  1.2974303037788280E+01 a       711     0    48     1     6
 -2.1706777711558130E+00 a       712     0    48     1     7
 -1.4923967073267907E+01 a       713     0    48     1     8
  1.9201778277910149E+00 a       714     0    48     1     9
 -1.8431836558499509E+01 a       715     0    48     1    10
  6.3311376283502510E+00 a       716     0    48     1    11
 -1.0229786853288712E+01 a       717     0    48     1    12
 -1.3347352147976109E+01 a       718     0    48     1    13
 -2.8424274647048633E+00 a       719     0    48     1    14
 -3.2252698775569918E+01 a       720     0    48     1    15
  8.6392881778944517E+00 a       721     0    49     1     1
 -2.9767663356478224E+01 a       722     0    49     1     2
 -9.7183777752343339E+00 a       723     0    49     1     3
  3.1844532454914003E+01 a       724     0    49     1     4
  5.9112471140966667E+00 a       725     0    49     1     5
  1.0753036654494810E+01 a       726     0    49     1     6
 -2.7631098118292762E+01 a       727     0    49     1     7
 -2.0027566146588871E+01 a       728     0    49     1     8
 -1.5137144920892155E+01 a       729     0    49     1     9
  1.2824102875171159E+01 a       730     0    49     1    10
 -1.8791896674927855E+01 a       731     0    49     1    11
 -8.0256709588173685E+00 a       732     0    49     1    12
 -2.5924479777665731E+01 a       733     0    49     1    13
 -9.9636346938728568E+00 a       734     0    49     1    14
  9.8255124109261978E+00 a       735     0    49     1    15
  8.0954699634994114E+00 a       736     0    50     1     1
  2.1792320640161247E+00 a       737     0    50     1     2
 -6.2831033867834174E+00 a       738     0    50     1     3
  1.6631052229533513E+01 a       739     0    50     1     4
 -8.4661430393570392E+00 a       740     0    50     1     5
 -9.1068547774566664E+00 a       741     0    50     1     6
 -3.5895503337555603E+01 a       742     0    50     1     7
  8.8102484728141253E+00 a       743     0    50     1     8
  6.6778624740539474E+00 a       744     0    50     1     9
 -9.9566624735012308E+00 a       745     0    50     1    10
  2.2023203589401600E+01 a       746     0    50     1    11
 -1.3631054579803852E+01 a       747     0    50     1    12
  6.7918684295776000E-01 a       748     0    50     1    13
 -1.7556607988723950E+01 a       749     0    50     1    14
 -6.8498203956941932E+00 a       750     0    50     1    15
 -9.9911446503936752E+00 a       751     0    51     1     1
 -9.0285179520135515E+00 a       752     0    51     1     2
 -1.5027777162891148E+01 a       753     0    51     1     3
  7.1094323442533573E+00 a       754     0    51     1     4
 -6.6939362322061848E+00 a       755     0    51     1     5
 -5.1260612969878872E-01 a       756     0    51     1     6
 -1.1223740406900838E+01 a       757     0    51     1     7
 -2.2337826959928160E+00 a       758     0    51     1     8
 -3.8473805376662691E+00 a       759     0    51     1     9
  5.9867878798401213E+00 a       760     0    51     1    10
  4.2510731792253935E+00 a       761     0    51     1    11
 -1.9115398619268575E+01 a       762     0    51     1    12
  5.2595175720925380E-01 a       763     0    51     1    13
 -1.4884271619614855E+01 a       764     0    51     1    14
 -1.6904646634217858E+01 a       765     0    51     1    15
 -2.0751641786181544E+01 a       766     0    52     1     1
 -2.9285139763720078E+01 a       767     0    52     1     2
  5.3325243561521116E+00 a       768     0    52     1     3
 -1.7745439634301965E+00 a       769     0    52     1     4
  7.6527542102066910E+00 a       770     0    52     1     5
  9.9434656829162318E+00 a       771     0    52     1     6
 -7.8613322189714117E+00 a       772     0    52     1     7
  4.7340786052601418E+00 a       773     0    52     1     8
  5.8948373012854791E+00 a       774     0    52     1     9
  3.7740262504421565E+01 a       775     0    52     1    10
  1.8855815556177998E+01 a       776     0    52     1    11
 -2.3801740689966904E+00 a       777     0    52     1    12
  6.9699916804209590E+00 a       778     0    52     1    13
  7.5005982330047178E+00 a       779     0    52     1    14
 -3.7310793542027461E+00 a       780     0    52     1    15
 -4.3435060138205888E+00 a       781     0    53     1     1
 -2.8223108606458460E+01 a       782     0    53     1     2
  4.1441221600950211E+00 a       783     0    53     1     3
 -1.1390355019311627E+00 a       784     0    53     1     4
  2.2793324500580106E+01 a       785     0    53     1     5
  2.9581838063479382E+00 a       786     0    53     1     6
 -7.1840517728557947E+00 a       787     0    53     1     7
 -1.5855680292305904E-01 a       788     0    53     1     8
 -6.7194875826590801E+00 a       789     0    53     1     9
  9.2850761861738800E+00 a       790     0    53     1    10
  8.7168931464039581E+00 a       791     0    53     1    11
  1.1990306882417006E+01 a       792     0    53     1    12
  2.1586727501603317E+01 a       793     0    53     1    13
 -1.5253842608157420E+00 a       794     0    53     1    14
  2.1311398904495999E+01 a       795     0    53     1    15
 -1.1312763890770803E+01 a       796     0    54     1     1
 -1.9523384746862689E+01 a       797     0    54     1     2
  8.5652038337651319E+00 a       798     0    54     1     3
 -7.8612851624027762E+00 a       799     0    54     1     4
  4.2144957689663194E+01 a       800     0    54     1     5
  3.3666864522472379E+00 a       801     0    54     1     6
 -2.9630692250696429E+00 a       802     0    54     1     7
  3.0880575379371198E+00 a       803     0    54     1     8
  7.8130752190880370E+00 a       804     0    54     1     9
  3.0107394070159380E+01 a       805     0    54     1    10
  1.5279082812818016E+01 a       806     0    54     1    11
  1.4746472179160550E+00 a       807     0    54     1    12
  9.9486370015880610E+00 a       808     0    54     1    13
  1.0428906905217797E+01 a       809     0    54     1    14
  2.8336707233242930E+01 a       810     0    54     1    15
  9.1686765888088555E+00 a       811     0    55     1     1
 -3.6332149665370217E+00 a       812     0    55     1     2
  3.0565466789705105E+00 a       813     0    55     1     3
  9.3054214953073711E+00 a       814     0    55     1     4
 -5.9780294876773041E+00 a       815     0    55     1     5
  1.0541545413674799E+01 a       816     0    55     1     6
  1.5116851411639839E+01 a       817     0    55     1     7
  5.0862285479679041E+00 a       818     0    55     1     8
 -4.8629821991286768E+00 a       819     0    55     1     9
  5.7627683029493815E+00 a       820     0    55     1    10
 -3.4068823929018188E-01 a       821     0    55     1    11
  8.4414031095691600E-01 a       822     0    55     1    12
 -4.1497460209550576E+00 a       823     0    55     1    13
  1.2007462191325478E+01 a       824     0    55     1    14
  1.0702283360422863E+01 a       825     0    55     1    15
 -1.4839682289020066E+01 a       826     0    56     1     1
 -9.9363115510592621E+00 a       827     0    56     1     2
 -4.7164672749294763E+00 a       828     0    56     1     3
 -3.4021905187964405E+00 a       829     0    56     1     4
  2.6619826379526440E+01 a       830     0    56     1     5
 -6.9693613254742848E-01 a       831     0    56     1     6
 -1.1069657039003234E+01 a       832     0    56     1     7
 -3.2195834377411958E-01 a       833     0    56     1     8
  6.4220398123425584E+00 a       834     0    56     1     9
 -1.6323757894282034E+00 a       835     0    56     1    10
  1.6656898207356010E+00 a       836     0    56     1    11
  2.4553039560547996E+00 a       837     0    56     1    12
  3.3698724558718240E-01 a       838     0    56     1    13
 -2.1930904432045111E+00 a       839     0    56     1    14
  2.4147016915485906E+01 a       840     0    56     1    15
 -1.2238858776429044E+01 a       841     0    57     1     1
 -2.3420357783099778E+01 a       842     0    57     1     2
  5.7628328914664193E+00 a       843     0    57     1     3
  2.9815140423691351E+00 a       844     0    57     1     4
  4.5048145293097717E+00 a       845     0    57     1     5
  7.2569253826049929E+00 a       846     0    57     1     6
 -1.0385408116904934E+01 a       847     0    57     1     7
 -7.1378106027295107E+00 a       848     0    57     1     8
  8.3841970494820615E+00 a       849     0    57     1     9
  8.6430413951418998E+00 a       850     0    57     1    10
  1.0363030616204727E+00 a       851     0    57     1    11
 -9.3680320805269301E-01 a       852     0    57     1    12
  6.4723442184432642E-02 a       853     0    57     1    13
  9.4778376676061136E+00 a       854     0    57     1    14
  8.0141446928924225E+00 a       855     0    57     1    15
  5.5393080029939455E+01 a       856     0    58     1     1
 -1.3275597072593033E+01 a       857     0    58     1     2
 -8.6385668788612886E+00 a       858     0    58     1     3
  2.7920681606846505E+00 a       859     0    58     1     4
  5.3535270487921816E+00 a       860     0    58     1     5
  1.8787515081680393E+01 a       861     0    58     1     6
 -1.0537107455435407E+01 a       862     0    58     1     7
 -1.5060799413438227E+01 a       863     0    58     1     8
  1.6193804971283942E+01 a       864     0    58     1     9
 -1.0254532747122484E+01 a       865     0    58     1    10
  1.7260889123320574E+01 a       866     0    58     1    11
 -1.6468468272978182E+01 a       867     0    58     1    12
 -1.5212898743572939E+01 a       868     0    58     1    13
  6.9167586656570901E+00 a       869     0    58     1    14
  1.0253885683564254E+01 a       870     0    58     1    15
  2.0393289379568415E+01 a       871     0    59     1     1
  1.4692237657944521E+01 a       872     0    59     1     2
 -2.1427206380019901E+00 a       873     0    59     1     3
 -1.6430822503190267E+01 a       874     0    59     1     4
  3.1117707318203422E+01 a       875     0    59     1     5
 -2.0374301436819779E+00 a       876     0    59     1     6
 -1.8348640340193749E+00 a       877     0    59     1     7
 -7.1014530563158154E+00 a       878     0    59     1     8
 -1.8920510223900358E+01 a       879     0    59     1     9
 -1.5252120075030149E+01 a       880     0    59     1    10
  2.0491828335926755E+01 a       881     0    59     1    11
  4.6442319694776284E+00 a       882     0    59     1    12
  3.2100020026024310E+01 a       883     0    59     1    13
 -2.1635863214138138E+00 a       884     0    59     1    14
  1.8879115167515323E+01 a       885     0    59     1    15
  8.5294823957684596E+00 a       886     0    60     1     1
 -2.7043945909860057E+00 a       887     0    60     1     2
  7.0030777756244422E+00 a       888     0    60     1     3
 -1.5975006164047770E+01 a       889     0    60     1     4
  3.5994033576081662E+01 a       890     0    60     1     5
 -4.7742500034715194E+00 a       891     0    60     1     6
  5.1882239809906290E+00 a       892     0    60     1     7
 -8.2847870711323477E+00 a       893     0    60     1     8
 -1.6725859342035125E+01 a       894     0    60     1     9
 -1.5801928325344761E+01 a       895     0    60     1    10
  7.5894799221280813E+00 a       896     0    60     1    11
  1.0146822893403762E+01 a       897     0    60     1    12
  8.5494340590544571E+00 a       898     0    60     1    13
 -2.9813767518529741E+00 a       899     0    60     1    14
  1.0862619807162096E+01 a       900     0    60     1    15
 -6.5807207855327539E+00 a       901     0    61     1     1
 -1.1622612474556048E+01 a       902     0    61     1     2
  1.2184240738073989E+01 a       903     0    61     1     3
 -5.7741228465434993E+01 a       904     0    61     1     4
  1.4377155396593539E+01 a       905     0    61     1     5
 -4.3086124679551745E+01 a       906     0    61     1     6
  8.3118943572346780E+00 a       907     0    61     1     7
  1.8390799731274736E+01 a       908     0    61     1     8
  1.1303411428756544E+01 a       909     0    61     1     9
 -2.8795594111391104E+01 a       910     0    61     1    10
 -6.8462632917505517E-01 a       911     0    61     1    11
  1.4389936591700600E+01 a       912     0    61     1    12
  4.9414974056263024E+00 a       913     0    61     1    13
  1.7148545823671885E+01 a       914     0    61     1    14
 -1.3387066774882449E+01 a       915     0    61     1    15
 -7.8958013170662715E+00 a       916     0    62     1     1
 -9.5175266535796847E+00 a       917     0    62     1     2
  1.4162241373828769E+01 a       918     0    62     1     3
 -1.1016236787527138E+01 a       919     0    62     1     4
  1.8693755655364569E+01 a       920     0    62     1     5
  9.4304189681091999E-01 a       921     0    62     1     6
  1.0893028339032554E+01 a       922     0    62     1     7
  7.9904515891898633E+00 a       923     0    62     1     8
 -7.0143447595319790E+00 a       924     0    62     1     9
 -1.2303229771545501E+01 a       925     0    62     1    10
 -1.4217627950149803E+00 a       926     0    62     1    11
 -1.5453385079422235E+00 a       927     0    62     1    12
 -8.1895098208874320E+00 a       928     0    62     1    13
  8.9980076909050695E+00 a       929     0    62     1    14
 -2.8480751911871010E+01 a       930     0    62     1    15
  2.0022421868636066E+01 a       931     0    63     1     1
 -4.3434429183072458E+00 a       932     0    63     1     2
 -7.6274009107984160E+00 a       933     0    63     1     3
 -6.4216598285087541E+00 a       934     0    63     1     4
  1.3944824252791744E+01 a       935     0    63     1     5
  7.5971233190566112E+00 a       936     0    63     1     6
  2.6042255951223243E+00 a       937     0    63     1     7
  6.4186254257701920E+00 a       938     0    63     1     8
 -5.3287883317025742E+00 a       939     0    63     1     9
 -2.1991857244804129E+00 a       940     0    63     1    10
  6.7424200545198794E+00 a       941     0    63     1    11
  5.7383438494793841E+00 a       942     0    63     1    12
  1.7812150591612557E+00 a       943     0    63     1    13
  8.0443015891210390E+00 a       944     0    63     1    14
  2.7576730551781239E+00 a       945     0    63     1    15
 -9.8560379128607991E+00 a       946     0    64     1     1
  4.0729796864071709E+01 a       947     0    64     1     2
 -2.3922625223637102E+01 a       948     0    64     1     3
  3.9924742728518621E+00 a       949     0    64     1     4
 -2.4898704718527114E+01 a       950     0    64     1     5
  6.9743563218324856E-01 a       951     0    64     1     6
  8.9003816580713746E+00 a       952     0    64     1     7
 -3.7356454468049161E+00 a       953     0    64     1     8
  2.8397868450048325E+01 a       954     0    64     1     9
  1.5270106874996410E+01 a       955     0    64     1    10
 -2.6366563174010729E+01 a       956     0    64     1    11
 -3.1010726283119818E+00 a       957     0    64     1    12
  9.4388290520260423E+00 a       958     0    64     1    13
 -1.9388228155361297E+01 a       959     0    64     1    14
  2.5985943300621370E+00 a       960     0    64     1    15
 -2.0143416825387227E+01 a       961     0    65     1     1
  2.5520181149066659E+01 a       962     0    65     1     2
 -1.9789468656086996E+01 a       963     0    65     1     3
  6.0729130221454826E+00 a       964     0    65     1     4
 -1.9010786815496985E+01 a       965     0    65     1     5
  9.9157764043343266E-01 a       966     0    65     1     6
  8.5171567892597793E+00 a       967     0    65     1     7
 -1.6929508193860869E+00 a       968     0    65     1     8
  2.6227024579551586E+01 a       969     0    65     1     9
  2.5605139133767260E+01 a       970     0    65     1    10
 -2.2999938737605067E+01 a       971     0    65     1    11
  4.7381273458835604E+00 a       972     0    65     1    12
  7.9388051238804582E+00 a       973     0    65     1    13
 -2.5629402113183357E+01 a       974     0    65     1    14
 -6.4386065395492817E+00 a       975     0    65     1    15
 -1.7909700130620132E+00 a       976     0    66     1     1
  3.9132095345885908E+01 a       977     0    66     1     2
 -2.7678911271685070E+01 a       978     0    66     1     3
 -6.6016816829922338E-03 a       979     0    66     1     4
 -7.3447297283978692E+00 a       980     0    66     1     5
 -9.5807118677785152E-01 a       981     0    66     1     6
  1.6279359637164017E+01 a       982     0    66     1     7
  1.1500090395814817E-01 a       983     0    66     1     8
  2.1081655264032609E+01 a       984     0    66     1     9
  2.1323393539935886E+01 a       985     0    66     1    10
 -2.5014087587618285E+01 a       986     0    66     1    11
  7.2536654618345988E+00 a       987     0    66     1    12
 -2.8274980167006452E+00 a       988     0    66     1    13
 -8.1194417361534317E+00 a       989     0    66     1    14
  3.3927200784480349E-01 a       990     0    66     1    15
  1.1520182958088245E+01 a       991     0    67     1     1
  1.5796065567179635E+01 a       992     0    67     1     2
 -9.5796358984337608E+00 a       993     0    67     1     3
  8.8140033209915067E+00 a       994     0    67     1     4
 -7.8940084206561876E+00 a       995     0    67     1     5
  1.2283224827271395E+01 a       996     0    67     1     6
  6.3958523352368486E+00 a       997     0    67     1     7
 -7.0580116388639400E+00 a       998     0    67     1     8
  8.7953592467169823E+00 a       999     0    67     1     9
 -1.7783158608608652E+01 a      1000     0    67     1    10
 -4.8493271617726919E+00 a      1001     0    67     1    11
 -1.8138029116452962E+01 a      1002     0    67     1    12
  1.1148587987244495E+01 a      1003     0    67     1    13
  1.8187387154600860E+00 a      1004     0    67     1    14
 -3.0390753829916388E+00 a      1005     0    67     1    15
 -3.6029576920058068E+00 a      1006     0    68     1     1
  3.5303503772401541E+01 a      1007     0    68     1     2
 -1.6054055285528708E+01 a      1008     0    68     1     3
 -6.3924282514211439E-01 a      1009     0    68     1     4
  2.8579368237234766E+00 a      1010     0    68     1     5
  2.1350566049188733E+00 a      1011     0    68     1     6
 -1.6812840106763636E+00 a      1012     0    68     1     7
  4.2230110436395923E-01 a      1013     0    68     1     8
  1.2875681308219235E+01 a      1014     0    68     1     9
  7.4793674652237039E+00 a      1015     0    68     1    10
 -1.4383454496411700E+01 a      1016     0    68     1    11
  8.3226547483793336E+00 a      1017     0    68     1    12
  1.5170993066514141E+01 a      1018     0    68     1    13
 -1.5379702096003843E+01 a      1019     0    68     1    14
  4.2558878603696682E-01 a      1020     0    68     1    15
 -9.4009596206269350E+00 a      1021     0    69     1     1
  1.8433574793560865E+01 a      1022     0    69     1     2
 -1.0729556260838093E+01 a      1023     0    69     1     3
 -3.1434786183168228E-01 a      1024     0    69     1     4
 -3.4633505471354984E+00 a      1025     0    69     1     5
  1.9147146270199003E+00 a      1026     0    69     1     6
  4.9327451335289929E+00 a      1027     0    69     1     7
 -3.9183320018014101E-01 a      1028     0    69     1     8
  1.4242385758316601E+01 a      1029     0    69     1     9
  2.3268821921917699E+01 a      1030     0    69     1    10
 -1.6489853719254143E+01 a      1031     0    69     1    11
 -3.0774602854160684E+00 a      1032     0    69     1    12
  6.7575719386630917E+00 a      1033     0    69     1    13
 -6.3541347959153480E+00 a      1034     0    69     1    14
  8.5233847519670185E+00 a      1035     0    69     1    15
  1.8634722261712202E+01 a      1036     0    70     1     1
 -7.0674649588670251E+00 a      1037     0    70     1     2
 -2.3438584806067173E+01 a      1038     0    70     1     3
 -1.0534464837834822E+01 a      1039     0    70     1     4
  1.8391909607681601E+01 a      1040     0    70     1     5
  8.1336341157414580E+00 a      1041     0    70     1     6
 -2.3613134168498092E+01 a      1042     0    70     1     7
  4.6895987003634625E+00 a      1043     0    70     1     8
  3.9050638360585701E+01 a      1044     0    70     1     9
  3.6271228974460413E+01 a      1045     0    70     1    10
 -1.8312288725293453E+01 a      1046     0    70     1    11
  1.0905389349867123E+01 a      1047     0    70     1    12
  2.1042723561548820E+00 a      1048     0    70     1    13
 -3.1541815304001318E+01 a      1049     0    70     1    14
 -5.0942007748143059E+00 a      1050     0    70     1    15
 -1.5609815507742406E+01 a      1051     0    71     1     1
 -4.1178639957925025E+00 a      1052     0    71     1     2
 -2.6029635227632193E+00 a      1053     0    71     1     3
 -1.2016644040463305E+01 a      1054     0    71     1     4
  2.2249171680168669E+01 a      1055     0    71     1     5
  2.4446193184002361E+01 a      1056     0    71     1     6
  5.2153972702211755E+00 a      1057     0    71     1     7
  2.8108092403198879E+00 a      1058     0    71     1     8
 -3.3357008915732784E+00 a      1059     0    71     1     9
  2.4362009878300832E+01 a      1060     0    71     1    10
  4.5492936763902732E+00 a      1061     0    71     1    11
 -1.9564303076935701E+00 a      1062     0    71     1    12
  2.2586365331013972E+01 a      1063     0    71     1    13
 -1.3493230547737833E+00 a      1064     0    71     1    14
  7.9509810656556539E+00 a      1065     0    71     1    15
 -1.3779332046309198E+01 a      1066     0    72     1     1
  4.2779867186997150E-01 a      1067     0    72     1     2
