################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -6.5766288366070114E-01 a        58     0     5     1    10
  4.7248657052327285E+00 a        59     0     5     1    11
  1.2133322918151908E+00 a        60     0     5     1    12
  3.8529792484021796E-01 a        61     0     6     1     1
  8.2320632990523439E+00 a        62     0     6     1     2
  8.5719691123992394E+00 a        63     0     6     1     3
 -6.5341827546337869E+00 a        64     0     6     1     4
  1.6639709925606056E+02 a        65     0     6     1     5
 -1.4980059411050325E+01 a        66     0     6     1     6
  3.8659440327128332E+00 a        67     0     6     1     7
 -1.4330280592424445E+00 a        68     0     6     1     8
  4.2351076412459623E+00 a        69     0     6     1     9
 -1.2499525684020580E+00 a        70     0     6     1    10
  5.7160188829762903E+00 a        71     0     6     1    11
  1.0214812819407104E+00 a        72     0     6     1    12
  1.6381974977117487E+01 a        73     0     7     1     1
  5.1063460375611642E+00 a        74     0     7     1     2
 -1.0948134451488604E+01 a        75     0     7     1     3
 -2.5057791033300005E+00 a        76     0     7     1     4
  3.1000910516500049E+01 a        77     0     7     1     5
 -4.0323899298319104E+00 a        78     0     7     1     6
  2.0919406371867906E+00 a        79     0     7     1     7
 -4.4918992090054557E+00 a        80     0     7     1     8
  3.6760136260219598E+00 a        81     0     7     1     9
 -1.7090999297313605E+00 a        82     0     7     1    10
 -1.8811957242949273E+00 a        83     0     7     1    11
 -3.2219848179635019E-01 a        84     0     7     1    12
  4.0301675733992369E+01 a        85     0     8     1     1
  1.3508682294893724E+01 a        86     0     8     1     2
 -1.7129845279265801E+01 a        87     0     8     1     3
 -7.5178303445530439E+00 a        88     0     8     1     4
  2.2381944463114019E+02 a        89     0     8     1     5
  8.3629495854047544E+00 a        90     0     8     1     6
  1.5954832829620114E+00 a        91     0     8     1     7
  3.1543039029704727E+00 a        92     0     8     1     8
 -2.6731287879284551E+00 a        93     0     8     1     9
 -3.1435216466221000E-01 a        94     0     8     1    10
 -3.5260177635717138E-01 a        95     0     8     1    11
  4.4954246989994031E+00 a        96     0     8     1    12
  2.9485282553858778E+00 a        97     0     9     1     1
 -6.3186496457112469E+00 a        98     0     9     1     2
  2.3683833277926936E+00 a        99     0     9     1     3
 -1.7900670882191783E+01 a       100     0     9     1     4
  2.8519537093103509E+02 a       101     0     9     1     5
  2.8931819000113478E+01 a       102     0     9     1     6
 -2.0348535471461151E+00 a       103     0     9     1     7
  1.4384775289394250E-01 a       104     0     9     1     8
  4.4615600622908724E+00 a       105     0     9     1     9
  2.0577592336513773E+00 a       106     0     9     1    10
 -2.6326971274780688E+00 a       107     0     9     1    11
 -2.6161610541762176E-01 a       108     0     9     1    12
  6.0141653375333668E+01 a       109     0    10     1     1
 -1.3699944427624430E+01 a       110     0    10     1     2
 -1.3819113546240910E+01 a       111     0    10     1     3
  2.3921916977371655E+01 a       112     0    10     1     4
 -4.1151845613626818E+01 a       113     0    10     1     5
 -1.7031074161791441E+01 a       114     0    10     1     6
 -3.2762727422603133E+00 a       115     0    10     1     7
 -8.3893466756221393E+00 a       116     0    10     1     8
  3.8555473513857947E+00 a       117     0    10     1     9
  1.7781396649233365E+00 a       118     0    10     1    10
 -3.3121814563300340E+00 a       119     0    10     1    11
 -6.4887184040905259E+00 a       120     0    10     1    12
  7.0678323155960314E+01 a       121     0    11     1     1
  1.5260727981024282E+01 a       122     0    11     1     2
 -1.2188694184241221E+01 a       123     0    11     1     3
  2.2483615517178681E+01 a       124     0    11     1     4
  7.0818465670805053E-01 a       125     0    11     1     5
  4.8150518844250394E+00 a       126     0    11     1     6
  1.4997927784166716E+00 a       127     0    11     1     7
  1.0723396036359251E+01 a       128     0    11     1     8
 -1.1378930022889040E+01 a       129     0    11     1     9
  1.5757266603255682E+00 a       130     0    11     1    10
 -5.2621254827647874E+00 a       131     0    11     1    11
  5.1332284061912876E+00 a       132     0    11     1    12
  4.1383534829627333E+00 a       133     0    12     1     1
 -1.8337489523813041E+01 a       134     0    12     1     2
 -1.0655683921407233E+01 a       135     0    12     1     3
 -1.7372204194220707E+01 a       136     0    12     1     4
 -1.8360114879170897E+01 a       137     0    12     1     5
  6.1174246942161588E+01 a       138     0    12     1     6
 -7.8505516023432973E+00 a       139     0    12     1     7
  2.5061395948620415E+00 a       140     0    12     1     8
  1.6075614272671799E+00 a       141     0    12     1     9
  5.1046248953729219E+00 a       142     0    12     1    10
 -9.5991876516370418E+00 a       143     0    12     1    11
 -5.4255729309538359E-01 a       144     0    12     1    12
  7.0244669020875961E+01 a       145     0    13     1     1
 -3.8457800314734925E+01 a       146     0    13     1     2
  3.5483233396348108E+00 a       147     0    13     1     3
  5.0867902975300105E+01 a       148     0    13     1     4
 -1.1897399681592586E+02 a       149     0    13     1     5
 -1.6113577644472546E+01 a       150     0    13     1     6
 -1.1371555533125342E+01 a       151     0    13     1     7
 -5.9993992047157718E+00 a       152     0    13     1     8
 -8.1955990306347570E-01 a       153     0    13     1     9
  8.4345862526948743E+00 a       154     0    13     1    10
 -2.7763597490387348E+00 a       155     0    13     1    11
 -1.1524226135833359E+01 a       156     0    13     1    12
  4.1544616832172771E+01 a       157     0    14     1     1
 -4.2377618557265064E+00 a       158     0    14     1     2
  1.5073764785211939E+01 a       159     0    14     1     3
  6.2387518517717766E+01 a       160     0    14     1     4
 -3.8008125722423301E+02 a       161     0    14     1     5
  2.2677082705565152E+00 a       162     0    14     1     6
 -4.0695994534972479E-01 a       163     0    14     1     7
  1.3211538489057592E+01 a       164     0    14     1     8
 -1.4124290614411128E+01 a       165     0    14     1     9
  3.5059807058038239E+00 a       166     0    14     1    10
 -8.8330915457321790E+00 a       167     0    14     1    11
 -3.1051704827174059E-01 a       168     0    14     1    12
 -2.6895532496492800E+00 a       169     0    15     1     1
 -2.1053165933204440E+01 a       170     0    15     1     2
 -2.6241416919592563E+01 a       171     0    15     1     3
  1.1273165727534241E+01 a       172     0    15     1     4
 -5.1445748339034662E+02 a       173     0    15     1     5
  5.6869402273805015E+01 a       174     0    15     1     6
 -9.9497255347024627E+00 a       175     0    15     1     7
  4.6000918288939845E+00 a       176     0    15     1     8
 -6.1834720088530872E+00 a       177     0    15     1     9
  4.7555074507020398E+00 a       178     0    15     1    10
 -1.1969439486393622E+01 a       179     0    15     1    11
  5.8029851013545697E-01 a       180     0    15     1    12
  8.6456504505890646E+00 a       181     0    16     1     1
 -5.1553003635821490E+01 a       182     0    16     1     2
  3.0765770782260343E+01 a       183     0    16     1     3
  5.7020484267461434E+01 a       184     0    16     1     4
  1.4288149192518694E+02 a       185     0    16     1     5
  6.0150456011901436E+00 a       186     0    16     1     6
 -1.1864710501542682E+01 a       187     0    16     1     7
  4.1372397316348835E+00 a       188     0    16     1     8
 -1.0252466843694041E+01 a       189     0    16     1     9
  6.9949112750384401E+00 a       190     0    16     1    10
  1.3938181836525836E+00 a       191     0    16     1    11
 -9.5622934797045076E+00 a       192     0    16     1    12
 -6.1022692501021936E+01 a       193     0    17     1     1
 -3.7928694082429992E+01 a       194     0    17     1     2
  5.3408980895337244E+01 a       195     0    17     1     3
  7.5112831498397455E+01 a       196     0    17     1     4
  2.8530622475351407E+02 a       197     0    17     1     5
 -1.0271400579651477E+01 a       198     0    17     1     6
  2.8753734514964855E-02 a       199     0    17     1     7
  4.5517344955586875E-01 a       200     0    17     1     8
 -3.8707912329051792E+00 a       201     0    17     1     9
 -3.2171767983583157E+00 a       202     0    17     1    10
 -8.5571450722364126E+00 a       203     0    17     1    11
 -1.2169108072563469E+01 a       204     0    17     1    12
 -1.5817697286480209E+01 a       205     0    18     1     1
 -4.0782676136230025E+00 a       206     0    18     1     2
 -1.9777706446058819E+01 a       207     0    18     1     3
  6.3953017378508754E+01 a       208     0    18     1     4
  4.1521990319504499E+02 a       209     0    18     1     5
 -2.0009393068376575E+01 a       210     0    18     1     6
 -1.0327569974520145E-01 a       211     0    18     1     7
  1.5195809880041680E+00 a       212     0    18     1     8
 -1.5335002487962131E+01 a       213     0    18     1     9
 -6.1326302225835576E+00 a       214     0    18     1    10
 -6.0978388620813400E+00 a       215     0    18     1    11
  5.5070772021488157E-01 a       216     0    18     1    12
 -4.5641412410073073E+01 a       217     0    19     1     1
  6.6877387732267636E+01 a       218     0    19     1     2
 -4.9072336777960572E+01 a       219     0    19     1     3
 -5.0636159821193125E+01 a       220     0    19     1     4
 -4.0720037218995301E+01 a       221     0    19     1     5
 -1.0897578214787305E+01 a       222     0    19     1     6
  1.9999579903093853E+01 a       223     0    19     1     7
  1.1387382620072156E+01 a       224     0    19     1     8
 -3.7478323110568708E+00 a       225     0    19     1     9
 -3.1419601284447712E+01 a       226     0    19     1    10
  1.1230603234492763E+01 a       227     0    19     1    11
  2.1453361868526773E+01 a       228     0    19     1    12
  7.7713025855768523E+00 a       229     0    20     1     1
  3.4162333027455247E+01 a       230     0    20     1     2
 -4.0240980835875803E+01 a       231     0    20     1     3
 -9.9842433369363491E+01 a       232     0    20     1     4
 -8.8695230425984008E+01 a       233     0    20     1     5
 -4.1857106295768403E+01 a       234     0    20     1     6
 -1.5544861551180196E+00 a       235     0    20     1     7
 -1.3077563483688015E+01 a       236     0    20     1     8
  5.5142090676877737E+00 a       237     0    20     1     9
 -1.3786615374984416E+01 a       238     0    20     1    10
  1.2241100841151207E+01 a       239     0    20     1    11
  4.8902057039495030E+00 a       240     0    20     1    12
  5.1053563029954553E+01 a       241     0    21     1     1
  1.4731637730371119E+01 a       242     0    21     1     2
  3.8817517001396972E+01 a       243     0    21     1     3
 -2.0478959957879493E+01 a       244     0    21     1     4
 -1.4228473817623623E+02 a       245     0    21     1     5
 -7.5804572843126294E+01 a       246     0    21     1     6
  8.3298399146279447E+00 a       247     0    21     1     7
 -6.1279740456980720E+00 a       248     0    21     1     8
 -1.0214963047505232E+00 a       249     0    21     1     9
 -1.0721012136642353E+01 a       250     0    21     1    10
  1.0911732621001287E+01 a       251     0    21     1    11
 -6.0791697764861308E+00 a       252     0    21     1    12
  6.7934182581072431E+00 a       253     0    22     1     1
 -3.0091049668763117E+00 a       254     0    22     1     2
  5.0076207703680097E+01 a       255     0    22     1     3
 -4.2266665458491642E-02 a       256     0    22     1     4
 -3.0676738044681944E+00 a       257     0    22     1     5
  1.2395901171306408E+01 a       258     0    22     1     6
 -3.9285651031749773E+00 a       259     0    22     1     7
 -1.2251700921624332E+01 a       260     0    22     1     8
  2.0951400133604647E+01 a       261     0    22     1     9
  3.0320850806339426E+01 a       262     0    22     1    10
 -2.0795639386172919E+01 a       263     0    22     1    11
 -2.9900578167034407E+01 a       264     0    22     1    12
 -9.8847154609975405E+00 a       265     0    23     1     1
 -6.9270352035894911E+00 a       266     0    23     1     2
  1.2941061569307736E+01 a       267     0    23     1     3
  1.3189242595617015E+01 a       268     0    23     1     4
  2.2711738574381883E+01 a       269     0    23     1     5
  3.2523506514747616E+01 a       270     0    23     1     6
 -2.8015871999558444E-02 a       271     0    23     1     7
  2.0846234849889933E-01 a       272     0    23     1     8
  2.1800993764406540E+00 a       273     0    23     1     9
  2.5469118520097496E+01 a       274     0    23     1    10
 -8.8988701463643149E+00 a       275     0    23     1    11
 -1.1815821923068302E+01 a       276     0    23     1    12
 -4.3917565491681337E+01 a       277     0    24     1     1
  9.0654338788765561E+00 a       278     0    24     1     2
 -2.5814634324329497E+00 a       279     0    24     1     3
 -2.7149630243966456E+01 a       280     0    24     1     4
  4.6373620884396146E+01 a       281     0    24     1     5
  5.0960749303556099E+01 a       282     0    24     1     6
 -3.7391025693120641E+00 a       283     0    24     1     7
 -2.5989953702702429E+00 a       284     0    24     1     8
  1.5168320595298539E+01 a       285     0    24     1     9
  2.0142273396904482E+01 a       286     0    24     1    10
 -2.0551469596703327E+00 a       287     0    24     1    11
 -5.8438109715785469E+00 a       288     0    24     1    12
 -1.4708934580122502E+01 a       289     0    25     1     1
 -5.1055758139314937E+00 a       290     0    25     1     2
 -3.9953651665044951E+01 a       291     0    25     1     3
 -1.1701554364899931E+01 a       292     0    25     1     4
  3.6081746646971936E+01 a       293     0    25     1     5
  6.9202194426812955E-02 a       294     0    25     1     6
  3.2796382831139175E+00 a       295     0    25     1     7
 -2.1317769117743688E+00 a       296     0    25     1     8
 -1.2995620374536527E+01 a       297     0    25     1     9
 -1.0014135981501491E+01 a       298     0    25     1    10
  2.2406093370661693E+00 a       299     0    25     1    11
 -5.9821918867276858E-01 a       300     0    25     1    12
 -5.2251654143618600E+00 a       301     0    26     1     1
  3.1256874326343498E+00 a       302     0    26     1     2
 -7.8493434588667199E+00 a       303     0    26     1     3
  9.9682790720932579E-01 a       304     0    26     1     4
  2.2817823784063069E+01 a       305     0    26     1     5
  5.5737009252882752E-01 a       306     0    26     1     6
  3.4879700410321028E+00 a       307     0    26     1     7
 -2.9196970663096220E+00 a       308     0    26     1     8
  4.3225690072237448E+00 a       309     0    26     1     9
 -1.0348766557736138E+01 a       310     0    26     1    10
  4.2050929866128026E+00 a       311     0    26     1    11
 -8.6816474283991446E-02 a       312     0    26     1    12
  3.0328883635898276E+01 a       313     0    27     1     1
 -2.1186353335304592E+01 a       314     0    27     1     2
 -1.7681270046179637E+01 a       315     0    27     1     3
 -5.7107947714477252E+00 a       316     0    27     1     4
  1.6006022029691775E+02 a       317     0    27     1     5
 -4.4422870243450561E+00 a       318     0    27     1     6
  4.4123875065580274E+00 a       319     0    27     1     7
 -4.8965324086867499E+00 a       320     0    27     1     8
  3.7907946415326261E+00 a       321     0    27     1     9
 -2.0259947481634213E-01 a       322     0    27     1    10
 -8.5115305138865089E+00 a       323     0    27     1    11
 -3.8600924867989237E+00 a       324     0    27     1    12
  2.4813912627641145E+01 a       325     0    28     1     1
 -2.9177612159810792E+01 a       326     0    28     1     2
  5.5777031931316285E+00 a       327     0    28     1     3
 -3.6866443820666902E+01 a       328     0    28     1     4
  1.7577558028635163E+01 a       329     0    28     1     5
 -4.4384337714211366E+00 a       330     0    28     1     6
  2.3524262501686177E+00 a       331     0    28     1     7
 -2.0449863579193939E+00 a       332     0    28     1     8
 -9.5919080533955494E+00 a       333     0    28     1     9
  7.2807963277279306E+00 a       334     0    28     1    10
 -1.5266153249180517E+01 a       335     0    28     1    11
 -7.8145478122990966E+00 a       336     0    28     1    12
 -2.5188805231941299E+01 a       337     0    29     1     1
  2.5506615545249076E+01 a       338     0    29     1     2
 -3.0017949906393543E+01 a       339     0    29     1     3
 -7.7520867712159580E+00 a       340     0    29     1     4
  1.3066584236956887E+01 a       341     0    29     1     5
 -3.4129580774917656E+01 a       342     0    29     1     6
  1.0518881174852478E+01 a       343     0    29     1     7
 -8.2578352120386107E+00 a       344     0    29     1     8
 -8.0985728063460787E+00 a       345     0    29     1     9
  5.9264407514872559E+00 a       346     0    29     1    10
  6.8699150360984564E+00 a       347     0    29     1    11
 -6.4931576903607935E+00 a       348     0    29     1    12
 -2.0835413128907010E+01 a       349     0    30     1     1
 -1.9106191104529405E+01 a       350     0    30     1     2
 -6.1510759907116743E+01 a       351     0    30     1     3
 -2.7894234302385343E+01 a       352     0    30     1     4
  1.1000399403968238E+01 a       353     0    30     1     5
  5.5884046121599759E+01 a       354     0    30     1     6
  7.9835777041746958E+00 a       355     0    30     1     7
 -3.3614533474032293E+00 a       356     0    30     1     8
 -7.1194913596991123E+00 a       357     0    30     1     9
  6.9515883150974203E+00 a       358     0    30     1    10
  1.3389420855901653E+00 a       359     0    30     1    11
 -3.8497302973641823E+00 a       360     0    30     1    12
  1.6283616954827906E+01 a       361     0    31     1     1
  9.8756505065221916E+00 a       362     0    31     1     2
  2.8197391980215048E+01 a       363     0    31     1     3
 -7.4869040578586663E+01 a       364     0    31     1     4
  8.1771745096662247E+00 a       365     0    31     1     5
 -1.3677107603339637E+01 a       366     0    31     1     6
  1.2393113194377822E+01 a       367     0    31     1     7
  1.7021790526043118E-01 a       368     0    31     1     8
 -2.0854512016470372E+00 a       369     0    31     1     9
 -6.0558711036690376E+00 a       370     0    31     1    10
  1.8361606425150014E+00 a       371     0    31     1    11
 -3.4084036387825494E+00 a       372     0    31     1    12
 -3.5153263371152065E+01 a       373     0    32     1     1
 -3.7765444575463924E+01 a       374     0    32     1     2
  5.1000894322567962E+00 a       375     0    32     1     3
 -5.0547553040605003E+01 a       376     0    32     1     4
  8.5337216253491839E+00 a       377     0    32     1     5
  1.6544993632044122E+01 a       378     0    32     1     6
  5.5117643148243793E+00 a       379     0    32     1     7
 -7.6598861408242058E+00 a       380     0    32     1     8
 -7.4109239251486807E+00 a       381     0    32     1     9
  1.4514681748395097E+00 a       382     0    32     1    10
 -1.8330850290689149E+00 a       383     0    32     1    11
  2.1472864610281333E+00 a       384     0    32     1    12
  4.2595136466321584E+01 a       385     0    33     1     1
 -1.0216941362058243E+01 a       386     0    33     1     2
 -5.7750297494003036E+01 a       387     0    33     1     3
 -3.0440940488430095E+00 a       388     0    33     1     4
  8.0199300128858120E+00 a       389     0    33     1     5
  5.6566376358682511E+01 a       390     0    33     1     6
  1.1082499637526939E+00 a       391     0    33     1     7
 -4.9381421504227224E-01 a       392     0    33     1     8
 -6.8927695122007187E+00 a       393     0    33     1     9
  6.4050044588762791E+00 a       394     0    33     1    10
 -7.2239912223635339E-01 a       395     0    33     1    11
 -5.3294767126820837E+00 a       396     0    33     1    12
  3.6791718630626754E+01 a       397     0    34     1     1
 -3.6847889163814216E+01 a       398     0    34     1     2
  6.5109712425097086E+01 a       399     0    34     1     3
  3.5727784789530425E+01 a       400     0    34     1     4
 -1.3625889194088019E+01 a       401     0    34     1     5
 -5.4239469074104520E+01 a       402     0    34     1     6
  1.2431375439205777E+01 a       403     0    34     1     7
  3.7249196150697950E-01 a       404     0    34     1     8
  9.5113866064575721E+00 a       405     0    34     1     9
 -1.4735882242882836E+01 a       406     0    34     1    10
  5.5037495453275289E+00 a       407     0    34     1    11
  2.6553394580374463E+00 a       408     0    34     1    12
 -3.8505861667724743E+00 a       409     0    35     1     1
  1.7926445229623003E+01 a       410     0    35     1     2
 -2.1722253139581021E+01 a       411     0    35     1     3
 -1.0944755657950790E+01 a       412     0    35     1     4
 -1.0335164095235882E+01 a       413     0    35     1     5
 -7.3935050396820143E+00 a       414     0    35     1     6
  8.4505712668009092E-01 a       415     0    35     1     7
  4.5329569634605388E-01 a       416     0    35     1     8
  6.2467324529418748E+00 a       417     0    35     1     9
  1.2072400417119367E+00 a       418     0    35     1    10
  1.2185606458623495E+00 a       419     0    35     1    11
  1.4041094759229612E+01 a       420     0    35     1    12
 -9.6325990679348390E+00 a       421     0    36     1     1
 -3.4710465306757570E+01 a       422     0    36     1     2
  7.9039217206429706E+00 a       423     0    36     1     3
  3.4677452311989512E+01 a       424     0    36     1     4
 -1.2362763731101129E+01 a       425     0    36     1     5
 -2.1789314493635985E+01 a       426     0    36     1     6
 -3.1714645321606452E+00 a       427     0    36     1     7
  2.1416837118163734E+00 a       428     0    36     1     8
  4.5211082658085955E+00 a       429     0    36     1     9
 -7.8876258844056650E+00 a       430     0    36     1    10
 -9.6521885734805792E+00 a       431     0    36     1    11
  2.1959654069313683E-01 a       432     0    36     1    12
  5.4416924071678452E-01 a       433     0    37     1     1
 -9.1864344604759438E+01 a       434     0    37     1     2
 -1.3027675938101051E+01 a       435     0    37     1     3
  3.5251955193428600E+01 a       436     0    37     1     4
 -1.4000558412224832E+01 a       437     0    37     1     5
 -8.2423196159722622E+01 a       438     0    37     1     6
  1.3535235723942980E+00 a       439     0    37     1     7
  6.9261860764367631E+00 a       440     0    37     1     8
 -2.7121957771513494E+00 a       441     0    37     1     9
 -2.9049613526110591E+00 a       442     0    37     1    10
 -3.4028020546644187E+00 a       443     0    37     1    11
  7.7491235530169469E+00 a       444     0    37     1    12
  2.6802771445258593E+01 a       445     0    38     1     1
 -2.9494987128190147E+01 a       446     0    38     1     2
 -2.5584682385266415E+01 a       447     0    38     1     3
  3.4960415861566481E+00 a       448     0    38     1     4
 -1.5432346020955976E+01 a       449     0    38     1     5
 -1.8191222530548217E+01 a       450     0    38     1     6
  1.9054789422213563E+00 a       451     0    38     1     7
  9.8822643041565907E+00 a       452     0    38     1     8
 -8.7566616001629050E-01 a       453     0    38     1     9
 -1.1929315575708383E+01 a       454     0    38     1    10
 -9.7234103138963501E+00 a       455     0    38     1    11
 -2.4410117892039889E+00 a       456     0    38     1    12
 -6.4747230976881298E+01 a       457     0    39     1     1
  9.1650499404477284E+00 a       458     0    39     1     2
 -3.5542605799280653E+00 a       459     0    39     1     3
 -4.5587185271829192E+01 a       460     0    39     1     4
 -1.1693947032078935E+01 a       461     0    39     1     5
 -4.2100639061494952E+01 a       462     0    39     1     6
  5.8890122023990843E+00 a       463     0    39     1     7
  3.8445776029594647E+00 a       464     0    39     1     8
  1.8350386998723844E+00 a       465     0    39     1     9
 -2.8346538576497164E+00 a       466     0    39     1    10
 -1.2849200228744693E+00 a       467     0    39     1    11
  2.8116368924834041E+00 a       468     0    39     1    12
 -3.8182619921999759E+01 a       469     0    40     1     1
  1.3043929507694923E+01 a       470     0    40     1     2
  1.1587356967225148E+01 a       471     0    40     1     3
 -2.1247598556471740E+01 a       472     0    40     1     4
 -2.7448731373733676E+01 a       473     0    40     1     5
  9.8799804835257614E+00 a       474     0    40     1     6
 -7.7886398902837257E+00 a       475     0    40     1     7
  5.4384112123696999E+00 a       476     0    40     1     8
  5.1421996169459963E+00 a       477     0    40     1     9
 -4.3668442440352218E+00 a       478     0    40     1    10
 -6.3244281052737215E+00 a       479     0    40     1    11
  6.3499837421020651E+00 a       480     0    40     1    12
 -9.7835452995174332E-01 a       481     0    41     1     1
  1.9892474613117661E+00 a       482     0    41     1     2
 -1.8061363945312205E+01 a       483     0    41     1     3
  3.9088663837525161E+01 a       484     0    41     1     4
 -2.0004128878952557E+01 a       485     0    41     1     5
 -3.0775238779614540E+01 a       486     0    41     1     6
 -5.1789395954574902E+00 a       487     0    41     1     7
  9.9997550202771066E+00 a       488     0    41     1     8
 -1.1978533548076011E+00 a       489     0    41     1     9
  5.6575694785337980E+00 a       490     0    41     1    10
 -1.2236188393340301E+01 a       491     0    41     1    11
 -9.6705120759127130E+00 a       492     0    41     1    12
 -5.0346570000879211E+01 a       493     0    42     1     1
 -4.6610193479933777E+01 a       494     0    42     1     2
  1.4778905296821655E+01 a       495     0    42     1     3
 -7.2263421247845763E+00 a       496     0    42     1     4
 -1.6417409380987639E+01 a       497     0    42     1     5
 -4.3471869321726373E+01 a       498     0    42     1     6
 -8.3372165505248041E+00 a       499     0    42     1     7
 -1.3751010139444764E+00 a       500     0    42     1     8
  4.9190274781339111E-01 a       501     0    42     1     9
  7.6000712217833888E+00 a       502     0    42     1    10
 -1.4719631727956678E+01 a       503     0    42     1    11
 -8.0103567291696554E-01 a       504     0    42     1    12
 -3.5646911676329811E+00 a       505     0    43     1     1
 -1.1845658461920916E+01 a       506     0    43     1     2
 -6.8991427604187237E+01 a       507     0    43     1     3
  1.7290845218144689E+01 a       508     0    43     1     4
 -1.1640976333489123E+01 a       509     0    43     1     5
 -4.5832161648923140E+01 a       510     0    43     1     6
 -4.9428795088115258E+00 a       511     0    43     1     7
  7.0025365923734597E+00 a       512     0    43     1     8
 -5.7070660146772374E+00 a       513     0    43     1     9
 -5.2758323293138085E+00 a       514     0    43     1    10
 -4.6044412001122470E-01 a       515     0    43     1    11
 -1.1277124904055755E+01 a       516     0    43     1    12
 -3.2143855164540113E+01 a       517     0    44     1     1
 -4.4537958405545353E+01 a       518     0    44     1     2
 -4.5775366363131717E+01 a       519     0    44     1     3
  2.6298193098844077E+01 a       520     0    44     1     4
 -1.1120138427190470E+01 a       521     0    44     1     5
 -9.2076154105982809E+01 a       522     0    44     1     6
 -3.1797298249305088E+00 a       523     0    44     1     7
  7.2180463153460765E+00 a       524     0    44     1     8
  5.1262573964645224E+00 a       525     0    44     1     9
 -6.5728859640825767E+00 a       526     0    44     1    10
 -3.7944372158439137E+00 a       527     0    44     1    11
 -1.2411250557275366E+01 a       528     0    44     1    12
  1.9693990991915260E+01 a       529     0    45     1     1
