################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.0761784568110052E+01 a       530     0    45     1     2
 -1.7321321874699709E+01 a       531     0    45     1     3
  3.7011158535272699E+01 a       532     0    45     1     4
 -8.5823086534602187E+00 a       533     0    45     1     5
 -5.7432385158951035E+01 a       534     0    45     1     6
 -7.0977279111108098E+00 a       535     0    45     1     7
 -6.4304334810068102E+00 a       536     0    45     1     8
  1.5792723602654917E+00 a       537     0    45     1     9
 -4.5508074636405595E+00 a       538     0    45     1    10
 -2.7601242912530388E+00 a       539     0    45     1    11
 -2.4398488320113906E-01 a       540     0    45     1    12
  1.1200559187114966E+02 a       541     0    46     1     1
  2.7937888294821409E+01 a       542     0    46     1     2
  1.4489525978856870E+01 a       543     0    46     1     3
  3.8422748576463917E+01 a       544     0    46     1     4
  3.1470636913727891E+01 a       545     0    46     1     5
  1.1939989147514560E+00 a       546     0    46     1     6
 -1.8259642771857742E+01 a       547     0    46     1     7
 -6.0323016368653208E+00 a       548     0    46     1     8
  4.0682710935164019E+00 a       549     0    46     1     9
  8.8255402424468823E+00 a       550     0    46     1    10
  9.3769135490104123E+00 a       551     0    46     1    11
 -6.2664749955598094E+00 a       552     0    46     1    12
  3.6153560281577526E+01 a       553     0    47     1     1
 -4.2593559286960332E+00 a       554     0    47     1     2
  3.7947648256746334E+01 a       555     0    47     1     3
  1.2932054206377151E+01 a       556     0    47     1     4
  2.1988317154953492E+01 a       557     0    47     1     5
 -1.0087244225067660E+02 a       558     0    47     1     6
 -2.0924508198567140E+00 a       559     0    47     1     7
  1.4520496867375261E+00 a       560     0    47     1     8
 -1.0013712654606367E+01 a       561     0    47     1     9
 -1.4634246103330062E+01 a       562     0    47     1    10
  1.1219392254247897E+01 a       563     0    47     1    11
 -1.5835174072583023E+01 a       564     0    47     1    12
  5.1199005751619111E+01 a       565     0    48     1     1
  7.6624165200083766E+01 a       566     0    48     1     2
 -9.9705433184134806E-01 a       567     0    48     1     3
  1.0470945715382152E+01 a       568     0    48     1     4
  1.4414956172176343E+01 a       569     0    48     1     5
 -1.4958031225502923E+01 a       570     0    48     1     6
  5.8926181501463768E+00 a       571     0    48     1     7
  1.3048271269039507E+01 a       572     0    48     1     8
 -2.4188312898012976E+00 a       573     0    48     1     9
 -8.2032525247428705E+00 a       574     0    48     1    10
  1.6017807699092806E+01 a       575     0    48     1    11
  1.9440689991109998E+00 a       576     0    48     1    12
  1.3080319819175104E+01 a       577     0    49     1     1
 -2.2232285487734494E+01 a       578     0    49     1     2
 -1.1255013769500460E+01 a       579     0    49     1     3
  2.5294242237069181E+01 a       580     0    49     1     4
  2.2889572451221085E+01 a       581     0    49     1     5
  1.8435778055473950E+01 a       582     0    49     1     6
 -1.2266036296988359E+01 a       583     0    49     1     7
  9.5450655929193289E+00 a       584     0    49     1     8
 -1.2121825018304898E+01 a       585     0    49     1     9
 -6.0913955631765102E+00 a       586     0    49     1    10
  4.5213488813484961E+00 a       587     0    49     1    11
 -5.3552466132774281E+00 a       588     0    49     1    12
  4.0278323595421533E+01 a       589     0    50     1     1
 -3.4202057297400458E+01 a       590     0    50     1     2
 -3.6345893075108116E+01 a       591     0    50     1     3
  5.7206662106559769E+01 a       592     0    50     1     4
  1.8794095473025269E+01 a       593     0    50     1     5
 -1.1462230476952676E+01 a       594     0    50     1     6
 -7.5298617943491459E+00 a       595     0    50     1     7
  1.0205367460291207E+01 a       596     0    50     1     8
 -6.2858630025316566E+00 a       597     0    50     1     9
  8.7158266185148603E-01 a       598     0    50     1    10
  1.4747983807548739E+01 a       599     0    50     1    11
  8.9649552175299903E+00 a       600     0    50     1    12
  5.5302629607808569E+01 a       601     0    51     1     1
 -4.5668996440198626E+01 a       602     0    51     1     2
  1.9189011863314465E+00 a       603     0    51     1     3
 -1.9002544927142253E+01 a       604     0    51     1     4
  3.2321691340297245E+00 a       605     0    51     1     5
 -7.8174345920056339E+01 a       606     0    51     1     6
 -4.3752919381883544E+00 a       607     0    51     1     7
 -7.5118268020044434E+00 a       608     0    51     1     8
 -6.4965474192919812E+00 a       609     0    51     1     9
 -2.3651064035068798E+00 a       610     0    51     1    10
 -5.0181884169434010E+00 a       611     0    51     1    11
 -1.8706370148772518E+00 a       612     0    51     1    12
 -8.9235058818652657E+00 a       613     0    52     1     1
  3.0212829343310439E+00 a       614     0    52     1     2
 -3.9616883071128235E+01 a       615     0    52     1     3
  9.0342417190018722E+01 a       616     0    52     1     4
 -2.6554083957050835E+01 a       617     0    52     1     5
 -1.8606157268726875E+01 a       618     0    52     1     6
  3.3830521739675512E+00 a       619     0    52     1     7
  1.8036429443309208E+00 a       620     0    52     1     8
  7.5678397770485795E+00 a       621     0    52     1     9
 -8.5657617730091555E+00 a       622     0    52     1    10
  2.3993467243315063E+01 a       623     0    52     1    11
  6.2740097715630307E+00 a       624     0    52     1    12
  1.4646723230509053E+01 a       625     0    53     1     1
 -2.8481258678022737E+01 a       626     0    53     1     2
  2.3668950307577457E+01 a       627     0    53     1     3
 -1.9814442669705269E+01 a       628     0    53     1     4
 -1.8489788179202868E+01 a       629     0    53     1     5
  4.2974650949889821E+01 a       630     0    53     1     6
 -1.4954155025311099E+01 a       631     0    53     1     7
  5.0006862628120130E+00 a       632     0    53     1     8
  7.6266584435503137E+00 a       633     0    53     1     9
 -6.3270589035373082E+00 a       634     0    53     1    10
 -1.0899596661838212E+01 a       635     0    53     1    11
  9.0595330465622386E+00 a       636     0    53     1    12
  4.3508674745336307E+01 a       637     0    54     1     1
  6.2467821025965492E+01 a       638     0    54     1     2
  1.8640272306880131E+01 a       639     0    54     1     3
  5.6439742325335743E+01 a       640     0    54     1     4
 -1.4578025976203417E+01 a       641     0    54     1     5
 -7.7714767480652213E+01 a       642     0    54     1     6
 -7.2760297861503753E+00 a       643     0    54     1     7
 -1.2420051782121913E+00 a       644     0    54     1     8
  4.0448401737667394E+00 a       645     0    54     1     9
 -4.3153244955591239E+00 a       646     0    54     1    10
  4.2038068525562604E+00 a       647     0    54     1    11
  3.3097455186149376E+00 a       648     0    54     1    12
 -4.3806366109138850E+01 a       649     0    55     1     1
  1.3697594229784218E+00 a       650     0    55     1     2
 -3.8147685736805861E+00 a       651     0    55     1     3
  4.7715986774271123E+01 a       652     0    55     1     4
 -9.5606767370331980E+00 a       653     0    55     1     5
  6.0632889170924479E+01 a       654     0    55     1     6
 -2.2252816682957601E+01 a       655     0    55     1     7
 -1.0447324857140774E+01 a       656     0    55     1     8
 -2.6509150723711330E+00 a       657     0    55     1     9
  1.8889233198541415E+01 a       658     0    55     1    10
  3.4135831545668780E+00 a       659     0    55     1    11
  5.1107571453273515E+00 a       660     0    55     1    12
  4.7364613178743610E+01 a       661     0    56     1     1
  3.2925246472742423E+01 a       662     0    56     1     2
 -1.6063511136549838E+01 a       663     0    56     1     3
  5.0742752837118530E+01 a       664     0    56     1     4
 -1.0582175866897364E+01 a       665     0    56     1     5
  1.2430862366439820E+01 a       666     0    56     1     6
 -7.5138175157036269E+00 a       667     0    56     1     7
  3.9453358325128778E+00 a       668     0    56     1     8
  2.9551831381501708E+00 a       669     0    56     1     9
  6.8452948272395471E+00 a       670     0    56     1    10
  8.6292821427542599E+00 a       671     0    56     1    11
 -3.5039571174115407E+00 a       672     0    56     1    12
 -6.7257118380628015E+01 a       673     0    57     1     1
 -8.5523071694898631E-02 a       674     0    57     1     2
  4.7320142642470167E+01 a       675     0    57     1     3
 -9.0167584845321425E-01 a       676     0    57     1     4
 -1.0101946714952156E+01 a       677     0    57     1     5
 -3.6323451364347399E+01 a       678     0    57     1     6
  2.2965797531343299E+00 a       679     0    57     1     7
 -3.2326955454883755E-01 a       680     0    57     1     8
  1.9057402098550988E-01 a       681     0    57     1     9
 -2.3824678277968805E+00 a       682     0    57     1    10
  5.7916969440712673E+00 a       683     0    57     1    11
  6.1403483461623800E+00 a       684     0    57     1    12
 -9.2849514808886909E+01 a       685     0    58     1     1
  4.1765012961263558E+01 a       686     0    58     1     2
 -1.0872713198822107E+02 a       687     0    58     1     3
 -1.0333363057714817E+02 a       688     0    58     1     4
  1.8973355550399042E+01 a       689     0    58     1     5
  5.8830106198142381E+01 a       690     0    58     1     6
 -2.2830209602119020E+01 a       691     0    58     1     7
 -2.5389285802139936E+00 a       692     0    58     1     8
 -8.2567582153419661E+00 a       693     0    58     1     9
  2.1919216320725969E+01 a       694     0    58     1    10
 -1.5526283807627825E+01 a       695     0    58     1    11
  3.3473359550238904E+00 a       696     0    58     1    12
 -1.1845400038665336E+01 a       697     0    59     1     1
 -7.9707802468526438E+01 a       698     0    59     1     2
  1.3262489378742885E+01 a       699     0    59     1     3
 -1.3019339210349429E+01 a       700     0    59     1     4
  1.5048315008269546E+01 a       701     0    59     1     5
  5.3305284465926395E+00 a       702     0    59     1     6
 -4.2175349416495393E+00 a       703     0    59     1     7
  4.9994703254132183E-01 a       704     0    59     1     8
 -6.4329309428709003E+00 a       705     0    59     1     9
 -2.2245169710100878E+00 a       706     0    59     1    10
 -7.0171370912293671E+00 a       707     0    59     1    11
 -1.5964517816402372E+01 a       708     0    59     1    12
 -3.5471978709877505E+00 a       709     0    60     1     1
 -7.8960198822034915E+00 a       710     0    60     1     2
 -1.6513484570165613E+01 a       711     0    60     1     3
 -6.9021875010892458E+01 a       712     0    60     1     4
  1.7537245058693752E+01 a       713     0    60     1     5
 -5.8665508783810569E+00 a       714     0    60     1     6
  2.3100228332553412E+00 a       715     0    60     1     7
  9.5221744515142170E-01 a       716     0    60     1     8
 -8.5187543287214132E-02 a       717     0    60     1     9
  9.7600924337704367E+00 a       718     0    60     1    10
  4.8002191786980655E+00 a       719     0    60     1    11
  3.3010333146884490E+00 a       720     0    60     1    12
 -1.0244985556537326E+01 a       721     0    61     1     1
  6.7077768688184889E+01 a       722     0    61     1     2
 -1.2765708540297245E+01 a       723     0    61     1     3
 -4.6725526308383955E+01 a       724     0    61     1     4
  1.9878861724367848E+01 a       725     0    61     1     5
  6.5764003998605801E+01 a       726     0    61     1     6
  1.5057038831814520E+00 a       727     0    61     1     7
 -1.1559555950830946E+01 a       728     0    61     1     8
  7.6784153952822791E+00 a       729     0    61     1     9
  4.1254099577124332E+00 a       730     0    61     1    10
 -6.2980571795957045E+00 a       731     0    61     1    11
 -6.7893133603247735E+00 a       732     0    61     1    12
 -4.8527510127686107E+01 a       733     0    62     1     1
  1.7694217929034703E+01 a       734     0    62     1     2
  1.3717497862196934E+01 a       735     0    62     1     3
 -3.7364020206323674E+00 a       736     0    62     1     4
  2.2440717525045951E+01 a       737     0    62     1     5
 -3.5745678274722479E+01 a       738     0    62     1     6
 -1.7459400110385395E+00 a       739     0    62     1     7
 -1.2128958703218251E+01 a       740     0    62     1     8
  7.1908595823814023E+00 a       741     0    62     1     9
  1.5379697582654888E+01 a       742     0    62     1    10
  6.2460726918175382E+00 a       743     0    62     1    11
  5.9868395646037742E+00 a       744     0    62     1    12
  5.8326477135161767E+01 a       745     0    63     1     1
  9.3225057721970916E+00 a       746     0    63     1     2
 -2.1147268396706430E+01 a       747     0    63     1     3
  2.4136427148876439E+01 a       748     0    63     1     4
  1.7371509838479785E+01 a       749     0    63     1     5
  1.7407423748022460E+01 a       750     0    63     1     6
 -1.1803387652638495E+01 a       751     0    63     1     7
 -6.8906858101143484E+00 a       752     0    63     1     8
  5.5560367132573294E+00 a       753     0    63     1     9
  2.2522176815646446E+00 a       754     0    63     1    10
 -4.4638235374644952E-01 a       755     0    63     1    11
 -3.2436868564042727E+00 a       756     0    63     1    12
 -1.7183215180567334E+01 a       757     0    64     1     1
 -2.1160679669026710E+00 a       758     0    64     1     2
 -9.4727436780464416E+00 a       759     0    64     1     3
 -7.1014670565775120E+01 a       760     0    64     1     4
  3.9025104429883655E+01 a       761     0    64     1     5
  2.8935532324750812E+00 a       762     0    64     1     6
  4.1835614147468032E+00 a       763     0    64     1     7
 -5.7074904560377906E+00 a       764     0    64     1     8
  1.1690876084995434E+00 a       765     0    64     1     9
 -1.2858397133422985E+00 a       766     0    64     1    10
  1.3339708148273433E+01 a       767     0    64     1    11
 -3.0893907374430594E+00 a       768     0    64     1    12
 -1.1178700524428946E+01 a       769     0    65     1     1
 -3.0669374950994790E+01 a       770     0    65     1     2
  2.5202845200772934E+01 a       771     0    65     1     3
 -7.1871466738720159E+01 a       772     0    65     1     4
  2.5420995836667739E+01 a       773     0    65     1     5
  1.8485530148455179E+01 a       774     0    65     1     6
  9.5075508561843716E+00 a       775     0    65     1     7
 -2.4675506713526820E+00 a       776     0    65     1     8
  1.0696281072456653E+01 a       777     0    65     1     9
 -1.9915365278598795E+01 a       778     0    65     1    10
  1.3105105660452919E+01 a       779     0    65     1    11
  1.0277558374948878E+01 a       780     0    65     1    12
  4.6779810536978800E+01 a       781     0    66     1     1
 -2.0206804710151651E+01 a       782     0    66     1     2
 -2.6011829010754894E+01 a       783     0    66     1     3
  7.1085377140569295E-01 a       784     0    66     1     4
  1.9991608887819808E+01 a       785     0    66     1     5
 -3.5364727046260249E+01 a       786     0    66     1     6
  4.5215884756707592E+00 a       787     0    66     1     7
  1.0437397975872763E+01 a       788     0    66     1     8
  1.1514992094024528E+01 a       789     0    66     1     9
 -2.7924236235162081E+01 a       790     0    66     1    10
  1.2782110334588253E+01 a       791     0    66     1    11
 -1.7181283889013874E+00 a       792     0    66     1    12
 -3.0315851160171558E+01 a       793     0    67     1     1
 -5.2882217972840607E+01 a       794     0    67     1     2
 -9.4198206538547140E+00 a       795     0    67     1     3
 -2.7577378616293050E+01 a       796     0    67     1     4
  1.1870292766203582E+01 a       797     0    67     1     5
  4.5809623974708078E+00 a       798     0    67     1     6
  1.7697063789314452E+01 a       799     0    67     1     7
  6.4510068913755365E+00 a       800     0    67     1     8
  1.6262073582496946E+01 a       801     0    67     1     9
 -5.0188170118929172E+00 a       802     0    67     1    10
 -1.0177241922730193E+01 a       803     0    67     1    11
  7.9460148515143327E+00 a       804     0    67     1    12
  5.0271757107166742E+01 a       805     0    68     1     1
 -4.2402271730654547E+01 a       806     0    68     1     2
 -2.7998878907935310E+01 a       807     0    68     1     3
  7.0314376940884546E+00 a       808     0    68     1     4
  1.0643543004307599E+01 a       809     0    68     1     5
  2.2842355932179661E+01 a       810     0    68     1     6
  8.1718396467058110E+00 a       811     0    68     1     7
  3.4646629664469528E+00 a       812     0    68     1     8
  6.2431111441615048E+00 a       813     0    68     1     9
 -6.3642217961340108E+00 a       814     0    68     1    10
 -7.6620225970742091E+00 a       815     0    68     1    11
  8.1060243843586992E+00 a       816     0    68     1    12
 -9.3052927260436373E+00 a       817     0    69     1     1
  3.1472915427222885E+00 a       818     0    69     1     2
  1.0989265707495276E+01 a       819     0    69     1     3
 -2.2050427844366585E+01 a       820     0    69     1     4
  6.2227263292653197E+00 a       821     0    69     1     5
 -3.4202714663502348E+01 a       822     0    69     1     6
  8.0021160907681601E+00 a       823     0    69     1     7
  1.4825933889405636E+01 a       824     0    69     1     8
  1.5360579906710948E+01 a       825     0    69     1     9
 -1.1835461977010819E+01 a       826     0    69     1    10
 -1.1948625238569196E+01 a       827     0    69     1    11
 -8.1446441146643416E+00 a       828     0    69     1    12
 -9.1569886081911505E+01 a       829     0    70     1     1
 -2.1104872263426365E+01 a       830     0    70     1     2
 -1.7219623677413530E+01 a       831     0    70     1     3
  3.3141336225679510E+01 a       832     0    70     1     4
 -3.6958548782221392E+01 a       833     0    70     1     5
 -6.3439786798420599E+00 a       834     0    70     1     6
  2.2325515810146467E+01 a       835     0    70     1     7
  9.8847867574746413E+00 a       836     0    70     1     8
 -1.3251623062484176E+01 a       837     0    70     1     9
 -1.3872008612498325E+01 a       838     0    70     1    10
  1.2147913783947645E+01 a       839     0    70     1    11
 -5.5603903989087833E+00 a       840     0    70     1    12
 -7.6070871505029078E+00 a       841     0    71     1     1
  4.5329054766930803E+01 a       842     0    71     1     2
 -6.8083261557325713E+01 a       843     0    71     1     3
  6.2235074661769580E+01 a       844     0    71     1     4
 -2.2184783998093572E+01 a       845     0    71     1     5
  9.8424165534336922E+01 a       846     0    71     1     6
 -3.2095213383540657E+00 a       847     0    71     1     7
  8.7246386898633475E+00 a       848     0    71     1     8
  1.2069893425232625E+01 a       849     0    71     1     9
  2.1175496095173219E+01 a       850     0    71     1    10
 -5.0269976870864994E+00 a       851     0    71     1    11
  7.5176834750434596E+00 a       852     0    71     1    12
 -5.2802597008135677E+01 a       853     0    72     1     1
 -1.0702523035774528E+01 a       854     0    72     1     2
 -2.8741687909442703E+01 a       855     0    72     1     3
 -3.9248695026180896E-01 a       856     0    72     1     4
 -1.2241618591244260E+01 a       857     0    72     1     5
  7.9298297171699900E+01 a       858     0    72     1     6
 -7.7506640224300467E+00 a       859     0    72     1     7
 -2.3008182160066095E+01 a       860     0    72     1     8
 -6.4320172795936310E+00 a       861     0    72     1     9
  1.9295076741719082E+01 a       862     0    72     1    10
 -2.5372721703859726E+00 a       863     0    72     1    11
 -8.0892278633563333E+00 a       864     0    72     1    12
 -1.4531527591657262E+01 a       865     0    73     1     1
  3.5891038297495093E+01 a       866     0    73     1     2
  2.5930301412244109E+01 a       867     0    73     1     3
 -4.5671754407773228E+01 a       868     0    73     1     4
 -2.4057036672455467E+01 a       869     0    73     1     5
 -1.8835538173914056E+01 a       870     0    73     1     6
  6.1088645788896461E+00 a       871     0    73     1     7
 -4.5992387923989373E+00 a       872     0    73     1     8
  1.8414554285951844E+01 a       873     0    73     1     9
  6.9694952393015557E+00 a       874     0    73     1    10
  3.4193623972628453E+00 a       875     0    73     1    11
 -2.7901835595120614E+00 a       876     0    73     1    12
 -7.7286849271347251E+01 a       877     0    74     1     1
 -4.1620089279455989E+01 a       878     0    74     1     2
  2.4382540071068468E+00 a       879     0    74     1     3
 -1.2248621252038602E+02 a       880     0    74     1     4
 -1.9806771599025176E+01 a       881     0    74     1     5
  1.0077571919907790E+02 a       882     0    74     1     6
  2.8979517907039360E+00 a       883     0    74     1     7
 -1.9586477655459653E+01 a       884     0    74     1     8
  3.7878138568691297E+00 a       885     0    74     1     9
  3.3807576605238863E+00 a       886     0    74     1    10
 -1.0824816981363343E+01 a       887     0    74     1    11
 -1.3849880117231482E+01 a       888     0    74     1    12
 -1.5847112326861093E-01 a       889     0    75     1     1
 -6.9369494617205589E+01 a       890     0    75     1     2
 -4.0790723502233590E+01 a       891     0    75     1     3
  1.2539336640337646E+02 a       892     0    75     1     4
 -1.2093097418693042E+00 a       893     0    75     1     5
  1.1241313152926570E+02 a       894     0    75     1     6
  6.1244903898845937E+00 a       895     0    75     1     7
  1.1893824487762670E+01 a       896     0    75     1     8
 -9.2361636545984727E-01 a       897     0    75     1     9
  1.2778164482701169E+00 a       898     0    75     1    10
  6.3575375905450864E+00 a       899     0    75     1    11
  1.0391403691105953E+01 a       900     0    75     1    12
  6.8416579236046232E+01 a       901     0    76     1     1
 -7.0084878160294277E+00 a       902     0    76     1     2
  3.7427082565541355E+01 a       903     0    76     1     3
  7.1550410603397992E+01 a       904     0    76     1     4
  1.0619008028228842E+01 a       905     0    76     1     5
 -9.6371440550813201E+00 a       906     0    76     1     6
 -2.5340528030337044E+01 a       907     0    76     1     7
 -6.3001060046720336E-01 a       908     0    76     1     8
  7.2182035597650138E+00 a       909     0    76     1     9
 -1.8397113591267271E+01 a       910     0    76     1    10
 -1.0661415743112201E+00 a       911     0    76     1    11
 -1.0263057893424645E+00 a       912     0    76     1    12
 -6.9217082319057495E+00 a       913     0    77     1     1
 -7.3780871175810718E+00 a       914     0    77     1     2
  1.1731876437063068E+01 a       915     0    77     1     3
  6.0661097278184798E+01 a       916     0    77     1     4
  3.1750931699085285E+00 a       917     0    77     1     5
 -1.4556527960507728E+00 a       918     0    77     1     6
  1.5714305759741441E+01 a       919     0    77     1     7
  9.5509045045273655E-01 a       920     0    77     1     8
 -1.0974038578141885E+01 a       921     0    77     1     9
  2.6147587202480956E+01 a       922     0    77     1    10
  4.1753899767898275E+01 a       923     0    77     1    11
 -1.0010301054710412E+01 a       924     0    77     1    12
 -3.6078085728076168E+01 a       925     0    78     1     1
  5.9356309737151323E+00 a       926     0    78     1     2
  9.6159887392254191E+01 a       927     0    78     1     3
 -5.2206983322564049E+01 a       928     0    78     1     4
  1.3530329879871500E-01 a       929     0    78     1     5
  4.3880428347553277E+01 a       930     0    78     1     6
  1.2295973585235869E+01 a       931     0    78     1     7
  7.0290402524382829E+00 a       932     0    78     1     8
 -4.0396293977843589E+00 a       933     0    78     1     9
  1.9133508612733923E+01 a       934     0    78     1    10
 -2.0465912732763529E+00 a       935     0    78     1    11
  1.0085654911662093E+01 a       936     0    78     1    12
  4.0086977062948627E+01 a       937     0    79     1     1
 -2.6668713413784790E+01 a       938     0    79     1     2
 -4.7438486769707431E+01 a       939     0    79     1     3
  3.1287399244572729E+01 a       940     0    79     1     4
 -1.7561095083805101E+00 a       941     0    79     1     5
 -7.7374709033835586E+01 a       942     0    79     1     6
  7.9845458101288651E+00 a       943     0    79     1     7
  1.6348419290231440E+01 a       944     0    79     1     8
 -5.3229071520175164E-01 a       945     0    79     1     9
 -3.6744742524070226E+01 a       946     0    79     1    10
  2.3610487152668554E+01 a       947     0    79     1    11
 -1.2595841834661989E+00 a       948     0    79     1    12
 -9.2716573661400005E+01 a       949     0    80     1     1
  2.7044763840334141E+01 a       950     0    80     1     2
  4.3448822745254645E+01 a       951     0    80     1     3
 -6.5428652174801670E+01 a       952     0    80     1     4
  5.0104588847121692E+00 a       953     0    80     1     5
 -4.5525070107560438E+01 a       954     0    80     1     6
 -1.0317852707357349E+00 a       955     0    80     1     7
 -1.8546555223891847E+00 a       956     0    80     1     8
 -3.2792417453280280E+00 a       957     0    80     1     9
 -1.1737967223816954E+01 a       958     0    80     1    10
  1.3773851194650756E+01 a       959     0    80     1    11
  1.5805424722699591E+01 a       960     0    80     1    12
  3.1680293516200976E+01 a       961     0    81     1     1
 -2.5562261163460896E+01 a       962     0    81     1     2
  6.5116099176963601E+01 a       963     0    81     1     3
 -1.7891959797871650E+01 a       964     0    81     1     4
  9.3161052187526501E+00 a       965     0    81     1     5
 -5.0297138139547023E+01 a       966     0    81     1     6
 -5.6604240334499289E+00 a       967     0    81     1     7
  2.6613941885422170E+00 a       968     0    81     1     8
  5.2460447570214663E-01 a       969     0    81     1     9
  2.9841042002039981E+00 a       970     0    81     1    10
  4.0724248834037260E+00 a       971     0    81     1    11
  1.4795523310939506E+01 a       972     0    81     1    12
 -4.8678576231789435E+01 a       973     0    82     1     1
 -7.9773482501638483E+01 a       974     0    82     1     2
  3.3080842015905198E+01 a       975     0    82     1     3
 -1.3775777563112621E+02 a       976     0    82     1     4
 -1.0237557626975326E+01 a       977     0    82     1     5
 -2.8934838709004818E+00 a       978     0    82     1     6
  6.4169524028734557E+00 a       979     0    82     1     7
 -1.1231681615293994E+01 a       980     0    82     1     8
 -1.2902367891668835E+01 a       981     0    82     1     9
 -1.2185357742134064E+01 a       982     0    82     1    10
  7.7033871823625315E+00 a       983     0    82     1    11
  1.0643353459391420E+00 a       984     0    82     1    12
 -3.2385244911703836E+01 a       985     0    83     1     1
  2.1239417689688210E+01 a       986     0    83     1     2
 -3.9267767873034842E+01 a       987     0    83     1     3
 -6.0054767139459344E+01 a       988     0    83     1     4
 -1.8465238424262605E+01 a       989     0    83     1     5
 -8.4092911801481407E+01 a       990     0    83     1     6
  1.2752179014331620E+01 a       991     0    83     1     7
 -1.1651959215746173E+01 a       992     0    83     1     8
  5.3023155298957079E+00 a       993     0    83     1     9
 -5.9827534279262649E+00 a       994     0    83     1    10
 -5.4247052826637754E-01 a       995     0    83     1    11
  1.3589900144881273E+01 a       996     0    83     1    12
 -2.6865323318395642E+01 a       997     0    84     1     1
  6.4599045140647036E+00 a       998     0    84     1     2
  1.7322583392289712E+01 a       999     0    84     1     3
  6.2479224785522032E+00 a      1000     0    84     1     4
 -2.1952537985339770E+01 a      1001     0    84     1     5
 -2.1074600345286846E+01 a      1002     0    84     1     6
 -1.2831194372575487E+01 a      1003     0    84     1     7
 -1.5889396425915459E+01 a      1004     0    84     1     8
 -6.5797831334066526E-01 a      1005     0    84     1     9
 -2.5447927552979095E+01 a      1006     0    84     1    10
  2.3095659119916703E+00 a      1007     0    84     1    11
 -5.1947834545632823E+00 a      1008     0    84     1    12
 -5.7006270944742560E+01 a      1009     0    85     1     1
 -3.7530023941710553E+00 a      1010     0    85     1     2
  2.4508454838094202E+01 a      1011     0    85     1     3
 -8.0025899394944688E+01 a      1012     0    85     1     4
 -1.8009058603426510E+01 a      1013     0    85     1     5
 -3.1209967808015726E+01 a      1014     0    85     1     6
 -6.2769676879108816E-01 a      1015     0    85     1     7
  1.1852014174880697E+01 a      1016     0    85     1     8
  1.1796063912099957E+00 a      1017     0    85     1     9
 -1.5091527441528134E+01 a      1018     0    85     1    10
  1.4841210235559341E+01 a      1019     0    85     1    11
  1.1355822393635073E+01 a      1020     0    85     1    12
  4.7127717491450083E+00 a      1021     0    86     1     1
  6.8471374407482188E+01 a      1022     0    86     1     2
  1.5885053428398525E+01 a      1023     0    86     1     3
 -6.3077494793192187E+01 a      1024     0    86     1     4
 -2.0049719568707633E+01 a      1025     0    86     1     5
  6.9543343254725528E+01 a      1026     0    86     1     6
  5.9661015841982890E-01 a      1027     0    86     1     7
  9.2396347295382402E+00 a      1028     0    86     1     8
  2.8037856044191605E+00 a      1029     0    86     1     9
 -1.2886685350495672E+01 a      1030     0    86     1    10
  1.0816018704020600E+01 a      1031     0    86     1    11
 -3.2873154542830387E+00 a      1032     0    86     1    12
  1.8881673808348012E+01 a      1033     0    87     1     1
  1.8139148014392799E+01 a      1034     0    87     1     2
  9.8163259564084754E+01 a      1035     0    87     1     3
  3.1942037574121382E+01 a      1036     0    87     1     4
 -1.4873687879065089E+01 a      1037     0    87     1     5
 -2.6074571098456101E+01 a      1038     0    87     1     6
  1.1952416990116156E+01 a      1039     0    87     1     7
 -2.4931108267967965E+00 a      1040     0    87     1     8
 -2.3138682097866745E+00 a      1041     0    87     1     9
  9.1682682032851712E+00 a      1042     0    87     1    10
  1.3330060577161841E+01 a      1043     0    87     1    11
  1.7721413371949770E+00 a      1044     0    87     1    12
 -1.0304013875933733E+00 b      1045     1     1
  3.1184796115745415E+00 b      1046     1     2
  6.1242547956193087E+00 b      1047     1     3
 -1.0318895011978313E+00 b      1048     1     4
  1.3348675749252072E+00 b      1049     1     5
 -9.5804374629690905E+00 b      1050     1     6
 -7.6322646854512866E-01 b      1051     1     7
 -6.9971513812186226E-01 b      1052     1     8
 -5.6425083505859763E-01 b      1053     1     9
 -3.4213774139179687E-01 b      1054     1    10
 -5.4880960538162188E-02 b      1055     1    11
 -1.9385943126853176E+00 b      1056     1    12
 -1.6352319070485127E+01 a      1057     1     1     2     1
 -4.4981679850275054E+00 a      1058     1     1     2     2
 -7.8158499145794181E+01 a      1059     1     1     2     3
 -2.4666990772005125E+01 a      1060     1     1     2     4
 -8.9570308881087577E+00 a      1061     1     1     2     5
 -5.5198324747410314E+00 a      1062     1     1     2     6
  3.8215650789297331E+00 a      1063     1     1     2     7
  1.2802900147041624E+01 a      1064     1     1     2     8
  2.8642370539257942E+00 a      1065     1     1     2     9
 -4.0264165770810072E+00 a      1066     1     1     2    10
 -3.0092053892265027E+00 a      1067     1     1     2    11
