################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.6726139214581838E+02 a       185     0    16     1     5
 -4.1567370278262672E+01 a       186     0    16     1     6
  3.1188720598128633E+01 a       187     0    16     1     7
  6.9152449546191983E+00 a       188     0    16     1     8
  2.1819238318001617E+01 a       189     0    16     1     9
 -3.7015470099196435E+01 a       190     0    16     1    10
  8.5523722849764017E+00 a       191     0    16     1    11
  4.4595764877963946E+00 a       192     0    16     1    12
 -2.3268840414474448E+02 a       193     0    17     1     1
  1.8819070621978106E+01 a       194     0    17     1     2
  2.6829583095890751E+01 a       195     0    17     1     3
  1.7264533533024647E+01 a       196     0    17     1     4
 -6.9623678872523598E+01 a       197     0    17     1     5
  3.6260792684981915E+00 a       198     0    17     1     6
 -4.5900254037141410E+00 a       199     0    17     1     7
  3.7907103348298055E+00 a       200     0    17     1     8
  9.5869690170878583E-02 a       201     0    17     1     9
 -2.2671904958066271E+01 a       202     0    17     1    10
 -1.4056077789144426E+00 a       203     0    17     1    11
  9.1569389294738249E-02 a       204     0    17     1    12
 -3.0053125066737675E+02 a       205     0    18     1     1
  3.4183042833116232E+01 a       206     0    18     1     2
  7.5396549589873283E+00 a       207     0    18     1     3
 -3.0522789432837602E+01 a       208     0    18     1     4
  2.2009459854564403E+02 a       209     0    18     1     5
 -7.6024677398404322E+01 a       210     0    18     1     6
 -3.9201293001776634E+00 a       211     0    18     1     7
 -5.0858436201132546E+00 a       212     0    18     1     8
 -4.6515503987906008E+00 a       213     0    18     1     9
 -4.4852547273865095E+00 a       214     0    18     1    10
 -1.2133118536048880E+01 a       215     0    18     1    11
  2.4413134942480230E+00 a       216     0    18     1    12
  1.3468475820377321E+02 a       217     0    19     1     1
 -9.7078498604913737E+00 a       218     0    19     1     2
 -5.5153273999818475E-01 a       219     0    19     1     3
 -9.1231220795544632E-01 a       220     0    19     1     4
  5.9475110801270077E+01 a       221     0    19     1     5
  7.6833272316563480E+01 a       222     0    19     1     6
  1.7646889451061323E+01 a       223     0    19     1     7
  4.7794272888141638E+00 a       224     0    19     1     8
  5.3157445683279496E+00 a       225     0    19     1     9
  3.8357694037969736E+01 a       226     0    19     1    10
  1.3778771218839797E+01 a       227     0    19     1    11
  1.6119598624636442E+01 a       228     0    19     1    12
  1.4476371516767622E+02 a       229     0    20     1     1
 -2.8844839466648938E+01 a       230     0    20     1     2
 -3.1619720759076312E+01 a       231     0    20     1     3
 -1.0257065117168679E+01 a       232     0    20     1     4
 -3.5369349395625811E+01 a       233     0    20     1     5
 -1.2672897345758585E+01 a       234     0    20     1     6
  1.7253529741797802E+01 a       235     0    20     1     7
  1.8564275382482325E+01 a       236     0    20     1     8
  1.5470683244863523E+01 a       237     0    20     1     9
  2.8000174587225825E+01 a       238     0    20     1    10
  9.8110367570099832E+00 a       239     0    20     1    11
  2.3015802388375423E+01 a       240     0    20     1    12
  1.6790193075161579E+02 a       241     0    21     1     1
 -1.2646234136749303E+01 a       242     0    21     1     2
  3.1986509402260673E+01 a       243     0    21     1     3
  6.3444488512541213E+00 a       244     0    21     1     4
 -2.2274038676890061E+02 a       245     0    21     1     5
  7.5807380965711332E+01 a       246     0    21     1     6
  1.3871140828726668E+01 a       247     0    21     1     7
  1.8243486226864370E+01 a       248     0    21     1     8
 -9.0849702318701873E+00 a       249     0    21     1     9
  8.0644555643066163E+00 a       250     0    21     1    10
  2.6639170308473084E+00 a       251     0    21     1    11
 -1.7450544901995599E+01 a       252     0    21     1    12
 -5.0459563843510281E+01 a       253     0    22     1     1
 -2.7924598113316312E-01 a       254     0    22     1     2
  3.5984964797122658E+00 a       255     0    22     1     3
 -1.5335878695124716E+01 a       256     0    22     1     4
  7.7822178525532673E+00 a       257     0    22     1     5
 -3.4481998643029051E+01 a       258     0    22     1     6
 -2.7241362053808192E+01 a       259     0    22     1     7
 -8.7282966433823681E+00 a       260     0    22     1     8
 -7.3215261464815855E+00 a       261     0    22     1     9
 -4.2186163067763573E+01 a       262     0    22     1    10
 -1.4222659012293697E+01 a       263     0    22     1    11
 -5.2399244843941366E+00 a       264     0    22     1    12
 -4.2572737386546954E+01 a       265     0    23     1     1
  1.9085359901867005E+01 a       266     0    23     1     2
  1.2461405458038215E+01 a       267     0    23     1     3
  2.2116408230136646E+01 a       268     0    23     1     4
  3.4484007454097657E+01 a       269     0    23     1     5
  6.7544353229076144E+00 a       270     0    23     1     6
  1.4653832575019230E+01 a       271     0    23     1     7
 -1.8450829546657236E+01 a       272     0    23     1     8
 -2.7172318459075623E+01 a       273     0    23     1     9
 -2.1863638224047758E+01 a       274     0    23     1    10
  4.6110869559942884E+00 a       275     0    23     1    11
 -2.0844368225757258E+01 a       276     0    23     1    12
 -4.5194151455923908E+01 a       277     0    24     1     1
  1.8209458676007355E+01 a       278     0    24     1     2
  1.1016466772536460E+00 a       279     0    24     1     3
  2.8453719865268141E+01 a       280     0    24     1     4
  1.3802357346977320E+02 a       281     0    24     1     5
 -8.3751881897185907E+00 a       282     0    24     1     6
  1.3341042173638952E+01 a       283     0    24     1     7
 -2.0580782967989855E+00 a       284     0    24     1     8
  6.0092533579067116E+00 a       285     0    24     1     9
 -1.0069731150869593E+01 a       286     0    24     1    10
  2.2632956108863056E+01 a       287     0    24     1    11
  1.8174501667180497E+01 a       288     0    24     1    12
  4.6372759785448430E+01 a       289     0    25     1     1
  1.7292246739972473E+01 a       290     0    25     1     2
  2.4905065231369672E+01 a       291     0    25     1     3
 -2.6482598797630168E+01 a       292     0    25     1     4
  5.0884702595370690E+01 a       293     0    25     1     5
 -1.4135422985944318E+01 a       294     0    25     1     6
  1.3510053065653558E+01 a       295     0    25     1     7
  8.5534086772173872E+00 a       296     0    25     1     8
  1.5597796465199709E+01 a       297     0    25     1     9
 -5.0304871378510230E+00 a       298     0    25     1    10
  8.1482667326446094E+00 a       299     0    25     1    11
 -1.1441083200562394E+01 a       300     0    25     1    12
  3.3640265236529303E+00 a       301     0    26     1     1
 -2.3251524800998360E+00 a       302     0    26     1     2
 -6.3604183949782367E+01 a       303     0    26     1     3
 -1.4398493037887174E+01 a       304     0    26     1     4
 -9.5300339723362143E+01 a       305     0    26     1     5
  3.4183333108100813E+00 a       306     0    26     1     6
 -6.7888325850460030E+00 a       307     0    26     1     7
  3.1844915283580475E+00 a       308     0    26     1     8
 -6.6416189703804218E-01 a       309     0    26     1     9
 -3.4353395554768782E+00 a       310     0    26     1    10
 -5.7965129988838955E+00 a       311     0    26     1    11
 -4.0865892701567983E+00 a       312     0    26     1    12
  2.1401057662623273E+01 a       313     0    27     1     1
 -5.8796059700945831E+00 a       314     0    27     1     2
  7.9229718331282175E+00 a       315     0    27     1     3
 -2.0732340513782948E+01 a       316     0    27     1     4
 -7.4369519348997679E+00 a       317     0    27     1     5
 -1.7156861590394887E-01 a       318     0    27     1     6
 -6.3206720158920371E-01 a       319     0    27     1     7
 -4.7549777033259923E+00 a       320     0    27     1     8
  5.3696668058531145E+00 a       321     0    27     1     9
 -7.7990772380720257E+00 a       322     0    27     1    10
 -8.3950041250200549E+00 a       323     0    27     1    11
 -9.3112588337498075E+00 a       324     0    27     1    12
 -1.8613062648431598E+01 a       325     0    28     1     1
 -7.1781563112712405E+01 a       326     0    28     1     2
 -4.5146999749124078E+01 a       327     0    28     1     3
 -5.0700622663825769E+01 a       328     0    28     1     4
  1.4523345918862951E+01 a       329     0    28     1     5
 -9.3342755778352107E+00 a       330     0    28     1     6
 -7.5379485606691929E+00 a       331     0    28     1     7
  6.3079139457494273E+00 a       332     0    28     1     8
 -1.0737116841834629E+00 a       333     0    28     1     9
  7.6290602881379561E+00 a       334     0    28     1    10
  3.5838949308034032E+00 a       335     0    28     1    11
  1.9090424685653677E+00 a       336     0    28     1    12
 -6.6938875253391554E+00 a       337     0    29     1     1
 -4.6069437563138678E+01 a       338     0    29     1     2
  3.0540127812778213E+01 a       339     0    29     1     3
 -5.9559951822807434E+01 a       340     0    29     1     4
  3.2558438713894233E+01 a       341     0    29     1     5
 -4.2138416848937020E+01 a       342     0    29     1     6
 -2.3059135076662409E+00 a       343     0    29     1     7
  4.6656664218978450E-01 a       344     0    29     1     8
  5.4225178691559384E+00 a       345     0    29     1     9
 -3.1736626034290212E+00 a       346     0    29     1    10
  1.1149484177849430E+01 a       347     0    29     1    11
 -2.2919136308479264E+00 a       348     0    29     1    12
 -1.7926737421801775E+01 a       349     0    30     1     1
  1.8468758476653836E+01 a       350     0    30     1     2
 -2.6206384695600331E+01 a       351     0    30     1     3
  5.7845638836223623E+00 a       352     0    30     1     4
  3.7313774085684315E+01 a       353     0    30     1     5
 -6.8809375357340761E+00 a       354     0    30     1     6
  5.7600512681129601E+00 a       355     0    30     1     7
 -2.8213097241923824E-01 a       356     0    30     1     8
 -4.2080450238330016E+00 a       357     0    30     1     9
 -2.4848716555853221E+00 a       358     0    30     1    10
  9.6915674202086191E+00 a       359     0    30     1    11
  1.1212857278812578E+00 a       360     0    30     1    12
 -7.0516344341531969E+00 a       361     0    31     1     1
 -3.5551499759913888E+01 a       362     0    31     1     2
 -1.6407644581671242E+01 a       363     0    31     1     3
 -1.0119965357706749E+02 a       364     0    31     1     4
  4.1992921692929315E+01 a       365     0    31     1     5
  2.2679414273201575E+00 a       366     0    31     1     6
 -3.2712621762915104E+00 a       367     0    31     1     7
  3.4706864488880553E+00 a       368     0    31     1     8
  3.2693037609619031E+00 a       369     0    31     1     9
 -5.6474133912486710E+00 a       370     0    31     1    10
  1.9182973610141755E+01 a       371     0    31     1    11
 -5.3546818012970441E+00 a       372     0    31     1    12
 -1.3973497961935147E+01 a       373     0    32     1     1
 -3.3512261609228261E+01 a       374     0    32     1     2
 -3.3117246834824492E+01 a       375     0    32     1     3
  9.0511511066636725E+00 a       376     0    32     1     4
  3.9542059078613697E+01 a       377     0    32     1     5
 -7.6761037271188401E+00 a       378     0    32     1     6
 -4.2694020942091662E+00 a       379     0    32     1     7
 -9.1688023701317860E+00 a       380     0    32     1     8
 -2.2412796109758282E+00 a       381     0    32     1     9
 -6.1492847438022560E+00 a       382     0    32     1    10
  1.3867923497273971E+01 a       383     0    32     1    11
  1.3298454730757996E+00 a       384     0    32     1    12
 -1.2903978896235127E+01 a       385     0    33     1     1
 -3.6328628893816720E+01 a       386     0    33     1     2
 -1.7174495891127037E+01 a       387     0    33     1     3
 -1.7222813377450412E+00 a       388     0    33     1     4
  3.8756995292076482E+01 a       389     0    33     1     5
 -5.7453529715617528E+01 a       390     0    33     1     6
 -3.9501173201939350E+00 a       391     0    33     1     7
 -1.2703962700505675E+00 a       392     0    33     1     8
 -3.6809139114960328E+00 a       393     0    33     1     9
 -6.5795796780700633E-01 a       394     0    33     1    10
 -2.9751308445314275E+00 a       395     0    33     1    11
  7.0999362215252768E+00 a       396     0    33     1    12
  3.5746766137185311E+01 a       397     0    34     1     1
 -1.2417372743806380E+01 a       398     0    34     1     2
 -2.9167277312891727E+01 a       399     0    34     1     3
  4.1095078327862772E+01 a       400     0    34     1     4
  1.3155849922332603E+01 a       401     0    34     1     5
 -8.0374827559210937E-01 a       402     0    34     1     6
  2.7313875171969610E+01 a       403     0    34     1     7
 -1.0267848431476525E+01 a       404     0    34     1     8
 -1.7747946713832616E+00 a       405     0    34     1     9
  5.2850893661239313E+00 a       406     0    34     1    10
  7.8774299233260692E-01 a       407     0    34     1    11
 -1.3170819335738864E+01 a       408     0    34     1    12
  1.9777749639233342E+01 a       409     0    35     1     1
  8.5016736355140683E+00 a       410     0    35     1     2
  1.5742078826442960E+01 a       411     0    35     1     3
 -2.0432328421995336E+01 a       412     0    35     1     4
 -1.3730286268293613E+01 a       413     0    35     1     5
  1.2129149410245244E+01 a       414     0    35     1     6
  1.8208451217733572E+01 a       415     0    35     1     7
  1.9055403199706999E+00 a       416     0    35     1     8
  6.6315722089369666E-01 a       417     0    35     1     9
  6.1515427709428607E+00 a       418     0    35     1    10
 -7.2191096249612174E+00 a       419     0    35     1    11
  1.0829409446083524E+01 a       420     0    35     1    12
  2.8962231679270815E+01 a       421     0    36     1     1
  1.2155811525442799E+01 a       422     0    36     1     2
 -6.5135388719138199E+00 a       423     0    36     1     3
  3.1788891398099864E+01 a       424     0    36     1     4
 -2.7361730828490593E+01 a       425     0    36     1     5
 -2.6475170665213771E+01 a       426     0    36     1     6
  1.0386723444834518E+01 a       427     0    36     1     7
  3.2079189029548738E+00 a       428     0    36     1     8
  4.3532584972386070E+00 a       429     0    36     1     9
  4.3065972227226119E+00 a       430     0    36     1    10
 -1.1841286966514721E+01 a       431     0    36     1    11
  6.8862135177572039E+00 a       432     0    36     1    12
  7.9264731027504718E+00 a       433     0    37     1     1
 -6.3660366527613821E+00 a       434     0    37     1     2
  1.3130784473593045E+00 a       435     0    37     1     3
 -1.8925182399459796E+01 a       436     0    37     1     4
 -2.7162343700107193E+01 a       437     0    37     1     5
  3.1604260579704849E+01 a       438     0    37     1     6
  6.6835658381894714E+00 a       439     0    37     1     7
  1.3198010795389477E+01 a       440     0    37     1     8
 -9.4370076450171876E+00 a       441     0    37     1     9
  1.3908426388187183E+00 a       442     0    37     1    10
 -1.1704987577293187E+01 a       443     0    37     1    11
  1.5533912038012954E+01 a       444     0    37     1    12
  1.7317511423758486E+01 a       445     0    38     1     1
  5.4824035470924478E+01 a       446     0    38     1     2
  3.9471194125557119E+01 a       447     0    38     1     3
  3.6195213263066123E+01 a       448     0    38     1     4
 -3.5874468301688061E+01 a       449     0    38     1     5
  1.4487160541191329E+01 a       450     0    38     1     6
  6.9029803443775384E+00 a       451     0    38     1     7
  7.5263071376882982E+00 a       452     0    38     1     8
 -4.0459467785750691E+00 a       453     0    38     1     9
  4.0792447753957335E+00 a       454     0    38     1    10
 -1.6646679257904832E+01 a       455     0    38     1    11
  1.3336570244496672E+01 a       456     0    38     1    12
  1.4335228593196758E+01 a       457     0    39     1     1
  5.0798689423907764E+00 a       458     0    39     1     2
  3.0550560175557337E+00 a       459     0    39     1     3
 -1.9122512953235427E+00 a       460     0    39     1     4
 -3.7873716851638029E+01 a       461     0    39     1     5
 -1.4737614424823688E+01 a       462     0    39     1     6
  4.7287528478989955E+00 a       463     0    39     1     7
  7.1586468764651903E+00 a       464     0    39     1     8
  6.4838139157984948E-02 a       465     0    39     1     9
 -2.0509837664182826E+00 a       466     0    39     1    10
 -6.4194767542179347E+00 a       467     0    39     1    11
  6.2058947264028061E+00 a       468     0    39     1    12
  1.4056014928428754E+01 a       469     0    40     1     1
 -2.3921778849364341E+00 a       470     0    40     1     2
 -1.2349903565087408E+00 a       471     0    40     1     3
 -3.3554827804749017E+01 a       472     0    40     1     4
 -2.6078543178476970E+01 a       473     0    40     1     5
 -5.0282952014617670E+01 a       474     0    40     1     6
 -4.1592411127472834E-01 a       475     0    40     1     7
 -1.1828466751852321E+01 a       476     0    40     1     8
 -8.9994363358457576E+00 a       477     0    40     1     9
 -2.0747242201559800E+01 a       478     0    40     1    10
  4.7259203381396064E+00 a       479     0    40     1    11
  9.0967422636731126E+00 a       480     0    40     1    12
  2.9377377385603811E+00 a       481     0    41     1     1
  8.3680391307515176E+00 a       482     0    41     1     2
 -8.2627017188516774E+01 a       483     0    41     1     3
  6.2827013923905684E+00 a       484     0    41     1     4
 -4.5595418121610720E+01 a       485     0    41     1     5
 -6.7858455951521677E+00 a       486     0    41     1     6
  5.9601619783810715E+00 a       487     0    41     1     7
 -1.1292319986862687E+01 a       488     0    41     1     8
 -8.9990359318447712E+00 a       489     0    41     1     9
 -6.1031632788220174E+00 a       490     0    41     1    10
 -7.0439657683719814E-01 a       491     0    41     1    11
  3.7763333967802937E+00 a       492     0    41     1    12
  2.1984104171657645E+01 a       493     0    42     1     1
  4.3420604814566495E+01 a       494     0    42     1     2
  5.8956264736670363E+01 a       495     0    42     1     3
 -1.2921192641679877E+01 a       496     0    42     1     4
 -5.7848509705175260E+01 a       497     0    42     1     5
  2.1445182809676502E-01 a       498     0    42     1     6
  4.9783509088229311E-01 a       499     0    42     1     7
 -9.3228005599594184E+00 a       500     0    42     1     8
 -1.1080247913913359E+00 a       501     0    42     1     9
  3.3619717204242776E+00 a       502     0    42     1    10
 -1.4858962468762944E+00 a       503     0    42     1    11
  5.9312038566047738E+00 a       504     0    42     1    12
 -6.6782576839512391E+00 a       505     0    43     1     1
 -3.1801249802263264E+01 a       506     0    43     1     2
 -1.5440007766839638E+01 a       507     0    43     1     3
  1.0764492699034530E+01 a       508     0    43     1     4
 -5.6970062395926192E+01 a       509     0    43     1     5
 -2.5681498222175581E+01 a       510     0    43     1     6
  7.6490984337889483E+00 a       511     0    43     1     7
 -1.4389984343022546E+01 a       512     0    43     1     8
 -7.4918925808115331E+00 a       513     0    43     1     9
  6.3956373434939389E+00 a       514     0    43     1    10
  4.7453946824863866E+00 a       515     0    43     1    11
  5.7701868392039524E+00 a       516     0    43     1    12
  6.2114437008472869E+00 a       517     0    44     1     1
  4.7974441041019709E+01 a       518     0    44     1     2
 -8.2310823038694650E+01 a       519     0    44     1     3
 -6.2961705854179648E+00 a       520     0    44     1     4
 -5.5085419657315725E+01 a       521     0    44     1     5
  5.8724135872060565E+01 a       522     0    44     1     6
  1.1931541747705348E+01 a       523     0    44     1     7
 -1.7207540604642352E-01 a       524     0    44     1     8
 -5.0059481817503269E+00 a       525     0    44     1     9
  1.1109464492734595E+01 a       526     0    44     1    10
 -4.6197151686595139E-01 a       527     0    44     1    11
 -3.6700319619683404E+00 a       528     0    44     1    12
  2.0324581353403964E+01 a       529     0    45     1     1
 -2.1189857241882589E+01 a       530     0    45     1     2
