################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.8965518621940050E+00 a        66     0     6     1     6
 -9.6029739206982356E-01 a        67     0     6     1     7
  1.1962842085316636E+00 a        68     0     6     1     8
 -8.5044985874546752E-01 a        69     0     6     1     9
  3.1036202989576247E+00 a        70     0     6     1    10
 -1.4965538451628690E-01 a        71     0     6     1    11
  8.9699226427914225E-01 a        72     0     6     1    12
 -1.9813986758201569E+01 a        73     0     7     1     1
  3.0029472494250808E+01 a        74     0     7     1     2
  2.1333235952698183E+02 a        75     0     7     1     3
 -1.3512607860103120E+02 a        76     0     7     1     4
  3.9101377415489885E+01 a        77     0     7     1     5
  7.1906747318279116E+00 a        78     0     7     1     6
  8.3616175512649313E-02 a        79     0     7     1     7
  1.4499732367043367E-04 a        80     0     7     1     8
 -4.9485862814941868E+00 a        81     0     7     1     9
 -2.1912239825590758E+00 a        82     0     7     1    10
 -6.4407758075860464E+00 a        83     0     7     1    11
  1.8284948950123869E+00 a        84     0     7     1    12
 -1.3446909405230134E+01 a        85     0     8     1     1
  1.2909835181304974E+01 a        86     0     8     1     2
  8.3518314242644948E+01 a        87     0     8     1     3
  1.5859131868284646E+02 a        88     0     8     1     4
  8.5776331659455973E+00 a        89     0     8     1     5
  2.0030253128481373E+01 a        90     0     8     1     6
 -8.1410105257312804E+00 a        91     0     8     1     7
  9.9697317031547783E-01 a        92     0     8     1     8
  6.0925347453095746E+00 a        93     0     8     1     9
  5.5822495440443936E+00 a        94     0     8     1    10
 -3.1036175508775798E+00 a        95     0     8     1    11
  3.0227135820450832E+00 a        96     0     8     1    12
 -1.1233330552974722E+01 a        97     0     9     1     1
  2.4853018153339207E+01 a        98     0     9     1     2
  3.1330469595537409E+01 a        99     0     9     1     3
  1.6413389200577504E+02 a       100     0     9     1     4
  2.8251454396010949E+01 a       101     0     9     1     5
 -1.8898672975566850E+00 a       102     0     9     1     6
  8.5796462524512096E-01 a       103     0     9     1     7
 -3.1953420465533959E+00 a       104     0     9     1     8
  3.2964076632532402E+00 a       105     0     9     1     9
 -2.3145370145069402E-01 a       106     0     9     1    10
 -3.4604729473376943E+00 a       107     0     9     1    11
  1.7380639870929973E+00 a       108     0     9     1    12
 -2.0714056028244361E+01 a       109     0    10     1     1
  3.9872082391465717E+01 a       110     0    10     1     2
  9.4122539482445873E+01 a       111     0    10     1     3
 -4.8617789172187280E+01 a       112     0    10     1     4
  7.7064918576977320E+01 a       113     0    10     1     5
 -4.3402859474780237E-01 a       114     0    10     1     6
 -1.7541791416297985E+00 a       115     0    10     1     7
  2.5232070530552995E+00 a       116     0    10     1     8
 -1.2703033592681967E+00 a       117     0    10     1     9
 -1.6910051639354429E-01 a       118     0    10     1    10
 -1.2971827455293756E+01 a       119     0    10     1    11
  1.1100091881344632E+01 a       120     0    10     1    12
 -2.2120825193598723E+01 a       121     0    11     1     1
  1.4797736280017816E+01 a       122     0    11     1     2
  6.0703538824804028E+01 a       123     0    11     1     3
 -3.9322573403199520E+01 a       124     0    11     1     4
  6.6502360775327119E+01 a       125     0    11     1     5
  3.0377250758664260E+01 a       126     0    11     1     6
 -1.1084042825740356E+01 a       127     0    11     1     7
  1.2155319555726414E-01 a       128     0    11     1     8
  7.1701673970485409E+00 a       129     0    11     1     9
  9.5553231674960823E+00 a       130     0    11     1    10
 -4.3244781988678893E+00 a       131     0    11     1    11
  3.5958777800364849E+00 a       132     0    11     1    12
 -4.4452572432917101E+00 a       133     0    12     1     1
  5.7188009458245332E+01 a       134     0    12     1     2
  4.5455953547476526E+01 a       135     0    12     1     3
 -8.6173141076436309E+01 a       136     0    12     1     4
  3.8649042010049811E+01 a       137     0    12     1     5
  6.6434937633149538E-01 a       138     0    12     1     6
  1.8218165146650482E+00 a       139     0    12     1     7
 -5.7237638369074659E+00 a       140     0    12     1     8
  3.9229126829144496E+00 a       141     0    12     1     9
 -4.4369904506605460E+00 a       142     0    12     1    10
 -5.1029983995051893E+00 a       143     0    12     1    11
  2.4289735272457365E+00 a       144     0    12     1    12
  9.1597697239474272E+00 a       145     0    13     1     1
  6.3076819259866674E+00 a       146     0    13     1     2
 -2.2100211547537137E+02 a       147     0    13     1     3
  1.6916118312019489E+02 a       148     0    13     1     4
  6.3275377858503781E+01 a       149     0    13     1     5
 -1.2474380249411253E+01 a       150     0    13     1     6
 -3.9867036455104277E+00 a       151     0    13     1     7
  4.3449662005654872E+00 a       152     0    13     1     8
  7.4514282085456953E+00 a       153     0    13     1     9
  4.6589535917090155E+00 a       154     0    13     1    10
 -1.1021546502867261E+01 a       155     0    13     1    11
  2.0106513482478729E+01 a       156     0    13     1    12
 -1.3600746308473003E+01 a       157     0    14     1     1
 -4.5785539992688378E+00 a       158     0    14     1     2
 -5.6078697037526780E+01 a       159     0    14     1     3
 -3.2687575802780498E+02 a       160     0    14     1     4
  1.1342997371492311E+02 a       161     0    14     1     5
  2.3462665578865270E+01 a       162     0    14     1     6
 -2.3126454412136215E+00 a       163     0    14     1     7
 -1.9228671443752574E+00 a       164     0    14     1     8
 -1.4301258779994601E+00 a       165     0    14     1     9
  5.4243177875245685E+00 a       166     0    14     1    10
 -1.0211545227259691E+00 a       167     0    14     1    11
  2.1330134092142377E+00 a       168     0    14     1    12
  1.9927135504764500E+01 a       169     0    15     1     1
  4.2798437977604067E+01 a       170     0    15     1     2
  9.2109056674854113E+00 a       171     0    15     1     3
 -3.9436553226183179E+02 a       172     0    15     1     4
  1.0056027782455335E+01 a       173     0    15     1     5
  6.5951403757063938E+00 a       174     0    15     1     6
  6.2054979069399674E-01 a       175     0    15     1     7
 -3.4415952535399241E+00 a       176     0    15     1     8
  3.6876878890228310E-01 a       177     0    15     1     9
 -7.0328863343599997E+00 a       178     0    15     1    10
 -2.7918010329242122E+00 a       179     0    15     1    11
  2.0177422312922282E+00 a       180     0    15     1    12
  6.6939994876628546E+01 a       181     0    16     1     1
 -8.0798049473629575E+01 a       182     0    16     1     2
 -2.2849709644507890E+01 a       183     0    16     1     3
 -1.8593398623493830E+01 a       184     0    16     1     4
 -4.1579056840073733E+01 a       185     0    16     1     5
 -2.8328557536220746E+01 a       186     0    16     1     6
 -2.2202188006025043E+00 a       187     0    16     1     7
  2.9591699477452265E+00 a       188     0    16     1     8
  1.3931151519625242E+01 a       189     0    16     1     9
  6.2883580549391018E+00 a       190     0    16     1    10
  9.4630197637839792E+00 a       191     0    16     1    11
  1.4618867897671663E+01 a       192     0    16     1    12
  2.2885290744323026E+01 a       193     0    17     1     1
 -4.2814147799953489E+01 a       194     0    17     1     2
 -5.2490897397852038E+01 a       195     0    17     1     3
  3.3368196467075546E+02 a       196     0    17     1     4
  7.0457181520068843E+01 a       197     0    17     1     5
 -3.4335235563975644E+01 a       198     0    17     1     6
  1.6226607907679863E+01 a       199     0    17     1     7
 -4.3025505728025211E+00 a       200     0    17     1     8
 -1.2111626200792399E+01 a       201     0    17     1     9
 -6.7494215461434726E+00 a       202     0    17     1    10
  7.4006406797345585E+00 a       203     0    17     1    11
 -2.5912495937547102E+00 a       204     0    17     1    12
  4.3843777792229254E+01 a       205     0    18     1     1
 -3.0215083764050188E+01 a       206     0    18     1     2
 -7.4800388600632814E+01 a       207     0    18     1     3
  4.5583917851192058E+02 a       208     0    18     1     4
 -4.7019318838359794E+01 a       209     0    18     1     5
  9.7706585533675749E+00 a       210     0    18     1     6
 -2.3904676841424419E+00 a       211     0    18     1     7
  5.1465078150131482E+00 a       212     0    18     1     8
  5.0974654483745396E-01 a       213     0    18     1     9
 -1.0342261802618984E-01 a       214     0    18     1    10
  5.3140183206594420E+00 a       215     0    18     1    11
 -1.1281260547502590E+00 a       216     0    18     1    12
 -6.2219814122881203E+01 a       217     0    19     1     1
  5.3179117059119278E+01 a       218     0    19     1     2
  6.9003546054779278E+01 a       219     0    19     1     3
 -3.7274428506039122E+01 a       220     0    19     1     4
 -5.1573455821872948E+01 a       221     0    19     1     5
 -1.4401516567994742E+01 a       222     0    19     1     6
  9.1909243347224994E+00 a       223     0    19     1     7
 -4.4730341274826371E+00 a       224     0    19     1     8
 -8.4188561748560193E+00 a       225     0    19     1     9
 -1.4219141108852291E+01 a       226     0    19     1    10
  2.8010619453047767E+01 a       227     0    19     1    11
 -3.8755749611797320E+01 a       228     0    19     1    12
  1.1680863270163735E+01 a       229     0    20     1     1
  4.5774112793069222E+01 a       230     0    20     1     2
  3.3824526011585391E+01 a       231     0    20     1     3
 -1.3170690491699597E+02 a       232     0    20     1     4
 -2.1357441635031074E+02 a       233     0    20     1     5
 -6.6886071940903392E+01 a       234     0    20     1     6
 -4.3577961625087482E+00 a       235     0    20     1     7
 -4.6967500980201932E-01 a       236     0    20     1     8
  8.9271862772669728E+00 a       237     0    20     1     9
 -3.3652082298200940E+00 a       238     0    20     1    10
  7.3351275122678716E+00 a       239     0    20     1    11
 -8.7266399164940167E-01 a       240     0    20     1    12
 -3.7375313546774024E+01 a       241     0    21     1     1
 -3.7526287090467725E+00 a       242     0    21     1     2
  3.0138147011832650E+01 a       243     0    21     1     3
 -1.9480208909203606E+02 a       244     0    21     1     4
  2.1140095449310675E+01 a       245     0    21     1     5
 -2.5716170921716749E+01 a       246     0    21     1     6
  1.1699846210605342E+01 a       247     0    21     1     7
  1.1549363978294933E+00 a       248     0    21     1     8
 -7.0598284393334785E+00 a       249     0    21     1     9
  2.4817379623564748E+00 a       250     0    21     1    10
  1.6666520328964733E+01 a       251     0    21     1    11
  1.4059475637416670E+00 a       252     0    21     1    12
  1.6614580435018592E+01 a       253     0    22     1     1
 -2.7936078133004152E+01 a       254     0    22     1     2
 -2.7347050900729407E+01 a       255     0    22     1     3
  3.5601509385077698E+01 a       256     0    22     1     4
  3.2551715436482318E+01 a       257     0    22     1     5
  2.9138470334239337E+01 a       258     0    22     1     6
 -1.6994854044029282E+01 a       259     0    22     1     7
  5.1715995850079439E+00 a       260     0    22     1     8
 -9.5275148629074007E+00 a       261     0    22     1     9
 -1.3522837623236059E+00 a       262     0    22     1    10
 -2.3519206234978721E+01 a       263     0    22     1    11
  2.4530715520738312E+01 a       264     0    22     1    12
 -1.2447844013963794E+01 a       265     0    23     1     1
 -2.3569420701507930E+01 a       266     0    23     1     2
 -1.1866229769883232E+01 a       267     0    23     1     3
  4.9531414223778448E+01 a       268     0    23     1     4
  5.9298790783172514E+01 a       269     0    23     1     5
  6.3583158100217922E+01 a       270     0    23     1     6
 -7.8989941007353579E+00 a       271     0    23     1     7
 -4.0887905701188059E+00 a       272     0    23     1     8
 -7.7116174625920078E+00 a       273     0    23     1     9
 -6.2708053471420806E+00 a       274     0    23     1    10
 -1.3477391809820954E+01 a       275     0    23     1    11
  5.5836124598531072E+00 a       276     0    23     1    12
  8.8622975304268508E+00 a       277     0    24     1     1
 -7.6652639198472672E+00 a       278     0    24     1     2
 -4.8044826981147853E-01 a       279     0    24     1     3
  7.5798876294611844E+01 a       280     0    24     1     4
 -3.7983858798402771E+01 a       281     0    24     1     5
  1.1562722470552819E+01 a       282     0    24     1     6
 -2.4654926114079707E+01 a       283     0    24     1     7
 -8.0973443296567176E+00 a       284     0    24     1     8
  4.1814399876164039E+00 a       285     0    24     1     9
 -6.2919010863545513E+00 a       286     0    24     1    10
 -9.7584044425979233E+00 a       287     0    24     1    11
 -1.2093221887903221E+00 a       288     0    24     1    12
  2.7870908946238448E+01 a       289     0    25     1     1
  2.2693507988944848E+01 a       290     0    25     1     2
  4.4027075218997318E+01 a       291     0    25     1     3
 -9.5015581954288617E+00 a       292     0    25     1     4
 -9.0857437313888330E+00 a       293     0    25     1     5
  4.6323448690704350E+00 a       294     0    25     1     6
  7.7320992274626876E+00 a       295     0    25     1     7
 -4.8420942180661983E+00 a       296     0    25     1     8
  6.0251405347019737E+00 a       297     0    25     1     9
 -5.2320547287044779E+00 a       298     0    25     1    10
  3.9666544823429257E+00 a       299     0    25     1    11
  1.1181206535838314E+01 a       300     0    25     1    12
  3.8668388967561292E+01 a       301     0    26     1     1
 -3.4882444356670033E+00 a       302     0    26     1     2
  3.4448390771003027E+01 a       303     0    26     1     3
  1.0025675328461420E+01 a       304     0    26     1     4
  3.0543256261250079E+01 a       305     0    26     1     5
 -1.2222848222220586E+01 a       306     0    26     1     6
  1.1094099016304084E+00 a       307     0    26     1     7
  4.2578960915715154E+00 a       308     0    26     1     8
 -3.5345444546617766E+00 a       309     0    26     1     9
  1.1319595784989602E+01 a       310     0    26     1    10
 -4.3196704210301959E+00 a       311     0    26     1    11
  9.9610377771520557E+00 a       312     0    26     1    12
  1.6903958008758735E+01 a       313     0    27     1     1
 -5.9195989532844333E+00 a       314     0    27     1     2
  1.5216490658183201E+01 a       315     0    27     1     3
  7.8117208336829265E+01 a       316     0    27     1     4
  4.9102505279356549E+01 a       317     0    27     1     5
  6.6008929200541067E+00 a       318     0    27     1     6
 -1.9399565512013905E+00 a       319     0    27     1     7
  2.9243880195235632E+00 a       320     0    27     1     8
  1.0444337560875530E+01 a       321     0    27     1     9
  8.1652360494694545E+00 a       322     0    27     1    10
 -5.4877264311935636E-01 a       323     0    27     1    11
 -1.7701318801739354E+00 a       324     0    27     1    12
  3.0855579713464882E+00 a       325     0    28     1     1
  2.3983417810956386E+01 a       326     0    28     1     2
  3.8866689320780545E+00 a       327     0    28     1     3
  3.5077466475245338E+01 a       328     0    28     1     4
 -1.3447509398479627E+02 a       329     0    28     1     5
 -1.2849288734158665E+02 a       330     0    28     1     6
  8.5572182092293825E-01 a       331     0    28     1     7
 -2.6477673087634219E+00 a       332     0    28     1     8
  7.0169629701530711E+00 a       333     0    28     1     9
 -3.2161758364208937E-01 a       334     0    28     1    10
 -2.8477849842771170E+00 a       335     0    28     1    11
 -1.3131664728219870E+00 a       336     0    28     1    12
  3.3637271084671404E+01 a       337     0    29     1     1
  6.9288052815116732E+00 a       338     0    29     1     2
  9.2478161172947608E+00 a       339     0    29     1     3
  3.0677196175410600E+01 a       340     0    29     1     4
 -6.4479018712579503E+01 a       341     0    29     1     5
 -1.4802370134506692E+01 a       342     0    29     1     6
 -3.0428502023575397E+00 a       343     0    29     1     7
 -1.3263724684190871E+01 a       344     0    29     1     8
 -2.7598938841813614E+00 a       345     0    29     1     9
  1.5876251745187416E-02 a       346     0    29     1    10
  6.4451970198056496E-01 a       347     0    29     1    11
 -2.5517960201365635E+00 a       348     0    29     1    12
 -2.3489097167744127E+01 a       349     0    30     1     1
 -3.9102802301058091E+01 a       350     0    30     1     2
  1.0854878476513436E+01 a       351     0    30     1     3
  2.7804524040772474E+01 a       352     0    30     1     4
  1.5629060378678798E+01 a       353     0    30     1     5
 -5.6515810433693403E+01 a       354     0    30     1     6
  3.8975269215227459E-01 a       355     0    30     1     7
 -4.0538582968006187E+00 a       356     0    30     1     8
  1.4446270606980534E+00 a       357     0    30     1     9
  2.1121620853721059E+00 a       358     0    30     1    10
  4.5282068544100547E+00 a       359     0    30     1    11
 -5.2454818862984363E+00 a       360     0    30     1    12
  1.3095563940932763E+01 a       361     0    31     1     1
  9.7341168993322018E+00 a       362     0    31     1     2
  1.0606741843278709E+01 a       363     0    31     1     3
  2.5881530431134056E+01 a       364     0    31     1     4
  3.3422614939287305E+00 a       365     0    31     1     5
  2.5623132247570996E-01 a       366     0    31     1     6
 -1.6820537959363682E+00 a       367     0    31     1     7
 -1.0119045625335740E+01 a       368     0    31     1     8
 -1.2074263733806443E+01 a       369     0    31     1     9
  5.2947270879749686E+00 a       370     0    31     1    10
 -4.4960342459768281E+00 a       371     0    31     1    11
 -4.7463118152866395E+00 a       372     0    31     1    12
 -3.5581234498417992E+01 a       373     0    32     1     1
 -3.0998616201535739E+01 a       374     0    32     1     2
  1.4253189059734256E+01 a       375     0    32     1     3
  2.3137722539819947E+01 a       376     0    32     1     4
 -3.6588221413701078E+01 a       377     0    32     1     5
  3.0166322932646207E+01 a       378     0    32     1     6
 -1.8899150332737049E+00 a       379     0    32     1     7
 -1.2826082866214696E+01 a       380     0    32     1     8
 -2.8257460742877050E+00 a       381     0    32     1     9
  9.9661158275212747E-01 a       382     0    32     1    10
  2.5127445699283708E+00 a       383     0    32     1    11
 -7.3219372892736647E+00 a       384     0    32     1    12
  5.0198462367527426E+01 a       385     0    33     1     1
 -2.4888338133394608E+01 a       386     0    33     1     2
  1.5891646177656220E+01 a       387     0    33     1     3
  2.0318604587515264E+01 a       388     0    33     1     4
  2.2324751440385803E+01 a       389     0    33     1     5
  4.4357652724687675E+01 a       390     0    33     1     6
 -3.1761238441193433E+00 a       391     0    33     1     7
 -3.6716043615371134E+00 a       392     0    33     1     8
 -1.4941678781567069E+00 a       393     0    33     1     9
  1.1394308380865020E+01 a       394     0    33     1    10
 -1.0083954368529080E+01 a       395     0    33     1    11
 -1.2950136741368667E+00 a       396     0    33     1    12
  1.6470953107877627E+01 a       397     0    34     1     1
 -2.4803164140125805E+01 a       398     0    34     1     2
 -5.1463577933301083E+00 a       399     0    34     1     3
 -2.2158435459624972E+01 a       400     0    34     1     4
  4.8080013958907358E+01 a       401     0    34     1     5
 -4.9417356663147537E+01 a       402     0    34     1     6
  5.2850885779926271E+00 a       403     0    34     1     7
  5.8844253197488339E+00 a       404     0    34     1     8
  9.4473131393376419E-01 a       405     0    34     1     9
  6.9419882328580353E+00 a       406     0    34     1    10
  1.2818749108984534E+01 a       407     0    34     1    11
 -7.1990335967554220E+00 a       408     0    34     1    12
  3.7007562918619406E+01 a       409     0    35     1     1
  2.0752506661255094E+01 a       410     0    35     1     2
 -5.1771738347721623E+00 a       411     0    35     1     3
 -2.4135285796558165E+01 a       412     0    35     1     4
  7.3642160113522905E+01 a       413     0    35     1     5
 -5.0358511162138477E+01 a       414     0    35     1     6
 -1.8119406141138870E+00 a       415     0    35     1     7
  9.0906652648292745E+00 a       416     0    35     1     8
  9.7782862524394289E+00 a       417     0    35     1     9
  5.8201679474738031E+00 a       418     0    35     1    10
  8.2297027969693417E+00 a       419     0    35     1    11
 -6.0345404673690100E+00 a       420     0    35     1    12
 -2.3227910324118831E+01 a       421     0    36     1     1
 -2.0831269042165438E+01 a       422     0    36     1     2
 -1.1155624545016263E+01 a       423     0    36     1     3
 -2.1116198085288246E+01 a       424     0    36     1     4
  3.3957888980152809E+01 a       425     0    36     1     5
  4.9183970608476429E+01 a       426     0    36     1     6
 -4.5447226589369194E+00 a       427     0    36     1     7
  2.9966935615798542E+00 a       428     0    36     1     8
  2.7256943255335941E+00 a       429     0    36     1     9
  3.3189186626310558E+00 a       430     0    36     1    10
  9.9775031078689054E+00 a       431     0    36     1    11
  2.2027457769426722E+00 a       432     0    36     1    12
 -3.0038603016708500E+01 a       433     0    37     1     1
 -1.2267323235980966E+01 a       434     0    37     1     2
 -7.8819677842567630E+00 a       435     0    37     1     3
 -2.2548011186533259E+01 a       436     0    37     1     4
  9.2734375399448822E+01 a       437     0    37     1     5
 -1.7955126211776697E+01 a       438     0    37     1     6
 -1.0806383829287689E+01 a       439     0    37     1     7
  3.8249314072163170E+00 a       440     0    37     1     8
  6.4547099139780011E+00 a       441     0    37     1     9
  3.9507907530115638E+00 a       442     0    37     1    10
  6.8611360053926305E+00 a       443     0    37     1    11
 -6.1526427462121021E+00 a       444     0    37     1    12
 -3.6813290628353329E+01 a       445     0    38     1     1
 -8.6037859912633774E-01 a       446     0    38     1     2
 -1.4979030941018435E+01 a       447     0    38     1     3
 -2.0735442810381667E+01 a       448     0    38     1     4
  4.1957908476905764E+01 a       449     0    38     1     5
 -7.2404931908228050E+01 a       450     0    38     1     6
 -4.7352779551985407E+00 a       451     0    38     1     7
  6.2992432675769034E+00 a       452     0    38     1     8
  1.0887147185744308E+00 a       453     0    38     1     9
  6.4059144121211045E+00 a       454     0    38     1    10
  9.1736735195326844E+00 a       455     0    38     1    11
 -2.4453074016457004E+00 a       456     0    38     1    12
 -1.3475488451821263E+01 a       457     0    39     1     1
 -6.6105130630992823E+00 a       458     0    39     1     2
 -1.9880127661568533E+01 a       459     0    39     1     3
 -2.2042331473390647E+01 a       460     0    39     1     4
 -2.4318752915328389E+01 a       461     0    39     1     5
 -4.3457854510159358E+01 a       462     0    39     1     6
  2.1808442135166830E+00 a       463     0    39     1     7
 -3.9025942410836052E+00 a       464     0    39     1     8
  6.9478907864164610E+00 a       465     0    39     1     9
 -3.8230900808700570E-02 a       466     0    39     1    10
  1.4911445309542534E+01 a       467     0    39     1    11
 -1.2289622835701921E+01 a       468     0    39     1    12
  2.0413921598789827E+01 a       469     0    40     1     1
 -6.7832278243896758E+00 a       470     0    40     1     2
 -1.6561222120734900E+01 a       471     0    40     1     3
 -3.9398538847686488E+01 a       472     0    40     1     4
  8.0172317184500116E+01 a       473     0    40     1     5
  3.4711501272429546E-01 a       474     0    40     1     6
 -1.7401640638312429E+01 a       475     0    40     1     7
 -6.7212103142517812E+00 a       476     0    40     1     8
 -1.2862202429354397E+01 a       477     0    40     1     9
 -1.7462845186678078E+00 a       478     0    40     1    10
  9.5106076166710700E+00 a       479     0    40     1    11
 -1.0717048906639512E+01 a       480     0    40     1    12
  1.9133495166939458E+01 a       481     0    41     1     1
  9.6501632234055865E+00 a       482     0    41     1     2
 -2.5829326189224382E+01 a       483     0    41     1     3
 -3.5975781832924532E+01 a       484     0    41     1     4
  1.0228448020611687E+02 a       485     0    41     1     5
  2.9392312227333766E+00 a       486     0    41     1     6
  5.8832329756649964E+00 a       487     0    41     1     7
  1.3074792223864517E+01 a       488     0    41     1     8
 -2.5509681519458129E+00 a       489     0    41     1     9
  4.2477951761709205E+00 a       490     0    41     1    10
  3.0099291685655172E+00 a       491     0    41     1    11
  9.1621880475726911E+00 a       492     0    41     1    12
 -2.4961305068112100E+01 a       493     0    42     1     1
  2.4730569036940746E+01 a       494     0    42     1     2
 -2.3272087284273770E+01 a       495     0    42     1     3
 -3.1604571356551755E+01 a       496     0    42     1     4
  3.2137781951270547E+01 a       497     0    42     1     5
  6.0030560374319336E+01 a       498     0    42     1     6
 -7.3011257241428327E+00 a       499     0    42     1     7
  5.2955001567416176E+00 a       500     0    42     1     8
 -5.7335607749156559E+00 a       501     0    42     1     9
 -4.2888201360070205E-01 a       502     0    42     1    10
 -1.6639002869622370E+01 a       503     0    42     1    11
  6.2981425267267168E+00 a       504     0    42     1    12
  1.9388084693176623E+01 a       505     0    43     1     1
  4.9668670581938798E+01 a       506     0    43     1     2
 -2.6027362808826691E+01 a       507     0    43     1     3
 -3.2288767863536542E+01 a       508     0    43     1     4
 -3.5579892350596658E+01 a       509     0    43     1     5
 -3.3855447400911054E+01 a       510     0    43     1     6
  1.7158937326097423E+01 a       511     0    43     1     7
 -3.8785795741927837E-01 a       512     0    43     1     8
  1.6441908784271320E+01 a       513     0    43     1     9
  4.1101491699082047E+00 a       514     0    43     1    10
  8.3682695191130705E+00 a       515     0    43     1    11
  6.5694608842025186E+00 a       516     0    43     1    12
 -2.3224045007512093E+01 a       517     0    44     1     1
 -2.0324673637220933E+01 a       518     0    44     1     2
 -2.7386565240252100E+01 a       519     0    44     1     3
 -2.8506683335810962E+01 a       520     0    44     1     4
  7.4980119316214271E+01 a       521     0    44     1     5
 -4.0432698698801516E+01 a       522     0    44     1     6
  7.2695993293430510E+00 a       523     0    44     1     7
  7.4929221526137884E+00 a       524     0    44     1     8
  2.8832219958322929E+00 a       525     0    44     1     9
  9.3818147114813613E+00 a       526     0    44     1    10
 -1.8347838784454819E+01 a       527     0    44     1    11
  3.6323535626679084E+00 a       528     0    44     1    12
 -4.1824612734914318E+01 a       529     0    45     1     1
 -3.4653955723791043E+01 a       530     0    45     1     2
